dateRep,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,day,month,year,ratio,cases_per_100k,high_risk_2k,nr_months,current_date,Day,Month,Year,Season
14/12/2020,6,0,Australia,AU,AUS,25203200.0,Oceania,0.54754952,14,12,2020,0.0,0.023806500761808024,False,39,01/03/2024,14,12,2020,Autumn
13/12/2020,13,0,Australia,AU,AUS,25203200.0,Oceania,0.55548502,13,12,2020,0.0,0.05158075165058405,False,39,01/03/2024,13,12,2020,Autumn
12/12/2020,12,0,Australia,AU,AUS,25203200.0,Oceania,0.54754952,12,12,2020,0.0,0.04761300152361605,False,39,01/03/2024,12,12,2020,Autumn
11/12/2020,7,0,Australia,AU,AUS,25203200.0,Oceania,0.52771077,11,12,2020,0.0,0.027774250888776032,False,39,01/03/2024,11,12,2020,Autumn
10/12/2020,6,0,Australia,AU,AUS,25203200.0,Oceania,0.55151727,10,12,2020,0.0,0.023806500761808024,False,39,01/03/2024,10,12,2020,Autumn
09/12/2020,15,0,Australia,AU,AUS,25203200.0,Oceania,0.55151727,9,12,2020,0.0,0.05951625190452005,False,39,01/03/2024,9,12,2020,Autumn
08/12/2020,7,0,Australia,AU,AUS,25203200.0,Oceania,0.54358177,8,12,2020,0.0,0.027774250888776032,False,39,01/03/2024,8,12,2020,Autumn
07/12/2020,9,0,Australia,AU,AUS,25203200.0,Oceania,0.57135602,7,12,2020,0.0,0.035709751142712035,False,39,01/03/2024,7,12,2020,Autumn
06/12/2020,7,0,Australia,AU,AUS,25203200.0,Oceania,0.59119477,6,12,2020,0.0,0.027774250888776032,False,39,01/03/2024,6,12,2020,Autumn
05/12/2020,10,0,Australia,AU,AUS,25203200.0,Oceania,0.63484002,5,12,2020,0.0,0.03967750126968004,False,39,01/03/2024,5,12,2020,Autumn
04/12/2020,16,0,Australia,AU,AUS,25203200.0,Oceania,0.61500127,4,12,2020,0.0,0.06348400203148806,False,39,01/03/2024,4,12,2020,Autumn
03/12/2020,11,0,Australia,AU,AUS,25203200.0,Oceania,0.57929152,3,12,2020,0.0,0.04364525139664805,False,39,01/03/2024,3,12,2020,Autumn
02/12/2020,8,0,Australia,AU,AUS,25203200.0,Oceania,0.61896902,2,12,2020,0.0,0.03174200101574403,False,39,01/03/2024,2,12,2020,Autumn
01/12/2020,11,1,Australia,AU,AUS,25203200.0,Oceania,0.61103352,1,12,2020,0.09090909090909093,0.04364525139664805,False,39,01/03/2024,1,12,2020,Autumn
30/11/2020,8,0,Australia,AU,AUS,25203200.0,Oceania,0.66658202,30,11,2020,0.0,0.03174200101574403,False,40,01/03/2024,30,11,2020,Autumn
29/11/2020,11,0,Australia,AU,AUS,25203200.0,Oceania,0.69038852,29,11,2020,0.0,0.04364525139664805,False,40,01/03/2024,29,11,2020,Autumn
28/11/2020,7,0,Australia,AU,AUS,25203200.0,Oceania,0.67848527,28,11,2020,0.0,0.027774250888776032,False,40,01/03/2024,28,11,2020,Autumn
27/11/2020,13,0,Australia,AU,AUS,25203200.0,Oceania,0.67054977,27,11,2020,0.0,0.05158075165058405,False,40,01/03/2024,27,11,2020,Autumn
26/11/2020,6,0,Australia,AU,AUS,25203200.0,Oceania,0.66658202,26,11,2020,0.0,0.023806500761808024,False,40,01/03/2024,26,11,2020,Autumn
25/11/2020,13,0,Australia,AU,AUS,25203200.0,Oceania,0.67451752,25,11,2020,0.0,0.05158075165058405,False,40,01/03/2024,25,11,2020,Autumn
24/11/2020,14,0,Australia,AU,AUS,25203200.0,Oceania,0.66261427,24,11,2020,0.0,0.05554850177755208,False,40,01/03/2024,24,11,2020,Autumn
23/11/2020,14,0,Australia,AU,AUS,25203200.0,Oceania,0.64674327,23,11,2020,0.0,0.05554850177755208,False,40,01/03/2024,23,11,2020,Autumn
22/11/2020,18,0,Australia,AU,AUS,25203200.0,Oceania,0.61500127,22,11,2020,0.0,0.07141950228542407,False,40,01/03/2024,22,11,2020,Autumn
21/11/2020,5,0,Australia,AU,AUS,25203200.0,Oceania,0.57135602,21,11,2020,0.0,0.01983875063484002,False,40,01/03/2024,21,11,2020,Autumn
20/11/2020,7,0,Australia,AU,AUS,25203200.0,Oceania,0.59913027,20,11,2020,0.0,0.027774250888776032,False,40,01/03/2024,20,11,2020,Autumn
19/11/2020,21,0,Australia,AU,AUS,25203200.0,Oceania,0.61500127,19,11,2020,0.0,0.08332275266632808,False,40,01/03/2024,19,11,2020,Autumn
18/11/2020,6,0,Australia,AU,AUS,25203200.0,Oceania,0.57929152,18,11,2020,0.0,0.023806500761808024,False,40,01/03/2024,18,11,2020,Autumn
17/11/2020,25,0,Australia,AU,AUS,25203200.0,Oceania,0.58722702,17,11,2020,0.0,0.0991937531742001,False,40,01/03/2024,17,11,2020,Autumn
16/11/2020,14,0,Australia,AU,AUS,25203200.0,Oceania,0.51580752,16,11,2020,0.0,0.05554850177755208,False,40,01/03/2024,16,11,2020,Autumn
15/11/2020,8,0,Australia,AU,AUS,25203200.0,Oceania,0.48009777,15,11,2020,0.0,0.03174200101574403,False,40,01/03/2024,15,11,2020,Autumn
14/11/2020,5,0,Australia,AU,AUS,25203200.0,Oceania,0.48009777,14,11,2020,0.0,0.01983875063484002,False,40,01/03/2024,14,11,2020,Autumn
13/11/2020,12,0,Australia,AU,AUS,25203200.0,Oceania,0.51183977,13,11,2020,0.0,0.04761300152361605,False,40,01/03/2024,13,11,2020,Autumn
12/11/2020,8,0,Australia,AU,AUS,25203200.0,Oceania,0.52374302,12,11,2020,0.0,0.03174200101574403,False,40,01/03/2024,12,11,2020,Autumn
11/11/2020,10,0,Australia,AU,AUS,25203200.0,Oceania,0.54358177,11,11,2020,0.0,0.03967750126968004,False,40,01/03/2024,11,11,2020,Autumn
10/11/2020,10,0,Australia,AU,AUS,25203200.0,Oceania,0.55945277,10,11,2020,0.0,0.03967750126968004,False,40,01/03/2024,10,11,2020,Autumn
09/11/2020,6,0,Australia,AU,AUS,25203200.0,Oceania,0.54754952,9,11,2020,0.0,0.023806500761808024,False,40,01/03/2024,9,11,2020,Autumn
08/11/2020,7,0,Australia,AU,AUS,25203200.0,Oceania,0.60706577,8,11,2020,0.0,0.027774250888776032,False,40,01/03/2024,8,11,2020,Autumn
07/11/2020,12,0,Australia,AU,AUS,25203200.0,Oceania,0.63880777,7,11,2020,0.0,0.04761300152361605,False,40,01/03/2024,7,11,2020,Autumn
06/11/2020,11,0,Australia,AU,AUS,25203200.0,Oceania,0.66261427,6,11,2020,0.0,0.04364525139664805,False,40,01/03/2024,6,11,2020,Autumn
05/11/2020,12,0,Australia,AU,AUS,25203200.0,Oceania,0.70625952,5,11,2020,0.0,0.04761300152361605,False,40,01/03/2024,5,11,2020,Autumn
04/11/2020,8,0,Australia,AU,AUS,25203200.0,Oceania,0.71419502,4,11,2020,0.0,0.03174200101574403,False,40,01/03/2024,4,11,2020,Autumn
03/11/2020,7,0,Australia,AU,AUS,25203200.0,Oceania,0.80545328,3,11,2020,0.0,0.027774250888776032,False,40,01/03/2024,3,11,2020,Autumn
02/11/2020,5,0,Australia,AU,AUS,25203200.0,Oceania,0.81338878,2,11,2020,0.0,0.01983875063484002,False,40,01/03/2024,2,11,2020,Autumn
01/11/2020,8,0,Australia,AU,AUS,25203200.0,Oceania,0.82132428,1,11,2020,0.0,0.03174200101574403,False,40,01/03/2024,1,11,2020,Autumn
31/10/2020,13,0,Australia,AU,AUS,25203200.0,Oceania,0.83719528,31,10,2020,0.0,0.05158075165058405,False,41,01/03/2024,31,10,2020,Autumn
30/10/2020,15,0,Australia,AU,AUS,25203200.0,Oceania,0.82132428,30,10,2020,0.0,0.05951625190452005,False,41,01/03/2024,30,10,2020,Autumn
29/10/2020,13,2,Australia,AU,AUS,25203200.0,Oceania,0.84513078,29,10,2020,0.15384615384615385,0.05158075165058405,False,41,01/03/2024,29,10,2020,Autumn
28/10/2020,14,0,Australia,AU,AUS,25203200.0,Oceania,0.88877603,28,10,2020,0.0,0.05554850177755208,False,41,01/03/2024,28,10,2020,Autumn
27/10/2020,7,0,Australia,AU,AUS,25203200.0,Oceania,0.95622778,27,10,2020,0.0,0.027774250888776032,False,41,01/03/2024,27,10,2020,Autumn
26/10/2020,21,0,Australia,AU,AUS,25203200.0,Oceania,1.01574403,26,10,2020,0.0,0.08332275266632808,False,41,01/03/2024,26,10,2020,Autumn
25/10/2020,15,0,Australia,AU,AUS,25203200.0,Oceania,1.01177628,25,10,2020,0.0,0.05951625190452005,False,41,01/03/2024,25,10,2020,Autumn
24/10/2020,18,0,Australia,AU,AUS,25203200.0,Oceania,1.01177628,24,10,2020,0.0,0.07141950228542407,False,41,01/03/2024,24,10,2020,Autumn
23/10/2020,22,0,Australia,AU,AUS,25203200.0,Oceania,1.03161503,23,10,2020,0.0,0.08729050279329609,False,41,01/03/2024,23,10,2020,Autumn
22/10/2020,14,0,Australia,AU,AUS,25203200.0,Oceania,1.03955053,22,10,2020,0.0,0.05554850177755208,False,41,01/03/2024,22,10,2020,Autumn
21/10/2020,31,0,Australia,AU,AUS,25203200.0,Oceania,1.01574403,21,10,2020,0.0,0.12300025393600812,False,41,01/03/2024,21,10,2020,Autumn
20/10/2020,9,1,Australia,AU,AUS,25203200.0,Oceania,0.99193753,20,10,2020,0.1111111111111111,0.035709751142712035,False,41,01/03/2024,20,10,2020,Autumn
19/10/2020,7,0,Australia,AU,AUS,25203200.0,Oceania,1.00780853,19,10,2020,0.0,0.027774250888776032,False,41,01/03/2024,19,10,2020,Autumn
18/10/2020,12,0,Australia,AU,AUS,25203200.0,Oceania,1.03955053,18,10,2020,0.0,0.04761300152361605,False,41,01/03/2024,18,10,2020,Autumn
17/10/2020,9,0,Australia,AU,AUS,25203200.0,Oceania,1.02367953,17,10,2020,0.0,0.035709751142712035,False,41,01/03/2024,17,10,2020,Autumn
16/10/2020,21,0,Australia,AU,AUS,25203200.0,Oceania,1.05542153,16,10,2020,0.0,0.08332275266632808,False,41,01/03/2024,16,10,2020,Autumn
15/10/2020,24,5,Australia,AU,AUS,25203200.0,Oceania,1.10303454,15,10,2020,0.2083333333333333,0.0952260030472321,False,41,01/03/2024,15,10,2020,Autumn
14/10/2020,31,1,Australia,AU,AUS,25203200.0,Oceania,1.00780853,14,10,2020,0.03225806451612903,0.12300025393600812,False,41,01/03/2024,14,10,2020,Autumn
13/10/2020,22,0,Australia,AU,AUS,25203200.0,Oceania,0.96019553,13,10,2020,0.0,0.08729050279329609,False,41,01/03/2024,13,10,2020,Autumn
12/10/2020,20,1,Australia,AU,AUS,25203200.0,Oceania,0.88877603,12,10,2020,0.05,0.07935500253936008,False,41,01/03/2024,12,10,2020,Autumn
11/10/2020,15,0,Australia,AU,AUS,25203200.0,Oceania,0.90464703,11,10,2020,0.0,0.05951625190452005,False,41,01/03/2024,11,10,2020,Autumn
10/10/2020,23,0,Australia,AU,AUS,25203200.0,Oceania,0.90861478,10,10,2020,0.0,0.0912582529202641,False,41,01/03/2024,10,10,2020,Autumn
09/10/2020,24,0,Australia,AU,AUS,25203200.0,Oceania,0.88480828,9,10,2020,0.0,0.0952260030472321,False,41,01/03/2024,9,10,2020,Autumn
08/10/2020,8,2,Australia,AU,AUS,25203200.0,Oceania,0.82925978,8,10,2020,0.25,0.03174200101574403,False,41,01/03/2024,8,10,2020,Autumn
07/10/2020,25,1,Australia,AU,AUS,25203200.0,Oceania,0.92051803,7,10,2020,0.04,0.0991937531742001,False,41,01/03/2024,7,10,2020,Autumn
06/10/2020,13,0,Australia,AU,AUS,25203200.0,Oceania,0.94035678,6,10,2020,0.0,0.05158075165058405,False,41,01/03/2024,6,10,2020,Autumn
05/10/2020,15,1,Australia,AU,AUS,25203200.0,Oceania,0.94432453,5,10,2020,0.06666666666666668,0.05951625190452005,False,41,01/03/2024,5,10,2020,Autumn
04/10/2020,8,3,Australia,AU,AUS,25203200.0,Oceania,0.93638903,4,10,2020,0.375,0.03174200101574403,False,41,01/03/2024,4,10,2020,Autumn
03/10/2020,17,2,Australia,AU,AUS,25203200.0,Oceania,0.99987303,3,10,2020,0.1176470588235294,0.06745175215845607,False,41,01/03/2024,3,10,2020,Autumn
02/10/2020,33,6,Australia,AU,AUS,25203200.0,Oceania,1.12287329,2,10,2020,0.18181818181818185,0.13093575418994413,False,41,01/03/2024,2,10,2020,Autumn
01/10/2020,0,0,Australia,AU,AUS,25203200.0,Oceania,1.12684104,1,10,2020,,0.0,False,41,01/03/2024,1,10,2020,Autumn
30/09/2020,19,7,Australia,AU,AUS,25203200.0,Oceania,1.28951879,30,9,2020,0.3684210526315789,0.07538725241239208,False,42,01/03/2024,30,9,2020,Autumn
29/09/2020,4,3,Australia,AU,AUS,25203200.0,Oceania,1.39664804,29,9,2020,0.75,0.015871000507872015,False,42,01/03/2024,29,9,2020,Autumn
28/09/2020,24,2,Australia,AU,AUS,25203200.0,Oceania,1.5434548000000001,28,9,2020,0.08333333333333333,0.0952260030472321,False,42,01/03/2024,28,9,2020,Autumn
27/09/2020,16,1,Australia,AU,AUS,25203200.0,Oceania,1.6228098,27,9,2020,0.0625,0.06348400203148806,False,42,01/03/2024,27,9,2020,Autumn
26/09/2020,17,8,Australia,AU,AUS,25203200.0,Oceania,1.72597131,26,9,2020,0.4705882352941176,0.06745175215845607,False,42,01/03/2024,26,9,2020,Autumn
25/09/2020,10,2,Australia,AU,AUS,25203200.0,Oceania,1.86484256,25,9,2020,0.2,0.03967750126968004,False,42,01/03/2024,25,9,2020,Autumn
24/09/2020,31,5,Australia,AU,AUS,25203200.0,Oceania,2.01561706,24,9,2020,0.16129032258064516,0.12300025393600812,False,42,01/03/2024,24,9,2020,Autumn
23/09/2020,30,3,Australia,AU,AUS,25203200.0,Oceania,2.25368207,23,9,2020,0.1,0.11903250380904012,False,42,01/03/2024,23,9,2020,Autumn
22/09/2020,14,2,Australia,AU,AUS,25203200.0,Oceania,2.34097257,22,9,2020,0.14285714285714285,0.05554850177755208,False,42,01/03/2024,22,9,2020,Summer
21/09/2020,13,5,Australia,AU,AUS,25203200.0,Oceania,2.45603733,21,9,2020,0.38461538461538464,0.05158075165058405,False,42,01/03/2024,21,9,2020,Summer
20/09/2020,24,7,Australia,AU,AUS,25203200.0,Oceania,2.69013459,20,9,2020,0.2916666666666667,0.0952260030472321,False,42,01/03/2024,20,9,2020,Summer
19/09/2020,48,5,Australia,AU,AUS,25203200.0,Oceania,2.87661884,19,9,2020,0.10416666666666667,0.1904520060944642,False,42,01/03/2024,19,9,2020,Summer
18/09/2020,34,8,Australia,AU,AUS,25203200.0,Oceania,3.0313611000000003,18,9,2020,0.2352941176470588,0.13490350431691214,False,42,01/03/2024,18,9,2020,Summer
17/09/2020,41,8,Australia,AU,AUS,25203200.0,Oceania,3.39639411,17,9,2020,0.1951219512195122,0.16267775520568814,False,42,01/03/2024,17,9,2020,Summer
16/09/2020,46,0,Australia,AU,AUS,25203200.0,Oceania,3.64636237,16,9,2020,0.0,0.1825165058405282,False,42,01/03/2024,16,9,2020,Summer
15/09/2020,41,6,Australia,AU,AUS,25203200.0,Oceania,3.75349162,15,9,2020,0.14634146341463414,0.16267775520568814,False,42,01/03/2024,15,9,2020,Summer
14/09/2020,44,7,Australia,AU,AUS,25203200.0,Oceania,3.89236287,14,9,2020,0.1590909090909091,0.17458100558659218,False,42,01/03/2024,14,9,2020,Summer
13/09/2020,42,6,Australia,AU,AUS,25203200.0,Oceania,4.20581513,13,9,2020,0.14285714285714285,0.16664550533265615,False,42,01/03/2024,13,9,2020,Summer
12/09/2020,52,9,Australia,AU,AUS,25203200.0,Oceania,4.43197689,12,9,2020,0.17307692307692307,0.2063230066023362,False,42,01/03/2024,12,9,2020,Summer
11/09/2020,48,7,Australia,AU,AUS,25203200.0,Oceania,4.7255904000000015,11,9,2020,0.14583333333333334,0.1904520060944642,False,42,01/03/2024,11,9,2020,Summer
10/09/2020,91,11,Australia,AU,AUS,25203200.0,Oceania,4.99936516,10,9,2020,0.12087912087912088,0.3610652615540884,False,42,01/03/2024,10,9,2020,Summer
09/09/2020,52,8,Australia,AU,AUS,25203200.0,Oceania,5.24139792,9,9,2020,0.15384615384615385,0.2063230066023362,False,42,01/03/2024,9,9,2020,Summer
08/09/2020,43,9,Australia,AU,AUS,25203200.0,Oceania,5.57865668,8,9,2020,0.20930232558139536,0.17061325545962416,False,42,01/03/2024,8,9,2020,Summer
07/09/2020,72,5,Australia,AU,AUS,25203200.0,Oceania,5.82068944,7,9,2020,0.06944444444444445,0.2856780091416963,False,42,01/03/2024,7,9,2020,Summer
06/09/2020,71,11,Australia,AU,AUS,25203200.0,Oceania,6.36823895,6,9,2020,0.15492957746478872,0.2817102590147283,False,42,01/03/2024,6,9,2020,Summer
05/09/2020,87,59,Australia,AU,AUS,25203200.0,Oceania,6.86023997,5,9,2020,0.6781609195402298,0.3451942610462163,False,42,01/03/2024,5,9,2020,Summer
04/09/2020,126,15,Australia,AU,AUS,25203200.0,Oceania,7.19353098,4,9,2020,0.11904761904761905,0.4999365159979685,False,42,01/03/2024,4,9,2020,Summer
03/09/2020,104,6,Australia,AU,AUS,25203200.0,Oceania,7.65775775,3,9,2020,0.0576923076923077,0.4126460132046724,False,42,01/03/2024,3,9,2020,Summer
02/09/2020,73,5,Australia,AU,AUS,25203200.0,Oceania,8.11801676,2,9,2020,0.0684931506849315,0.2896457592686643,False,42,01/03/2024,2,9,2020,Summer
01/09/2020,76,41,Australia,AU,AUS,25203200.0,Oceania,8.51875952,1,9,2020,0.5394736842105263,0.3015490096495683,False,42,01/03/2024,1,9,2020,Summer
31/08/2020,123,11,Australia,AU,AUS,25203200.0,Oceania,9.451180800000001,31,8,2020,0.08943089430894309,0.4880332656170646,False,43,01/03/2024,31,8,2020,Summer
30/08/2020,99,17,Australia,AU,AUS,25203200.0,Oceania,9.96698832,30,8,2020,0.1717171717171717,0.3928072625698325,False,43,01/03/2024,30,8,2020,Summer
29/08/2020,126,11,Australia,AU,AUS,25203200.0,Oceania,10.73276409,29,8,2020,0.0873015873015873,0.4999365159979685,False,43,01/03/2024,29,8,2020,Summer
28/08/2020,117,23,Australia,AU,AUS,25203200.0,Oceania,11.76041138,28,8,2020,0.19658119658119652,0.4642267648552565,False,43,01/03/2024,28,8,2020,Summer
27/08/2020,152,24,Australia,AU,AUS,25203200.0,Oceania,12.21273489,27,8,2020,0.15789473684210525,0.6030980192991366,False,43,01/03/2024,27,8,2020,Summer
26/08/2020,137,8,Australia,AU,AUS,25203200.0,Oceania,13.25228542,26,8,2020,0.0583941605839416,0.5435817673946165,False,43,01/03/2024,26,8,2020,Summer
25/08/2020,104,15,Australia,AU,AUS,25203200.0,Oceania,13.962512699999998,25,8,2020,0.14423076923076922,0.4126460132046724,False,43,01/03/2024,25,8,2020,Summer
24/08/2020,210,17,Australia,AU,AUS,25203200.0,Oceania,14.79177247,24,8,2020,0.08095238095238096,0.8332275266632808,False,43,01/03/2024,24,8,2020,Summer
23/08/2020,195,13,Australia,AU,AUS,25203200.0,Oceania,15.4900965,23,8,2020,0.06666666666666668,0.7737112747587609,False,43,01/03/2024,23,8,2020,Summer
22/08/2020,171,9,Australia,AU,AUS,25203200.0,Oceania,16.40664678,22,8,2020,0.05263157894736842,0.6784852717115286,False,43,01/03/2024,22,8,2020,Summer
21/08/2020,243,13,Australia,AU,AUS,25203200.0,Oceania,17.35493906,21,8,2020,0.05349794238683128,0.9641632808532252,True,43,01/03/2024,21,8,2020,Summer
20/08/2020,220,12,Australia,AU,AUS,25203200.0,Oceania,18.04929533,20,8,2020,0.054545454545454536,0.8729050279329609,True,43,01/03/2024,20,8,2020,Summer
19/08/2020,174,17,Australia,AU,AUS,25203200.0,Oceania,20.01333164,19,8,2020,0.09770114942528736,0.6903885220924326,True,43,01/03/2024,19,8,2020,Summer
18/08/2020,311,25,Australia,AU,AUS,25203200.0,Oceania,20.95368842,18,8,2020,0.08038585209003216,1.2339702894870492,True,43,01/03/2024,18,8,2020,Summer
17/08/2020,253,17,Australia,AU,AUS,25203200.0,Oceania,21.28697943,17,8,2020,0.06719367588932806,1.003840782122905,True,43,01/03/2024,17,8,2020,Summer
16/08/2020,292,4,Australia,AU,AUS,25203200.0,Oceania,22.82646648,16,8,2020,0.0136986301369863,1.1585830370746573,True,43,01/03/2024,16,8,2020,Summer
15/08/2020,385,14,Australia,AU,AUS,25203200.0,Oceania,23.16372524,15,8,2020,0.03636363636363636,1.5275837988826817,True,43,01/03/2024,15,8,2020,Summer
14/08/2020,231,9,Australia,AU,AUS,25203200.0,Oceania,24.02472702,14,8,2020,0.03896103896103896,0.9165502793296088,True,43,01/03/2024,14,8,2020,Summer
13/08/2020,414,21,Australia,AU,AUS,25203200.0,Oceania,25.96892458,13,8,2020,0.050724637681159424,1.6426485525647538,True,43,01/03/2024,13,8,2020,Summer
12/08/2020,316,18,Australia,AU,AUS,25203200.0,Oceania,25.42931056,12,8,2020,0.0569620253164557,1.253809040121889,True,43,01/03/2024,12,8,2020,Summer
11/08/2020,313,18,Australia,AU,AUS,25203200.0,Oceania,25.63960132,11,8,2020,0.057507987220447275,1.2419057897409853,True,43,01/03/2024,11,8,2020,Summer
10/08/2020,386,17,Australia,AU,AUS,25203200.0,Oceania,26.5085386,10,8,2020,0.04404145077720207,1.5315515490096496,True,43,01/03/2024,10,8,2020,Summer
09/08/2020,426,12,Australia,AU,AUS,25203200.0,Oceania,26.77437786,9,8,2020,0.028169014084507043,1.6902615540883696,True,43,01/03/2024,9,8,2020,Summer
08/08/2020,410,11,Australia,AU,AUS,25203200.0,Oceania,26.492667600000004,8,8,2020,0.02682926829268293,1.6267775520568817,True,43,01/03/2024,8,8,2020,Summer
07/08/2020,418,8,Australia,AU,AUS,25203200.0,Oceania,26.01256983,7,8,2020,0.019138755980861243,1.6585195530726258,True,43,01/03/2024,7,8,2020,Summer
06/08/2020,715,15,Australia,AU,AUS,25203200.0,Oceania,25.98082783,6,8,2020,0.02097902097902098,2.836941340782124,True,43,01/03/2024,6,8,2020,Summer
05/08/2020,411,11,Australia,AU,AUS,25203200.0,Oceania,25.00079355,5,8,2020,0.0267639902676399,1.6307453021838496,True,43,01/03/2024,5,8,2020,Summer
04/08/2020,395,13,Australia,AU,AUS,25203200.0,Oceania,24.79447054,4,8,2020,0.032911392405063286,1.5672613001523616,True,43,01/03/2024,4,8,2020,Summer
03/08/2020,641,8,Australia,AU,AUS,25203200.0,Oceania,24.28659853,3,8,2020,0.0124804992199688,2.543327831386491,True,43,01/03/2024,3,8,2020,Summer
02/08/2020,377,4,Australia,AU,AUS,25203200.0,Oceania,23.17562849,2,8,2020,0.010610079575596816,1.4958417978669376,True,43,01/03/2024,2,8,2020,Summer
01/08/2020,602,7,Australia,AU,AUS,25203200.0,Oceania,22.49714322,1,8,2020,0.011627906976744186,2.3885855764347386,True,43,01/03/2024,1,8,2020,Summer
31/07/2020,721,13,Australia,AU,AUS,25203200.0,Oceania,21.79485145,31,7,2020,0.018030513176144243,2.860747841543932,True,44,01/03/2024,31,7,2020,Summer
30/07/2020,278,9,Australia,AU,AUS,25203200.0,Oceania,20.1839449,30,7,2020,0.03237410071942446,1.1030345352971052,True,44,01/03/2024,30,7,2020,Summer
29/07/2020,369,6,Australia,AU,AUS,25203200.0,Oceania,20.04904139,29,7,2020,0.016260162601626018,1.4640997968511935,True,44,01/03/2024,29,7,2020,Summer
28/07/2020,532,6,Australia,AU,AUS,25203200.0,Oceania,19.66020188,28,7,2020,0.011278195488721804,2.1108430675469783,True,44,01/03/2024,28,7,2020,Summer
27/07/2020,453,10,Australia,AU,AUS,25203200.0,Oceania,18.27545708,27,7,2020,0.022075055187637967,1.7973908075165057,True,44,01/03/2024,27,7,2020,Summer
26/07/2020,355,6,Australia,AU,AUS,25203200.0,Oceania,17.44619731,26,7,2020,0.016901408450704224,1.4085512950736414,True,44,01/03/2024,26,7,2020,Summer
25/07/2020,289,6,Australia,AU,AUS,25203200.0,Oceania,16.80738954,25,7,2020,0.020761245674740483,1.1466797866937533,True,44,01/03/2024,25,7,2020,Summer
24/07/2020,410,5,Australia,AU,AUS,25203200.0,Oceania,16.85103479,24,7,2020,0.012195121951219513,1.6267775520568817,True,44,01/03/2024,24,7,2020,Summer
23/07/2020,468,2,Australia,AU,AUS,25203200.0,Oceania,15.91067801,23,7,2020,0.004273504273504274,1.8569070594210253,True,44,01/03/2024,23,7,2020,Summer
22/07/2020,359,3,Australia,AU,AUS,25203200.0,Oceania,14.57354622,22,7,2020,0.008356545961002786,1.4244222955815131,True,44,01/03/2024,22,7,2020,Summer
21/07/2020,267,1,Australia,AU,AUS,25203200.0,Oceania,13.81967369,21,7,2020,0.003745318352059925,1.059389283900457,True,44,01/03/2024,21,7,2020,Summer
20/07/2020,361,4,Australia,AU,AUS,25203200.0,Oceania,13.30386618,20,7,2020,0.0110803324099723,1.4323577958354494,True,44,01/03/2024,20,7,2020,Summer
19/07/2020,206,2,Australia,AU,AUS,25203200.0,Oceania,12.21670264,19,7,2020,0.009708737864077669,0.8173565261554089,True,44,01/03/2024,19,7,2020,Summer
18/07/2020,425,3,Australia,AU,AUS,25203200.0,Oceania,11.82389538,18,7,2020,0.007058823529411766,1.6862938039614015,True,44,01/03/2024,18,7,2020,Summer
17/07/2020,315,2,Australia,AU,AUS,25203200.0,Oceania,11.14541011,17,7,2020,0.006349206349206349,1.2498412899949214,True,44,01/03/2024,17,7,2020,Summer
16/07/2020,244,3,Australia,AU,AUS,25203200.0,Oceania,10.21695658,16,7,2020,0.012295081967213116,0.968131030980193,True,44,01/03/2024,16,7,2020,Summer
15/07/2020,271,0,Australia,AU,AUS,25203200.0,Oceania,9.59005206,15,7,2020,0.0,1.0752602844083292,True,44,01/03/2024,15,7,2020,Summer
14/07/2020,183,0,Australia,AU,AUS,25203200.0,Oceania,8.78063103,14,7,2020,0.0,0.7260982732351448,True,44,01/03/2024,14,7,2020,Summer
13/07/2020,244,1,Australia,AU,AUS,25203200.0,Oceania,8.37592052,13,7,2020,0.004098360655737704,0.968131030980193,True,44,01/03/2024,13,7,2020,Summer
12/07/2020,194,1,Australia,AU,AUS,25203200.0,Oceania,7.58633824,12,7,2020,0.005154639175257732,0.7697435246317927,True,44,01/03/2024,12,7,2020,Summer
11/07/2020,300,0,Australia,AU,AUS,25203200.0,Oceania,6.99911122,11,7,2020,0.0,1.1903250380904014,True,44,01/03/2024,11,7,2020,Summer
10/07/2020,173,0,Australia,AU,AUS,25203200.0,Oceania,5.95559294,10,7,2020,0.0,0.6864207719654647,True,44,01/03/2024,10,7,2020,Summer
09/07/2020,131,0,Australia,AU,AUS,25203200.0,Oceania,5.41597892,9,7,2020,0.0,0.5197752666328085,True,44,01/03/2024,9,7,2020,Summer
08/07/2020,169,0,Australia,AU,AUS,25203200.0,Oceania,5.01126841,8,7,2020,0.0,0.6705497714575926,True,44,01/03/2024,8,7,2020,Summer
07/07/2020,137,2,Australia,AU,AUS,25203200.0,Oceania,4.41213814,7,7,2020,0.0145985401459854,0.5435817673946165,True,44,01/03/2024,7,7,2020,Summer
06/07/2020,87,0,Australia,AU,AUS,25203200.0,Oceania,3.92013713,6,7,2020,0.0,0.3451942610462163,True,44,01/03/2024,6,7,2020,Summer
05/07/2020,107,0,Australia,AU,AUS,25203200.0,Oceania,3.67413662,5,7,2020,0.0,0.4245492635855764,True,44,01/03/2024,5,7,2020,Summer
04/07/2020,254,0,Australia,AU,AUS,25203200.0,Oceania,3.35671661,4,7,2020,0.0,1.0078085322498729,True,44,01/03/2024,4,7,2020,Summer
03/07/2020,81,0,Australia,AU,AUS,25203200.0,Oceania,2.42032758,3,7,2020,0.0,0.32138776028440835,True,44,01/03/2024,3,7,2020,Summer
