current_date,cases,deaths,country,population,first_date,high_risk_2w
2020-08-11,313,18,AU,25203200.0,31/12/2019,False
2020-08-10,386,17,AU,25203200.0,31/12/2019,False
2020-08-09,426,12,AU,25203200.0,31/12/2019,False
2020-08-08,410,11,AU,25203200.0,31/12/2019,False
2020-08-07,418,8,AU,25203200.0,31/12/2019,False
2020-08-06,715,15,AU,25203200.0,31/12/2019,False
2020-08-05,411,11,AU,25203200.0,31/12/2019,False
2020-08-04,395,13,AU,25203200.0,31/12/2019,False
2020-08-03,641,8,AU,25203200.0,31/12/2019,False
2020-08-02,377,4,AU,25203200.0,31/12/2019,False
2020-08-01,602,7,AU,25203200.0,31/12/2019,False
2020-07-31,721,13,AU,25203200.0,31/12/2019,False
2020-07-30,278,9,AU,25203200.0,31/12/2019,False
2020-07-29,369,6,AU,25203200.0,31/12/2019,False
2020-07-28,532,6,AU,25203200.0,31/12/2019,False
2020-07-27,453,10,AU,25203200.0,31/12/2019,False
2020-07-26,355,6,AU,25203200.0,31/12/2019,False
2020-07-25,289,6,AU,25203200.0,31/12/2019,False
2020-07-24,410,5,AU,25203200.0,31/12/2019,False
2020-07-23,468,2,AU,25203200.0,31/12/2019,False
2020-07-22,359,3,AU,25203200.0,31/12/2019,False
2020-07-21,267,1,AU,25203200.0,31/12/2019,False
2020-07-20,361,4,AU,25203200.0,31/12/2019,False
2020-07-19,206,2,AU,25203200.0,31/12/2019,False
2020-07-18,425,3,AU,25203200.0,31/12/2019,False
2020-07-17,315,2,AU,25203200.0,31/12/2019,False
2020-07-16,244,3,AU,25203200.0,31/12/2019,False
2020-07-15,271,0,AU,25203200.0,31/12/2019,False
2020-07-14,183,0,AU,25203200.0,31/12/2019,False
2020-07-13,244,1,AU,25203200.0,31/12/2019,False
2020-07-12,194,1,AU,25203200.0,31/12/2019,False
2020-07-11,300,0,AU,25203200.0,31/12/2019,False
2020-07-10,173,0,AU,25203200.0,31/12/2019,False
2020-07-09,131,0,AU,25203200.0,31/12/2019,False
2020-07-08,169,0,AU,25203200.0,31/12/2019,False
2020-07-07,137,2,AU,25203200.0,31/12/2019,False
2020-07-06,87,0,AU,25203200.0,31/12/2019,False
2020-07-05,107,0,AU,25203200.0,31/12/2019,False
2020-07-04,254,0,AU,25203200.0,31/12/2019,False
2020-07-03,81,0,AU,25203200.0,31/12/2019,False
2020-07-02,86,0,AU,25203200.0,31/12/2019,False
2020-07-01,67,0,AU,25203200.0,31/12/2019,False
2020-06-30,81,0,AU,25203200.0,31/12/2019,False
2020-06-29,45,0,AU,25203200.0,31/12/2019,False
2020-06-28,46,0,AU,25203200.0,31/12/2019,False
2020-06-27,37,0,AU,25203200.0,31/12/2019,False
2020-06-26,37,1,AU,25203200.0,31/12/2019,False
2020-06-25,29,1,AU,25203200.0,31/12/2019,False
2020-06-24,18,0,AU,25203200.0,31/12/2019,False
2020-06-23,13,0,AU,25203200.0,31/12/2019,False
2020-06-22,25,0,AU,25203200.0,31/12/2019,False
2020-06-21,27,0,AU,25203200.0,31/12/2019,False
2020-06-20,18,0,AU,25203200.0,31/12/2019,False
2020-06-19,21,0,AU,25203200.0,31/12/2019,False
2020-06-18,23,0,AU,25203200.0,31/12/2019,False
2020-06-17,12,0,AU,25203200.0,31/12/2019,False
2020-06-16,15,0,AU,25203200.0,31/12/2019,False
2020-06-15,18,0,AU,25203200.0,31/12/2019,False
2020-06-14,12,0,AU,25203200.0,31/12/2019,False
2020-06-13,5,0,AU,25203200.0,31/12/2019,False
2020-06-12,9,0,AU,25203200.0,31/12/2019,False
2020-06-11,9,0,AU,25203200.0,31/12/2019,False
2020-06-10,2,0,AU,25203200.0,31/12/2019,False
2020-06-09,5,0,AU,25203200.0,31/12/2019,False
2020-06-08,5,0,AU,25203200.0,31/12/2019,False
2020-06-07,4,0,AU,25203200.0,31/12/2019,False
2020-06-06,11,0,AU,25203200.0,31/12/2019,False
2020-06-05,11,0,AU,25203200.0,31/12/2019,False
2020-06-04,8,0,AU,25203200.0,31/12/2019,False
2020-06-03,17,0,AU,25203200.0,31/12/2019,False
2020-06-02,9,0,AU,25203200.0,31/12/2019,False
2020-06-01,10,0,AU,25203200.0,31/12/2019,False
2020-05-31,12,0,AU,25203200.0,31/12/2019,False
2020-05-30,23,0,AU,25203200.0,31/12/2019,False
2020-05-29,11,0,AU,25203200.0,31/12/2019,False
