cases,deaths,population,high_risk_2w,current_date,first_date,country
-0.2732622846644718,-0.19799587524840537,-0.6130827875063387,True,2020-10-14,2020-03-19,PF
-0.2732622846644718,-0.19799587524840537,-0.6260542446958205,True,2020-10-12,2020-03-19,GU
0.1632295651692981,-0.19799587524840537,-0.6130827875063387,True,2020-09-05,2020-03-19,PF
1.3757069258186587,-0.19799587524840537,-0.6260542446958205,True,2020-08-27,2020-03-19,GU
5.389006989568043,-0.19799587524840537,-0.6130827875063387,True,2020-11-07,2020-03-19,PF
0.599721415003068,-0.19799587524840537,-0.6260542446958205,True,2020-09-20,2020-03-19,GU
1.6182023979485312,1.8021486269285265,-0.6260542446958205,True,2020-11-16,2020-03-19,GU
-0.2732622846644718,-0.19799587524840537,-0.6130827875063387,True,2020-10-25,2020-03-19,PF
-0.2732622846644718,-0.19799587524840537,-0.6130827875063387,True,2020-08-21,2020-03-19,PF
0.7452186982809913,-0.19799587524840537,-0.6130827875063387,True,2020-09-10,2020-03-19,PF
0.49059845254462553,0.20203302518698105,-0.6260542446958205,True,2020-08-22,2020-03-19,GU
-0.2732622846644718,-0.19799587524840537,-0.6130827875063387,True,2020-10-20,2020-03-19,PF
0.7815930191004721,-0.19799587524840537,-0.6260542446958205,True,2020-08-25,2020-03-19,GU
5.752750197762851,0.20203302518698105,-0.6130827875063387,True,2020-10-13,2020-03-19,PF
-0.2732622846644718,-0.19799587524840537,-0.6260542446958205,True,2020-09-21,2020-03-19,GU
1.0968371328693058,0.6020619256223675,-0.6260542446958205,True,2020-11-18,2020-03-19,GU
0.30872684844722137,-0.19799587524840537,-0.6260542446958205,True,2020-09-01,2020-03-19,GU
-0.1762640958125229,-0.19799587524840537,-0.6260542446958205,True,2020-08-06,2020-03-19,GU
8.189829692668066,0.20203302518698105,-0.6130827875063387,True,2020-10-24,2020-03-19,PF
0.6360957358225487,-0.19799587524840537,-0.6260542446958205,True,2020-10-15,2020-03-19,GU
0.5390975469706,-0.19799587524840537,-0.6130827875063387,True,2020-08-29,2020-03-19,PF
-0.06714113335408044,0.20203302518698105,-0.6260542446958205,True,2020-09-12,2020-03-19,GU
1.3757069258186587,-0.19799587524840537,-0.6260542446958205,True,2020-08-27,2020-03-19,GU
-0.2732622846644718,-0.19799587524840537,-0.6130827875063387,True,2020-09-27,2020-03-19,PF
1.1817105481147612,1.0020908260577537,-0.6260542446958205,True,2020-10-27,2020-03-19,GU
-0.2732622846644718,-0.19799587524840537,-0.6130827875063387,True,2020-09-07,2020-03-19,PF
-0.2732622846644718,-0.19799587524840537,-0.6130827875063387,True,2020-10-31,2020-03-19,PF
0.7694682454939785,0.6020619256223675,-0.6260542446958205,True,2020-10-16,2020-03-19,GU
0.4420993581186511,0.20203302518698105,-0.6260542446958205,True,2020-09-05,2020-03-19,GU
0.2844773012342342,-0.19799587524840537,-0.6130827875063387,True,2020-09-02,2020-03-19,PF
0.4784736789381319,-0.19799587524840537,-0.6130827875063387,True,2020-10-16,2020-03-19,PF
0.06623137631734925,0.6020619256223675,-0.6260542446958205,True,2020-09-13,2020-03-19,GU
-0.06714113335408044,0.20203302518698105,-0.6260542446958205,True,2020-09-12,2020-03-19,GU
-0.2732622846644718,0.20203302518698105,-0.6260542446958205,True,2020-10-30,2020-03-19,GU
1.1332114536887867,-0.19799587524840537,-0.6260542446958205,True,2020-10-09,2020-03-19,GU
-0.10351545417356126,-0.19799587524840537,-0.6260542446958205,True,2020-08-16,2020-03-19,GU
-0.2732622846644718,-0.19799587524840537,-0.6130827875063387,True,2020-08-21,2020-03-19,PF
-0.042891586141093216,-0.19799587524840537,-0.6260542446958205,True,2020-08-18,2020-03-19,GU
0.660345283035536,0.6020619256223675,-0.6260542446958205,True,2020-08-26,2020-03-19,GU
-0.2732622846644718,-0.19799587524840537,-0.6130827875063387,True,2020-10-12,2020-03-19,PF
0.7694682454939785,0.6020619256223675,-0.6260542446958205,True,2020-10-16,2020-03-19,GU
2.333564040731654,0.20203302518698105,-0.6260542446958205,True,2020-10-31,2020-03-19,GU
1.0968371328693058,-0.19799587524840537,-0.6260542446958205,True,2020-09-04,2020-03-19,GU
-0.2732622846644718,-0.19799587524840537,-0.6130827875063387,True,2020-10-26,2020-03-19,PF
-0.2732622846644718,-0.19799587524840537,-0.6260542446958205,True,2020-09-06,2020-03-19,GU
0.6845948302485232,0.6020619256223675,-0.6260542446958205,True,2020-09-18,2020-03-19,GU
-0.006517265321612395,-0.19799587524840537,-0.6260542446958205,True,2020-08-19,2020-03-19,GU
-0.2732622846644718,-0.19799587524840537,-0.6130827875063387,True,2020-09-24,2020-03-19,PF
4.600896705145958,0.20203302518698105,-0.6130827875063387,True,2020-10-10,2020-03-19,PF
-0.2732622846644718,0.20203302518698105,-0.6260542446958205,True,2020-10-30,2020-03-19,GU
0.19960388598877893,0.6020619256223675,-0.6260542446958205,True,2020-09-17,2020-03-19,GU
-0.2732622846644718,-0.19799587524840537,-0.6130827875063387,True,2020-08-24,2020-03-19,PF
3.255046834825168,1.0020908260577537,-0.6130827875063387,True,2020-11-12,2020-03-19,PF
0.49059845254462553,0.20203302518698105,-0.6260542446958205,True,2020-08-22,2020-03-19,GU
-0.16413932220602928,-0.19799587524840537,-0.6260542446958205,True,2020-11-01,2020-03-19,GU
3.4611679861355595,1.8021486269285265,-0.6130827875063387,True,2020-11-25,2020-03-19,PF
0.6845948302485232,0.6020619256223675,-0.6260542446958205,True,2020-09-18,2020-03-19,GU
