post,lat,lon,description,weapon,district,neighborhood,inside,common_dist,current_date,dist_center,day_period,crime_type
721.0,39.29558,-76.66063,COMMON ASSAULT,1,WESTERN,Mosher,1.0,1.0,2012-12-09 10:33:00,4.094567453198781,4,21
424.0,39.36191,-76.55098,AUTO THEFT,0,NORTHEASTERN,Westfield,0.0,1.0,2014-10-06 18:00:00,8.220549854613752,7,3
413.0,39.34728,-76.598,BURGLARY,0,NORTHEASTERN,New Northwood,1.0,1.0,2012-05-21 19:00:00,4.6800199513813965,7,15
523.0,39.35963,-76.60793,ROBBERY - STREET,4,NORTHERN,Belvedere,0.0,0.0,2016-04-21 05:45:00,5.839196886580544,2,11
342.0,39.31637,-76.59445,LARCENY,0,EASTERN,Darley Park,0.0,1.0,2015-11-28 15:00:00,2.0724347868761717,6,1
332.0,39.31332,-76.58314,AGG. ASSAULT,4,EASTERN,Berea,0.0,1.0,2014-03-14 19:01:00,2.868804225278794,7,32
232.0,39.28181,-76.57627,LARCENY FROM AUTO,0,SOUTHEASTERN,Canton,0.0,1.0,2014-09-01 21:00:00,4.428278722321168,8,2
913.0,39.22639,-76.59988,COMMON ASSAULT,1,SOUTHERN,Brooklyn,1.0,1.0,2011-04-07 14:30:00,9.119177825335836,5,21
533.0,39.33189,-76.64303,LARCENY FROM AUTO,0,NORTHERN,Woodberry,0.0,1.0,2016-05-28 00:30:00,3.5981553961029276,1,2
711.0,39.28969,-76.64125,SHOOTING,4,WESTERN,Franklin Square,0.0,0.0,2013-08-24 21:15:00,2.963470918753424,8,51
511.0,39.32166,-76.62433,LARCENY FROM AUTO,0,NORTHERN,Remington,0.0,1.0,2013-09-21 10:30:00,1.7478924269785703,4,2
814.0,39.29803,-76.66614,ROBBERY - STREET,0,SOUTHWESTERN,Franklintown Road,0.0,0.0,2016-07-20 21:30:00,4.474244232146932,8,11
131.0,39.30921,-76.63754,LARCENY,0,CENTRAL,Druid Heights,0.0,1.0,2016-02-21 21:00:00,1.8975560805831295,8,1
811.0,39.31012,-76.66965,ROBBERY - STREET,3,SOUTHWESTERN,Walbrook,1.0,0.0,2014-04-25 16:50:00,4.660378166998152,6,11
932.0,39.28125,-76.62626,COMMON ASSAULT,1,SOUTHERN,Washington Village/Pigtown,1.0,1.0,2012-01-07 04:00:00,3.0569828341766274,2,21
514.0,39.3146,-76.61514,LARCENY,0,NORTHERN,Barclay,1.0,1.0,2012-05-31 06:30:00,0.7942250645905419,3,1
422.0,39.3283,-76.56532,ROBBERY - STREET,0,NORTHEASTERN,Belair-Parkside,0.0,0.0,2011-06-14 18:00:00,4.908397146365497,7,11
121.0,39.2931,-76.62256,BURGLARY,0,CENTRAL,University Of Maryland,1.0,0.0,2012-05-23 13:30:00,1.7065529527704684,5,15
731.0,39.31348,-76.66487,SHOOTING,4,WESTERN,Panway/Braddish Avenue,0.0,0.0,2015-05-07 08:01:00,4.291968685149286,3,51
631.0,39.35335,-76.70903,ARSON,0,NORTHWESTERN,Reisterstown Station,0.0,0.0,2011-06-26 01:58:00,9.52083464459512,1,41
913.0,39.23551,-76.60821,BURGLARY,0,SOUTHERN,Brooklyn,1.0,1.0,2012-10-31 10:18:00,8.02897875363705,4,15
821.0,39.3121,-76.70671,ROBBERY - CARJACKING,4,SOUTHWESTERN,Dickeyville,0.0,0.0,2014-07-09 01:30:00,7.857237553887587,1,13
842.0,39.28658,-76.65841,AGG. ASSAULT,2,SOUTHWESTERN,Shipley Hill,1.0,1.0,2016-05-13 08:40:00,4.355719283566466,3,32
143.0,39.29502,-76.62131,LARCENY,0,CENTRAL,Seton Hill,0.0,1.0,2012-06-29 09:20:00,1.4690551596465729,4,1
123.0,39.30204,-76.63285,COMMON ASSAULT,1,CENTRAL,Upton,0.0,1.0,2011-07-29 12:00:00,1.6022161806183761,5,21
412.0,39.34059,-76.5931,LARCENY,0,NORTHEASTERN,Hillen,1.0,1.0,2015-04-20 21:00:00,4.161933265786078,8,1
811.0,39.31313,-76.66775,COMMON ASSAULT,1,SOUTHWESTERN,Walbrook,1.0,1.0,2011-01-14 20:46:00,4.531392942412,7,21
432.0,39.32095,-76.5725,COMMON ASSAULT,1,NORTHEASTERN,Belair-Edison,0.0,1.0,2013-10-21 15:20:00,4.001076076257331,6,21
713.0,39.29656,-76.6429,LARCENY,0,WESTERN,Harlem Park,1.0,1.0,2014-12-15 13:30:00,2.643975012653807,5,1
742.0,39.30632,-76.63847,AUTO THEFT,0,WESTERN,Sandtown-Winchester,1.0,1.0,2016-04-04 22:15:00,1.971863439386078,8,3
224.0,39.29732,-76.57063,COMMON ASSAULT,1,SOUTHEASTERN,Ellwood Park/Monument,1.0,1.0,2012-05-23 21:56:00,4.0322543040163605,8,21
424.0,39.35962,-76.5475,LARCENY FROM AUTO,0,NORTHEASTERN,Westfield,0.0,1.0,2016-06-12 02:00:00,8.244835894592475,1,2
933.0,39.28578,-76.64385,LARCENY,0,SOUTHERN,Union Square,0.0,1.0,2011-06-16 21:30:00,3.424847088889469,8,1
513.0,39.31836,-76.60691,ROBBERY - STREET,0,NORTHERN,Better Waverly,0.0,0.0,2012-04-17 16:42:00,1.423933534936615,6,11
844.0,39.29871,-76.68527,AGG. ASSAULT,1,SOUTHWESTERN,Edmondson Village,1.0,1.0,2015-10-07 20:00:00,6.074417460655246,7,32
121.0,39.29858,-76.62437,AGG. ASSAULT,2,CENTRAL,Heritage Crossing,1.0,0.0,2011-03-24 15:00:00,1.2435156171848347,6,32
133.0,39.31642,-76.63624,ROBBERY - STREET,3,CENTRAL,Reservoir Hill,0.0,0.0,2015-02-18 20:17:00,2.0357599159621738,7,11
641.0,39.31984,-76.67304,ROBBERY - CARJACKING,4,NORTHWESTERN,Hanlon-Longwood,0.0,0.0,2011-10-31 19:30:00,5.13041768997516,7,13
932.0,39.28257,-76.63215,BURGLARY,0,SOUTHERN,Washington Village/Pigtown,1.0,1.0,2014-01-23 11:45:00,3.11405015803974,4,15
221.0,39.29485,-76.57925,ASSAULT BY THREAT,0,SOUTHEASTERN,McElderry Park,1.0,0.0,2015-04-21 15:00:00,3.429521895169696,6,31
223.0,39.29259,-76.56727,LARCENY,0,SOUTHEASTERN,Baltimore Highlands,0.0,1.0,2012-02-09 16:00:00,4.4774202298586205,6,1
141.0,39.30876,-76.61655,LARCENY,0,CENTRAL,Charles North,1.0,1.0,2014-07-09 19:30:00,0.16502051697025322,7,1
211.0,39.28785,-76.59583,COMMON ASSAULT,1,SOUTHEASTERN,Perkins Homes,1.0,1.0,2011-08-05 14:45:00,2.767509707625763,5,21
311.0,39.30927,-76.61226,COMMON ASSAULT,1,EASTERN,Greenmount West,1.0,1.0,2012-10-07 23:36:00,0.35083286740616043,8,21
233.0,39.28168,-76.56381,LARCENY FROM AUTO,0,SOUTHEASTERN,Brewers Hill,0.0,1.0,2011-05-17 08:30:00,5.301500821159163,3,2
414.0,39.3574,-76.59532,RAPE,2,NORTHERN,Woodbourne Heights,0.0,0.0,2013-09-07 11:45:40,5.821467777837796,4,52
323.0,39.30011,-76.5777,COMMON ASSAULT,1,EASTERN,Madison-Eastend,0.0,1.0,2015-09-27 18:30:00,3.3635656081996403,7,21
443.0,39.3176,-76.54779,COMMON ASSAULT,1,NORTHEASTERN,Frankford,1.0,1.0,2013-07-24 15:44:00,5.943797071802654,6,21
221.0,39.297,-76.58286,LARCENY FROM AUTO,0,SOUTHEASTERN,McElderry Park,0.0,1.0,2013-11-17 08:00:00,3.0494738918388036,3,2
511.0,39.31891,-76.62225,LARCENY,0,NORTHERN,Remington,1.0,1.0,2013-10-30 20:00:00,1.3951256650241768,7,1
633.0,39.34911,-76.67611,LARCENY,0,NORTHWESTERN,Pimlico Good Neighbors,0.0,1.0,2015-05-15 17:00:00,6.967756917742304,6,1
731.0,39.318,-76.65821,LARCENY,0,NORTHWESTERN,Mondawmin,1.0,1.0,2012-01-21 18:00:00,3.8488791505708857,7,1
843.0,39.29381,-76.67856,BURGLARY,0,SOUTHWESTERN,Allendale,1.0,1.0,2015-01-16 18:00:00,5.627408298366579,7,15
622.0,39.33096,-76.69447,LARCENY,0,NORTHWESTERN,Howard Park,1.0,1.0,2015-05-28 21:30:00,7.271697975229948,8,1
142.0,39.29862,-76.61713,LARCENY FROM AUTO,0,CENTRAL,Mount Vernon,0.0,1.0,2016-10-09 01:00:00,0.9928853866201239,1,2
444.0,39.3291,-76.54059,LARCENY,0,NORTHEASTERN,Frankford,0.0,1.0,2015-02-01 11:00:00,6.888882648750904,4,1
923.0,39.25289,-76.6522,AGG. ASSAULT,2,SOUTHERN,Lakeland,0.0,0.0,2014-10-19 03:20:00,6.839433640301638,2,32
213.0,39.28737,-76.59354,COMMON ASSAULT,1,SOUTHEASTERN,Fells Point,0.0,1.0,2014-03-15 21:44:00,2.9334089167621697,8,21
242.0,39.28703,-76.55567,LARCENY,0,SOUTHEASTERN,Greektown,1.0,1.0,2011-09-25 21:15:00,5.6376571529997594,8,1
414.0,39.36397,-76.59055,AUTO THEFT,0,NORTHEASTERN,Ramblewood,0.0,1.0,2012-06-23 17:00:00,6.643844662998669,6,3
523.0,39.35785,-76.60995,ROBBERY - STREET,0,NORTHERN,Homeland,0.0,0.0,2016-01-18 02:30:00,5.624838626515614,1,11
524.0,39.34178,-76.60955,LARCENY,0,NORTHERN,Wilson Park,1.0,1.0,2012-11-25 03:00:00,3.8517533900419236,2,1
212.0,39.29271,-76.59237,LARCENY,0,SOUTHEASTERN,Washington Hill,1.0,1.0,2014-09-11 15:30:00,2.587379278297431,6,1
423.0,39.36639,-76.57033,COMMON ASSAULT,1,NORTHEASTERN,Hamilton Hills,0.0,1.0,2014-03-14 15:50:00,7.623679349060512,6,21
242.0,39.28562,-76.54042,LARCENY,0,SOUTHEASTERN,Pulaski Industrial Area,0.0,1.0,2013-11-20 16:00:00,6.912923290772493,6,1
412.0,39.34263,-76.58796,ASSAULT BY THREAT,0,NORTHEASTERN,Hillen,1.0,0.0,2016-07-02 06:30:00,4.577470733430304,3,31
531.0,39.32991,-76.63049,BURGLARY,0,NORTHERN,Hampden,1.0,1.0,2011-11-09 15:15:00,2.805476394581494,6,15
822.0,39.28819,-76.69051,AUTO THEFT,0,SOUTHWESTERN,Uplands,0.0,1.0,2014-08-08 16:00:00,6.794499985282249,6,3
313.0,39.30349,-76.59796,ROBBERY - STREET,3,EASTERN,Gay Street,1.0,0.0,2012-01-23 16:00:00,1.5818742157447063,6,11
532.0,39.34668,-76.66606,ROBBERY - STREET,3,NORTHERN,Cylburn,1.0,0.0,2013-07-30 16:00:00,6.153470176815318,6,11
312.0,39.30022,-76.60571,AGG. ASSAULT,2,EASTERN,Oldtown,1.0,1.0,2011-09-16 17:00:00,1.1727975744960257,6,32
943.0,39.26062,-76.60886,LARCENY,0,SOUTHERN,Port Covington,1.0,1.0,2011-09-14 16:00:00,5.243054593410329,6,1
842.0,39.28533,-76.67806,BURGLARY,0,SOUTHWESTERN,Saint Josephs,1.0,1.0,2014-12-21 09:00:00,5.912877334785083,4,15
614.0,39.339,-76.66796,BURGLARY,0,NORTHWESTERN,Central Park Heights,1.0,1.0,2015-04-28 07:09:00,5.708939699451562,3,15
622.0,39.34783,-76.69951,LARCENY,0,NORTHWESTERN,Seton Business Park,1.0,1.0,2011-03-19 20:14:00,8.500907051695675,7,1
541.0,39.34492,-76.6426,LARCENY FROM AUTO,0,NORTHERN,Cross Keys,0.0,1.0,2016-06-06 19:00:00,4.769305009522283,7,2
843.0,39.29019,-76.67939,ARSON,0,SOUTHWESTERN,Allendale,0.0,0.0,2013-01-26 05:40:00,5.816704174043178,2,41
221.0,39.29606,-76.58429,AGG. ASSAULT,4,SOUTHEASTERN,McElderry Park,0.0,0.0,2015-02-12 13:38:00,2.9791225584347614,5,32
443.0,39.32212,-76.54794,ROBBERY - RESIDENCE,0,NORTHEASTERN,Frankford,1.0,0.0,2011-08-17 21:20:00,6.046640021171568,8,14
323.0,39.30006,-76.57757,AGG. ASSAULT,1,EASTERN,Madison-Eastend,0.0,1.0,2013-04-08 20:30:00,3.375773422795524,7,32
322.0,39.30251,-76.58898,LARCENY FROM AUTO,0,EASTERN,Middle East,0.0,1.0,2014-04-11 08:30:00,2.357028060712685,3,2
721.0,39.29416,-76.65345,AUTO THEFT,0,WESTERN,Rosemont Homeowners/Tenants,0.0,1.0,2015-02-12 22:00:00,3.5778044067700168,8,3
231.0,39.28719,-76.56715,ROBBERY - COMMERCIAL,4,SOUTHEASTERN,Highlandtown,1.0,0.0,2011-04-21 20:41:00,4.741660590391624,7,12
641.0,39.32119,-76.66515,LARCENY FROM AUTO,0,NORTHWESTERN,Hanlon-Longwood,0.0,1.0,2011-11-03 09:54:00,4.528363566063373,4,2
112.0,39.28668,-76.6098,LARCENY,0,CENTRAL,Inner Harbor,1.0,1.0,2016-06-16 10:15:00,2.365623498855741,4,1
331.0,39.31128,-76.59296,COMMON ASSAULT,1,EASTERN,Broadway East,1.0,1.0,2011-05-24 13:30:00,1.9945095231507917,5,21
443.0,39.33774,-76.55215,COMMON ASSAULT,1,NORTHEASTERN,Frankford,1.0,1.0,2014-08-12 21:30:00,6.414691510018222,8,21
112.0,39.285,-76.61309,COMMON ASSAULT,1,CENTRAL,Inner Harbor,1.0,1.0,2015-05-28 12:30:00,2.508456910659538,5,21
313.0,39.30183,-76.59623,SHOOTING,4,EASTERN,Gay Street,0.0,0.0,2016-04-09 10:56:00,1.7816589932670548,4,51
832.0,39.26753,-76.67864,BURGLARY,0,SOUTHWESTERN,Violetville,1.0,1.0,2013-02-06 06:00:00,7.012757832030712,3,15
323.0,39.29914,-76.58448,COMMON ASSAULT,1,EASTERN,Milton-Montford,0.0,1.0,2012-03-21 11:30:00,2.834592867182481,4,21
832.0,39.27871,-76.66349,LARCENY,0,SOUTHWESTERN,Gwynns Falls,0.0,1.0,2016-08-19 09:00:00,5.217391056224189,4,1
112.0,39.28659,-76.61204,LARCENY,0,CENTRAL,Inner Harbor,0.0,1.0,2016-06-08 05:05:00,2.342439271963734,2,1
211.0,39.28402,-76.60208,LARCENY,0,SOUTHEASTERN,Inner Harbor,1.0,1.0,2013-08-03 08:30:00,2.8561720348867428,3,1
142.0,39.29731,-76.6206,ROBBERY - CARJACKING,2,CENTRAL,Mount Vernon,1.0,0.0,2013-03-23 12:30:00,1.2088792293819586,5,13
133.0,39.31665,-76.63162,LARCENY,0,CENTRAL,Reservoir Hill,1.0,1.0,2013-12-18 18:00:00,1.7152340847951826,7,1
913.0,39.22727,-76.60058,HOMICIDE,4,SOUTHERN,Brooklyn,0.0,0.0,2012-07-17 01:22:00,9.013543972518939,1,61
922.0,39.25011,-76.6312,AGG. ASSAULT,3,SOUTHERN,Cherry Hill,1.0,0.0,2014-10-11 14:21:00,6.519514466042033,5,32
223.0,39.29255,-76.56842,COMMON ASSAULT,1,SOUTHEASTERN,Baltimore Highlands,1.0,1.0,2014-04-20 21:30:00,4.387281633753599,8,21
223.0,39.29158,-76.5634,AUTO THEFT,0,SOUTHEASTERN,Baltimore Highlands,0.0,0.0,2012-09-17 03:37:00,4.828516953555939,2,3
931.0,39.28706,-76.63523,BURGLARY,0,SOUTHERN,Hollins Market,1.0,1.0,2014-12-16 16:20:00,2.829456116380284,6,15
433.0,39.30815,-76.56099,ROBBERY - COMMERCIAL,4,NORTHEASTERN,Armistead Gardens,1.0,0.0,2016-04-18 01:00:00,4.700984834541503,1,12
733.0,39.31446,-76.64118,LARCENY,0,WESTERN,Penn North,0.0,1.0,2012-08-08 17:00:00,2.3341697195205344,6,1
524.0,39.34585,-76.60249,BURGLARY,0,NORTHERN,Kenilworth Park,1.0,1.0,2015-03-28 01:01:00,4.4156736503467755,1,15
922.0,39.2429,-76.62564,LARCENY,0,SOUTHERN,Cherry Hill,1.0,1.0,2012-02-04 11:00:00,7.2334941850702705,4,1
631.0,39.3573,-76.70976,LARCENY FROM AUTO,0,NORTHWESTERN,Reisterstown Station,0.0,1.0,2016-08-30 09:00:00,9.814953019687426,4,2
411.0,39.31974,-76.59376,BURGLARY,0,NORTHEASTERN,Coldstream Homestead Montebello,1.0,1.0,2015-04-21 10:00:00,2.32320622264126,4,15
911.0,39.22176,-76.58755,BURGLARY,0,SOUTHERN,Curtis Bay,1.0,1.0,2012-09-10 08:00:00,9.834442295811586,3,15
642.0,39.3274,-76.67895,COMMON ASSAULT,1,NORTHWESTERN,Callaway-Garrison,0.0,1.0,2012-10-18 19:40:00,5.884310850795049,7,21
422.0,39.3292,-76.56666,BURGLARY,0,NORTHEASTERN,Belair-Parkside,1.0,1.0,2015-03-03 00:00:00,4.856073490825019,1,15
242.0,39.28706,-76.55422,LARCENY,0,SOUTHEASTERN,Greektown,1.0,1.0,2015-08-04 12:30:00,5.750770139020005,5,1
111.0,39.29061,-76.6077,LARCENY,0,CENTRAL,Downtown,1.0,1.0,2012-03-10 04:00:00,1.9947757513053332,2,1
415.0,39.35916,-76.58182,LARCENY,0,NORTHEASTERN,Loch Raven,1.0,1.0,2013-09-29 13:15:00,6.442425182831578,5,1
732.0,39.31776,-76.65032,LARCENY,0,WESTERN,Parkview/Woodbrook,0.0,1.0,2015-12-06 09:00:00,3.199125559631896,4,1
643.0,39.3323,-76.67216,AUTO THEFT,0,NORTHWESTERN,Ashburton,0.0,1.0,2012-01-29 15:10:00,5.595430949626484,6,3
112.0,39.28659,-76.61203,AGG. ASSAULT,2,CENTRAL,Inner Harbor,1.0,0.0,2015-08-05 22:41:00,2.342552224631612,8,32
934.0,39.28519,-76.64681,AUTO THEFT,0,SOUTHERN,Carrollton Ridge,1.0,0.0,2011-01-13 22:52:00,3.6543506263121306,8,3
221.0,39.29377,-76.58407,LARCENY FROM AUTO,0,SOUTHEASTERN,Patterson Place,0.0,1.0,2011-11-02 21:00:00,3.1127373263160614,8,2
533.0,39.35025,-76.65555,LARCENY FROM AUTO,0,NORTHERN,Coldspring,0.0,1.0,2016-03-29 04:30:00,5.8696553220716385,2,2
643.0,39.33056,-76.67667,ROBBERY - CARJACKING,4,NORTHWESTERN,Ashburton,0.0,0.0,2016-09-24 02:15:00,5.848544335314612,1,13
842.0,39.28794,-76.67245,AUTO THEFT,0,SOUTHWESTERN,Saint Josephs,0.0,1.0,2014-06-22 21:45:00,5.353247951477043,8,3
123.0,39.30218,-76.6259,COMMON ASSAULT,1,CENTRAL,Upton,1.0,1.0,2013-04-20 09:45:00,1.0634314152032232,4,21
943.0,39.27433,-76.6076,BURGLARY,0,SOUTHERN,Riverside,1.0,1.0,2015-10-13 18:00:00,3.7497549476661067,7,15
813.0,39.30468,-76.66393,RAPE,2,SOUTHWESTERN,Northwest Community Action,1.0,0.0,2013-10-08 21:41:17,4.1704813225955215,8,52
415.0,39.35558,-76.58454,LARCENY FROM AUTO,0,NORTHEASTERN,Loch Raven,1.0,1.0,2015-11-18 16:00:00,5.981591660725022,6,2
532.0,39.34174,-76.66015,AGG. ASSAULT,4,NORTHERN,Parklane,0.0,0.0,2012-05-04 01:04:00,5.4054899037604045,1,32
342.0,39.31579,-76.60688,AUTO THEFT,0,EASTERN,East Baltimore Midway,0.0,0.0,2014-08-10 09:00:00,1.191895674284549,4,3
213.0,39.28338,-76.59353,COMMON ASSAULT,1,SOUTHEASTERN,Fells Point,0.0,1.0,2012-03-21 00:15:00,3.2847373997453784,1,21
132.0,39.30678,-76.62217,AUTO THEFT,0,CENTRAL,Bolton Hill,0.0,0.0,2016-07-11 09:00:00,0.570060589547913,4,3
231.0,39.28757,-76.56798,COMMON ASSAULT,1,SOUTHEASTERN,Highlandtown,1.0,1.0,2012-02-07 06:15:00,4.658705113969522,3,21
843.0,39.2856,-76.68784,AUTO THEFT,0,SOUTHWESTERN,Irvington,0.0,1.0,2014-11-24 07:15:00,6.676413645716608,3,3
123.0,39.30369,-76.63279,COMMON ASSAULT,1,CENTRAL,Upton,1.0,1.0,2015-02-08 23:00:00,1.537467117508717,8,21
444.0,39.33995,-76.54741,LARCENY FROM AUTO,0,NORTHEASTERN,Frankford,0.0,1.0,2011-03-16 10:00:00,6.890784494647661,4,2
111.0,39.29254,-76.6135,LARCENY,0,CENTRAL,Downtown,1.0,1.0,2015-09-23 00:30:00,1.6703095181192424,1,1
222.0,39.29238,-76.57289,LARCENY FROM AUTO,0,SOUTHEASTERN,Patterson Park Neighborhood,0.0,1.0,2014-01-29 17:30:00,4.041566065777468,6,2
232.0,39.28515,-76.57921,AUTO THEFT,0,SOUTHEASTERN,Canton,0.0,0.0,2015-09-07 15:00:00,3.997128188615736,6,3
111.0,39.28936,-76.61651,ROBBERY - STREET,0,CENTRAL,Downtown,0.0,0.0,2012-09-24 18:20:00,2.015643614800891,7,11
532.0,39.35408,-76.66293,LARCENY,0,NORTHERN,Levindale,1.0,1.0,2012-06-28 10:00:00,6.592027512974195,4,1
532.0,39.34501,-76.66452,ROBBERY - STREET,4,NORTHERN,Cylburn,0.0,0.0,2015-08-23 05:05:00,5.928500041982624,2,11
512.0,39.32609,-76.61577,BURGLARY,0,NORTHERN,Charles Village,1.0,1.0,2016-03-14 23:30:00,2.0712494617526325,8,15
922.0,39.25078,-76.63086,BURGLARY,0,SOUTHERN,Cherry Hill,1.0,1.0,2013-07-28 16:00:00,6.440574253255662,6,15
141.0,39.30653,-76.6179,LARCENY FROM AUTO,0,CENTRAL,Mid-Town Belvedere,0.0,1.0,2013-10-03 16:00:00,0.22330617497691285,6,2
531.0,39.33288,-76.63548,ROBBERY - COMMERCIAL,4,NORTHERN,Hampden,1.0,0.0,2014-09-29 19:07:00,3.3034877984370237,7,12
731.0,39.318,-76.65821,LARCENY,0,NORTHWESTERN,Mondawmin,1.0,1.0,2012-01-22 20:30:00,3.8488791505708857,7,1
141.0,39.3014,-76.6197,LARCENY,0,CENTRAL,Mid-Town Belvedere,1.0,1.0,2016-10-19 10:35:00,0.7614012301721751,4,1
631.0,39.3649,-76.71097,AUTO THEFT,0,NORTHWESTERN,Fallstaff,0.0,1.0,2015-10-14 21:30:00,10.39751502203126,8,3
444.0,39.32603,-76.53596,AUTO THEFT,0,NORTHEASTERN,Frankford,0.0,1.0,2011-08-07 17:00:00,7.157824384367958,6,3
943.0,39.26062,-76.60886,LARCENY,0,SOUTHERN,Port Covington,1.0,1.0,2014-10-15 13:15:00,5.243054593410329,5,1
231.0,39.28913,-76.56922,BURGLARY,0,SOUTHEASTERN,Highlandtown,1.0,1.0,2013-10-20 10:30:00,4.483474942819652,4,15
442.0,39.32382,-76.55618,LARCENY,0,NORTHEASTERN,Parkside,0.0,1.0,2014-09-11 21:25:00,5.427546224437889,8,1
432.0,39.31723,-76.56087,COMMON ASSAULT,1,NORTHEASTERN,Belair-Edison,0.0,1.0,2013-04-22 17:05:00,4.833906111966868,6,21
841.0,39.27807,-76.65886,AGG. ASSAULT,4,SOUTHWESTERN,Millhill,0.0,1.0,2016-08-10 11:46:00,4.95530972718627,4,32
414.0,39.37185,-76.58565,COMMON ASSAULT,1,NORTHEASTERN,Idlewood,1.0,1.0,2014-04-13 17:00:00,7.610469945965134,6,21
731.0,39.3104,-76.64822,COMMON ASSAULT,1,WESTERN,Mondawmin,1.0,1.0,2014-09-12 18:33:00,2.825628835106907,7,21
632.0,39.35718,-76.68907,BURGLARY,0,NORTHWESTERN,Glen,1.0,1.0,2016-06-23 11:00:00,8.397463151447178,4,15
731.0,39.30962,-76.65422,AGG. ASSAULT,2,WESTERN,Mondawmin,0.0,1.0,2016-03-16 18:30:00,3.3317393644163102,7,32
221.0,39.2909,-76.57613,COMMON ASSAULT,1,SOUTHEASTERN,Patterson Park,1.0,1.0,2013-06-09 16:40:00,3.865393360496326,6,21
444.0,39.33909,-76.54467,LARCENY FROM AUTO,0,NORTHEASTERN,Frankford,0.0,1.0,2012-07-31 20:45:00,7.044405845767648,7,2
831.0,39.26166,-76.66527,BURGLARY,0,SOUTHWESTERN,Morrell Park,1.0,1.0,2015-06-06 18:30:00,6.651366155146902,7,15
523.0,39.3632,-76.60189,AUTO THEFT,0,NORTHERN,Chinquapin Park,0.0,0.0,2011-03-23 23:00:00,6.310119990166489,8,3
741.0,39.30776,-76.65133,LARCENY FROM AUTO,0,WESTERN,Easterwood,0.0,0.0,2016-04-04 18:30:00,3.074629996021033,7,2
241.0,39.28907,-76.53823,COMMON ASSAULT,1,SOUTHEASTERN,Bayview,0.0,1.0,2011-07-12 18:40:00,6.96735121270103,7,21
213.0,39.28331,-76.59352,LARCENY,0,SOUTHEASTERN,Fells Point,0.0,1.0,2013-09-21 12:00:00,3.2915888220826117,5,1
642.0,39.32327,-76.67589,AUTO THEFT,0,NORTHWESTERN,Forest Park,0.0,1.0,2014-05-14 22:30:00,5.477209127882375,8,3
123.0,39.30142,-76.63208,COMMON ASSAULT,1,CENTRAL,Upton,1.0,1.0,2016-05-17 14:55:00,1.5693419208446784,5,21
842.0,39.28403,-76.67993,RAPE,2,SOUTHWESTERN,Saint Josephs,1.0,0.0,2016-02-15 19:18:45,6.119818674099278,7,52
341.0,39.31488,-76.60952,AGG. ASSAULT,2,EASTERN,Barclay,0.0,1.0,2014-08-14 03:32:00,0.9766747647469488,2,32
141.0,39.30386,-76.61327,LARCENY FROM AUTO,0,CENTRAL,Mid-Town Belvedere,0.0,1.0,2015-11-10 12:00:00,0.44890796205052264,5,2
331.0,39.3056,-76.58786,COMMON ASSAULT,1,EASTERN,Broadway East,1.0,1.0,2011-12-25 19:00:00,2.3969629831278567,7,21
342.0,39.31639,-76.59452,LARCENY FROM AUTO,0,EASTERN,Darley Park,0.0,1.0,2016-05-18 22:30:00,2.068210872292969,8,2
512.0,39.32618,-76.61473,LARCENY,0,NORTHERN,Charles Village,0.0,1.0,2013-06-19 23:00:00,2.082577362995853,8,1
742.0,39.30527,-76.64733,LARCENY,0,WESTERN,Sandtown-Winchester,0.0,1.0,2013-10-23 17:00:00,2.741188021489267,6,1
212.0,39.28928,-76.59345,ROBBERY - STREET,4,SOUTHEASTERN,Upper Fells Point,0.0,0.0,2016-05-15 01:30:00,2.780213233287002,1,11
641.0,39.31537,-76.67689,BURGLARY,0,NORTHWESTERN,Hanlon-Longwood,1.0,1.0,2011-07-31 06:00:00,5.346643818646011,3,15
722.0,39.29393,-76.65036,BURGLARY,0,WESTERN,Midtown-Edmondson,1.0,1.0,2011-08-02 02:15:00,3.3489206049421565,1,15
426.0,39.33778,-76.5522,LARCENY,0,NORTHEASTERN,Waltherson,1.0,1.0,2011-08-29 00:00:00,6.413366387070706,1,1
421.0,39.35009,-76.57107,COMMON ASSAULT,1,NORTHEASTERN,Lauraville,1.0,1.0,2011-11-12 05:45:00,6.09554745148364,2,21
841.0,39.27975,-76.65381,BURGLARY,0,SOUTHWESTERN,Millhill,1.0,1.0,2014-11-23 20:30:00,4.5077291801744614,7,15
133.0,39.31498,-76.64011,BURGLARY,0,CENTRAL,Reservoir Hill,1.0,0.0,2016-09-20 12:00:00,2.268210919046568,5,15
413.0,39.34502,-76.59394,BURGLARY,0,NORTHEASTERN,New Northwood,1.0,1.0,2014-03-21 08:00:00,4.573838321276408,3,15
323.0,39.30475,-76.58267,COMMON ASSAULT,1,EASTERN,Broadway East,0.0,1.0,2016-10-04 21:35:00,2.850703647648286,8,21
614.0,39.34128,-76.67107,ROBBERY - RESIDENCE,2,NORTHWESTERN,Central Park Heights,1.0,0.0,2011-07-06 08:10:00,6.075919108635903,3,14
232.0,39.28205,-76.57335,BURGLARY,0,SOUTHEASTERN,Canton,1.0,1.0,2016-08-11 16:10:00,4.606869826754975,6,15
832.0,39.27355,-76.67137,LARCENY FROM AUTO,0,SOUTHWESTERN,Violetville,0.0,1.0,2013-10-28 15:30:00,6.105388275680705,6,2
