post,lat,lon,description,weapon,district,neighborhood,inside,common_dist,current_date,dist_center,day_period,crime_type
731.0,39.318,-76.65821,LARCENY,0,NORTHWESTERN,Mondawmin,1.0,1.0,2016-01-25 16:36:00,3.8488791505708857,6,1
343.0,39.30871,-76.59682,COMMON ASSAULT,1,EASTERN,Oliver,1.0,1.0,2012-02-17 23:50:00,1.6226587747274999,8,21
723.0,39.3006,-76.65822,LARCENY,0,WESTERN,Bridgeview/Greenlawn,1.0,1.0,2013-10-01 09:00:00,3.746334931041227,4,1
512.0,39.32708,-76.61738,BURGLARY,0,NORTHERN,Charles Village,0.0,1.0,2015-07-06 11:00:00,2.186649057986486,4,15
532.0,39.34083,-76.6585,ROBBERY - CARJACKING,4,NORTHERN,Parklane,0.0,0.0,2015-10-19 20:56:00,5.233549262332725,7,13
142.0,39.29786,-76.61403,LARCENY FROM AUTO,0,CENTRAL,Mount Vernon,0.0,1.0,2013-09-16 10:50:00,1.077294501235126,4,2
233.0,39.26565,-76.54309,COMMON ASSAULT,1,SOUTHEASTERN,Canton Industrial Area,1.0,1.0,2012-05-08 22:45:00,7.785049442298095,8,21
542.0,39.3345,-76.61336,BURGLARY,0,NORTHERN,Guilford,1.0,1.0,2012-06-03 20:00:00,3.012821173079061,7,15
614.0,39.34399,-76.67558,AGG. ASSAULT,2,NORTHWESTERN,Central Park Heights,1.0,0.0,2014-04-01 17:35:00,6.567191194368549,6,32
721.0,39.29354,-76.65497,AGG. ASSAULT,2,WESTERN,Rosemont Homeowners/Tenants,0.0,1.0,2014-12-15 16:00:00,3.725463964847334,6,32
131.0,39.3092,-76.64054,AGG. ASSAULT,3,CENTRAL,Druid Heights,1.0,0.0,2012-01-13 09:30:00,2.1544525256842664,4,32
411.0,39.31892,-76.59772,AGG. ASSAULT,4,NORTHEASTERN,Coldstream Homestead Montebello,0.0,0.0,2013-05-28 12:49:00,1.9978702056192768,5,32
224.0,39.2992,-76.57259,AGG. ASSAULT,2,EASTERN,Ellwood Park/Monument,0.0,1.0,2011-06-26 19:30:00,3.8148103503807453,7,32
913.0,39.22886,-76.5982,BURGLARY,0,SOUTHERN,Brooklyn,1.0,1.0,2016-08-20 08:00:00,8.870879671530894,3,15
843.0,39.29071,-76.67455,LARCENY,0,SOUTHWESTERN,Allendale,0.0,1.0,2012-05-20 22:20:00,5.405017622847764,8,1
523.0,39.35741,-76.61921,BURGLARY,0,NORTHERN,Homeland,1.0,1.0,2015-08-05 20:00:00,5.563456013546251,7,15
432.0,39.32177,-76.57514,BURGLARY,0,NORTHEASTERN,Belair-Edison,1.0,1.0,2012-02-16 12:00:00,3.8283774381915534,5,15
212.0,39.2943,-76.58936,COMMON ASSAULT,1,SOUTHEASTERN,CARE,0.0,1.0,2016-09-23 08:15:00,2.692301320991884,3,21
111.0,39.2915,-76.61979,LARCENY,0,CENTRAL,Downtown,1.0,1.0,2013-12-21 17:00:00,1.8122551201140946,6,1
922.0,39.24785,-76.62623,LARCENY,0,SOUTHERN,Cherry Hill,0.0,1.0,2015-01-13 21:00:00,6.693936054273099,8,1
941.0,39.28304,-76.62317,LARCENY,0,SOUTHERN,Stadium Area,0.0,1.0,2012-07-07 20:45:00,2.794007770515341,7,1
932.0,39.27928,-76.62796,LARCENY FROM AUTO,0,SOUTHERN,Washington Village/Pigtown,0.0,1.0,2014-04-13 08:00:00,3.3107338964048623,3,2
721.0,39.2987,-76.6635,LARCENY,0,WESTERN,Mosher,0.0,1.0,2014-07-30 19:00:00,4.235906416598729,7,1
712.0,39.28996,-76.63291,AUTO THEFT,0,WESTERN,Poppleton,0.0,1.0,2014-01-20 21:30:00,2.4516647065006305,8,3
811.0,39.31123,-76.66668,ROBBERY - STREET,0,SOUTHWESTERN,Walbrook,0.0,0.0,2016-06-01 12:00:00,4.415269383143314,5,11
211.0,39.28829,-76.59586,BURGLARY,0,SOUTHEASTERN,Perkins Homes,1.0,1.0,2014-05-25 11:00:00,2.727475196268545,4,15
443.0,39.3306,-76.55726,BURGLARY,0,NORTHEASTERN,Frankford,1.0,1.0,2014-07-14 02:35:00,5.641424972542516,1,15
533.0,39.33172,-76.64941,BURGLARY,0,NORTHERN,Woodberry,1.0,1.0,2011-04-26 22:00:00,3.966945994793282,8,15
523.0,39.35508,-76.60991,LARCENY,0,NORTHERN,Homeland,1.0,1.0,2012-07-28 09:13:00,5.318280447240388,4,1
633.0,39.34711,-76.68325,AGG. ASSAULT,4,NORTHWESTERN,Arlington,0.0,0.0,2016-03-08 03:00:00,7.301531155499001,2,32
922.0,39.25325,-76.62406,AUTO THEFT,0,SOUTHERN,Cherry Hill,0.0,0.0,2014-09-29 08:20:00,6.074287735436371,3,3
424.0,39.36133,-76.54612,BURGLARY,0,NORTHEASTERN,North Harford Road,1.0,1.0,2015-12-25 14:00:00,8.463123597402518,5,15
142.0,39.29968,-76.6157,LARCENY FROM AUTO,0,CENTRAL,Mount Vernon,0.0,1.0,2014-02-20 19:08:00,0.8663237492633137,7,2
932.0,39.27884,-76.62859,LARCENY FROM AUTO,0,SOUTHERN,Washington Village/Pigtown,0.0,1.0,2013-09-11 18:20:00,3.3746882668704496,7,2
722.0,39.29289,-76.65178,AUTO THEFT,0,WESTERN,Midtown-Edmondson,0.0,1.0,2012-10-01 16:45:00,3.510455346920621,6,3
631.0,39.36417,-76.70795,COMMON ASSAULT,1,NORTHWESTERN,Fallstaff,1.0,1.0,2016-09-30 23:02:00,10.14312552797512,8,21
142.0,39.2975,-76.61842,LARCENY FROM AUTO,0,CENTRAL,Mount Vernon,0.0,1.0,2013-08-01 18:15:00,1.1348992939358442,7,2
224.0,39.29618,-76.56872,LARCENY,0,SOUTHEASTERN,Ellwood Park/Monument,0.0,1.0,2016-09-06 14:00:00,4.226277550201805,5,1
532.0,39.34179,-76.65943,COMMON ASSAULT,1,NORTHERN,Parklane,1.0,1.0,2012-08-05 03:00:00,5.365698669543704,2,21
443.0,39.31632,-76.54332,AUTO THEFT,0,NORTHEASTERN,Frankford,0.0,1.0,2013-04-02 07:30:00,6.298148158940933,3,3
943.0,39.27002,-76.59191,LARCENY FROM AUTO,0,SOUTHERN,Locust Point,0.0,1.0,2016-04-08 18:00:00,4.637948871620995,7,2
242.0,39.28692,-76.55808,AGG. ASSAULT,1,SOUTHEASTERN,Greektown,0.0,0.0,2013-08-03 01:58:00,5.453591131785487,1,32
233.0,39.27927,-76.56664,BURGLARY,0,SOUTHEASTERN,Canton Industrial Area,1.0,1.0,2011-08-12 15:00:00,5.253882017444781,6,15
642.0,39.33549,-76.67687,ASSAULT BY THREAT,0,NORTHWESTERN,Dolfield,1.0,0.0,2015-01-15 16:28:00,6.1238932640003325,6,31
943.0,39.26886,-76.61058,BURGLARY,0,SOUTHERN,Riverside,1.0,1.0,2011-07-21 13:27:00,4.316025811006244,5,15
524.0,39.35279,-76.60359,ROBBERY - STREET,0,NORTHERN,Woodbourne-McCabe,0.0,0.0,2012-11-07 16:25:00,5.145861387525152,6,11
434.0,39.31766,-76.57819,LARCENY,0,NORTHEASTERN,Belair-Edison,1.0,1.0,2016-03-17 18:13:00,3.413600554179707,7,1
932.0,39.2824,-76.63109,LARCENY,0,SOUTHERN,Washington Village/Pigtown,1.0,1.0,2015-07-17 12:00:00,3.0904463256515435,5,1
243.0,39.28113,-76.53628,BURGLARY,0,SOUTHEASTERN,Graceland Park,1.0,1.0,2013-05-03 16:30:00,7.430179109070101,6,15
723.0,39.3006,-76.65822,COMMON ASSAULT,1,WESTERN,Bridgeview/Greenlawn,1.0,1.0,2013-05-10 08:00:00,3.746334931041227,3,21
513.0,39.32731,-76.60945,LARCENY,0,NORTHERN,Abell,0.0,1.0,2015-05-27 21:45:00,2.2695875945797135,8,1
432.0,39.32398,-76.57241,LARCENY,0,NORTHEASTERN,Belair-Edison,1.0,1.0,2014-09-11 22:30:00,4.146060612151341,8,1
842.0,39.2879,-76.65647,LARCENY,0,SOUTHWESTERN,Shipley Hill,0.0,1.0,2015-09-29 16:40:00,4.1362799431372625,6,1
614.0,39.34546,-76.67331,AGG. ASSAULT,2,NORTHWESTERN,Central Park Heights,1.0,0.0,2011-09-10 04:12:00,6.519590148682405,2,32
133.0,39.31516,-76.63487,AUTO THEFT,0,CENTRAL,Reservoir Hill,0.0,0.0,2014-03-27 19:30:00,1.8655143627433475,7,3
722.0,39.29383,-76.64824,COMMON ASSAULT,1,WESTERN,Midtown-Edmondson,1.0,1.0,2013-06-03 07:18:00,3.1922662780683035,3,21
811.0,39.31012,-76.66967,AUTO THEFT,0,SOUTHWESTERN,Walbrook,1.0,1.0,2013-07-23 19:30:00,4.662095930414646,7,3
111.0,39.28959,-76.61518,ROBBERY - STREET,0,CENTRAL,Downtown,0.0,0.0,2014-04-14 14:55:00,1.988898397993732,5,11
942.0,39.27722,-76.61241,AGG. ASSAULT,3,SOUTHERN,Federal Hill,0.0,0.0,2012-04-10 14:55:00,3.3756611092642093,5,32
733.0,39.31071,-76.63737,HOMICIDE,4,WESTERN,Penn North,0.0,0.0,2014-12-28 02:13:00,1.907378649752447,1,61
542.0,39.34079,-76.60954,LARCENY,0,NORTHERN,Pen Lucy,1.0,1.0,2012-08-07 16:00:00,3.742801681528817,6,1
445.0,39.35083,-76.5351,ROBBERY - STREET,4,NORTHEASTERN,Cedmont,0.0,0.0,2011-02-25 13:58:00,8.440129218943886,5,11
721.0,39.29622,-76.65707,AUTO THEFT,0,WESTERN,Evergreen Lawn,0.0,1.0,2012-11-21 19:00:00,3.781705542418891,7,3
342.0,39.31271,-76.6056,COMMON ASSAULT,1,EASTERN,East Baltimore Midway,1.0,1.0,2011-10-07 16:30:00,1.0399147385340983,6,21
331.0,39.30883,-76.59155,LARCENY,0,EASTERN,Broadway East,0.0,1.0,2011-03-16 11:48:00,2.0758456800845027,4,1
923.0,39.25306,-76.64707,ROBBERY - RESIDENCE,0,SOUTHERN,Lakeland,1.0,0.0,2015-09-01 02:36:00,6.630283963596127,1,14
713.0,39.29656,-76.6429,LARCENY,0,WESTERN,Harlem Park,1.0,1.0,2014-02-10 13:00:00,2.643975012653807,5,1
211.0,39.28725,-76.60306,LARCENY,0,SOUTHEASTERN,Little Italy,0.0,1.0,2012-04-23 13:30:00,2.4946843152179774,5,1
132.0,39.30711,-76.62817,LARCENY,0,CENTRAL,Bolton Hill,1.0,1.0,2013-03-14 15:00:00,1.0820019103359522,6,1
111.0,39.29122,-76.61237,ROBBERY - STREET,3,CENTRAL,Downtown,0.0,0.0,2011-05-23 19:26:00,1.8286014736498186,7,11
411.0,39.32308,-76.59159,AGG. ASSAULT,3,NORTHEASTERN,Coldstream Homestead Montebello,1.0,0.0,2011-11-18 18:50:00,2.6992982854117034,7,32
112.0,39.2876,-76.61218,LARCENY,0,CENTRAL,Inner Harbor,0.0,1.0,2016-10-19 22:27:00,2.2294917138335073,8,1
511.0,39.32377,-76.62349,ROBBERY - STREET,0,NORTHERN,Remington,0.0,0.0,2011-10-31 19:50:00,1.9359187936994005,7,11
423.0,39.36578,-76.57226,AUTO THEFT,0,NORTHEASTERN,Hamilton Hills,0.0,1.0,2012-07-26 22:00:00,7.481318292866433,8,3
331.0,39.31266,-76.58866,LARCENY,0,EASTERN,South Clifton Park,0.0,1.0,2015-01-10 16:30:00,2.389778839429387,6,1
532.0,39.34669,-76.66242,BURGLARY,0,NORTHERN,Cylburn,1.0,1.0,2014-08-03 21:00:00,5.937507367264138,8,15
543.0,39.33288,-76.60673,RAPE,2,NORTHERN,Waverly,1.0,0.0,2013-11-04 16:15:38,2.9278053579245666,6,52
222.0,39.29289,-76.57555,ROBBERY - STREET,4,SOUTHEASTERN,Patterson Park Neighborhood,0.0,0.0,2012-11-12 17:15:00,3.8099694802798534,6,11
943.0,39.2684,-76.61327,LARCENY FROM AUTO,0,SOUTHERN,South Baltimore,0.0,1.0,2012-06-17 10:00:00,4.350097855983414,4,2
221.0,39.29595,-76.58357,HOMICIDE,3,SOUTHEASTERN,McElderry Park,0.0,0.0,2013-08-17 00:16:00,3.0404418080253968,1,61
213.0,39.28918,-76.5946,BURGLARY,0,SOUTHEASTERN,Fells Point,1.0,1.0,2014-06-12 18:15:00,2.721575952418695,7,15
123.0,39.30344,-76.63458,LARCENY,0,CENTRAL,Upton,1.0,1.0,2012-02-11 16:30:00,1.6933288331930432,6,1
831.0,39.26732,-76.64864,BURGLARY,0,SOUTHWESTERN,Morrell Park,1.0,1.0,2011-08-18 03:15:00,5.294182358727337,2,15
743.0,39.30426,-76.63825,LARCENY FROM AUTO,0,WESTERN,Sandtown-Winchester,0.0,0.0,2012-03-22 08:31:00,1.98122188344992,3,2
323.0,39.29943,-76.58166,BURGLARY,0,EASTERN,Milton-Montford,1.0,1.0,2012-05-18 20:00:00,3.0554030072820084,7,15
911.0,39.20918,-76.54646,LARCENY,0,SOUTHERN,Hawkins Point,0.0,1.0,2014-06-01 00:00:00,12.448984454967109,1,1
242.0,39.28878,-76.55972,AUTO THEFT,0,SOUTHEASTERN,Canton Industrial Area,0.0,0.0,2014-02-01 00:00:00,5.2402431181729225,1,3
842.0,39.28578,-76.67512,BURGLARY,0,SOUTHWESTERN,Saint Josephs,1.0,1.0,2016-10-29 11:30:00,5.662260250031988,4,15
611.0,39.31828,-76.66073,BURGLARY,0,NORTHWESTERN,Burleith-Leighton,1.0,1.0,2015-12-16 10:00:00,4.065085549286375,4,15
243.0,39.28082,-76.54086,COMMON ASSAULT,1,SOUTHEASTERN,O'Donnell Heights,0.0,1.0,2016-05-14 00:00:00,7.0839558580461635,1,21
432.0,39.32307,-76.5761,COMMON ASSAULT,1,NORTHEASTERN,Belair-Edison,1.0,1.0,2013-04-22 17:00:00,3.816890921396748,6,21
123.0,39.30501,-76.63641,AGG. ASSAULT,3,CENTRAL,Upton,1.0,0.0,2015-03-12 13:55:00,1.811209605541089,5,32
423.0,39.35638,-76.56802,BURGLARY,0,NORTHEASTERN,Hamilton Hills,0.0,1.0,2012-06-14 12:00:00,6.808575179410513,5,15
813.0,39.30453,-76.66795,COMMON ASSAULT,1,SOUTHWESTERN,Rosemont,1.0,1.0,2014-12-27 14:48:00,4.516755029015078,5,21
935.0,39.28342,-76.63936,AGG. ASSAULT,3,SOUTHERN,New Southwest/Mount Clare,0.0,0.0,2013-09-17 22:23:00,3.366793333673758,8,32
823.0,39.30174,-76.7099,LARCENY,0,SOUTHWESTERN,West Hills,0.0,1.0,2016-06-06 05:00:00,8.140436042656448,2,1
232.0,39.28206,-76.57885,AGG. ASSAULT,3,SOUTHEASTERN,Canton,0.0,0.0,2016-10-29 17:00:00,4.242295070806038,6,32
142.0,39.29875,-76.61849,ROBBERY - STREET,0,CENTRAL,Mount Vernon,0.0,0.0,2015-01-03 07:50:00,1.0009853508658981,3,11
443.0,39.32583,-76.54105,AGG. ASSAULT,2,NORTHEASTERN,Frankford,1.0,0.0,2015-08-11 19:15:00,6.732852055432347,7,32
523.0,39.35603,-76.60123,LARCENY,0,NORTHERN,Cameron Village,0.0,1.0,2015-04-14 16:00:00,5.54111626783435,6,1
731.0,39.31578,-76.65245,ROBBERY - STREET,0,WESTERN,Mondawmin,0.0,0.0,2016-08-01 07:45:00,3.302688396033611,3,11
523.0,39.35654,-76.59739,LARCENY,0,NORTHERN,Cameron Village,0.0,1.0,2016-08-17 22:59:00,5.678582417915565,8,1
521.0,39.34599,-76.60963,LARCENY,0,NORTHERN,Kernewood,1.0,1.0,2011-11-27 14:00:00,4.3153488564582645,5,1
943.0,39.26062,-76.60886,LARCENY,0,SOUTHERN,Port Covington,1.0,1.0,2012-02-04 14:00:00,5.243054593410329,5,1
841.0,39.28055,-76.65676,LARCENY FROM AUTO,0,SOUTHWESTERN,Millhill,0.0,1.0,2011-12-06 04:15:00,4.63825026807043,2,2
141.0,39.30988,-76.61651,AUTO THEFT,0,CENTRAL,Charles North,0.0,0.0,2012-03-16 19:45:00,0.2792715708346406,7,3
321.0,39.29758,-76.59087,COMMON ASSAULT,1,EASTERN,Dunbar-Broadway,0.0,1.0,2014-11-25 14:20:00,2.3963238997448646,5,21
714.0,39.29041,-76.65067,BURGLARY,0,WESTERN,Penrose/Fayette Street Outreach,1.0,1.0,2013-11-29 14:15:00,3.564894284610152,5,15
522.0,39.35732,-76.59543,ROBBERY - CARJACKING,0,NORTHERN,Glen Oaks,0.0,0.0,2011-04-30 14:00:00,5.810145617793109,5,13
913.0,39.23834,-76.60576,ROBBERY - STREET,0,SOUTHERN,Brooklyn,1.0,0.0,2013-12-28 18:15:00,7.735510131343492,7,11
631.0,39.35756,-76.70439,LARCENY,0,NORTHWESTERN,Reisterstown Station,1.0,1.0,2015-04-13 15:30:00,9.454285593723514,6,1
943.0,39.27357,-76.61643,BURGLARY,0,SOUTHERN,South Baltimore,1.0,1.0,2011-10-24 23:00:00,3.7710727357500353,8,15
321.0,39.29656,-76.58562,BURGLARY,0,EASTERN,CARE,1.0,1.0,2011-06-28 14:00:00,2.851857979248452,5,15
242.0,39.28504,-76.55487,LARCENY,0,SOUTHEASTERN,Greektown,0.0,1.0,2011-03-27 02:00:00,5.792627217647521,1,1
413.0,39.35032,-76.59739,AGG. ASSAULT,3,NORTHEASTERN,New Northwood,1.0,0.0,2012-07-29 22:58:00,5.017279083739885,8,32
111.0,39.28963,-76.61182,COMMON ASSAULT,1,CENTRAL,Downtown,1.0,1.0,2012-05-10 17:40:00,2.0106972916802754,6,21
341.0,39.31555,-76.61124,COMMON ASSAULT,1,EASTERN,Barclay,1.0,1.0,2013-06-30 16:50:00,0.9742505924752249,6,21
922.0,39.2448,-76.62414,COMMON ASSAULT,1,SOUTHERN,Cherry Hill,1.0,1.0,2016-08-06 22:32:00,7.0090072057139325,8,21
423.0,39.36674,-76.56224,COMMON ASSAULT,1,NORTHEASTERN,Hamilton Hills,0.0,1.0,2015-10-20 15:50:00,8.033545791852715,6,21
844.0,39.29574,-76.68504,COMMON ASSAULT,1,SOUTHWESTERN,Edmondson Village,1.0,1.0,2015-07-18 08:25:00,6.116847495046623,3,21
832.0,39.27913,-76.66833,LARCENY FROM AUTO,0,SOUTHWESTERN,Gwynns Falls,0.0,1.0,2011-05-23 08:08:00,5.5256202362534,3,2
832.0,39.2753,-76.67151,BURGLARY,0,SOUTHWESTERN,Gwynns Falls,1.0,1.0,2016-01-30 20:23:00,5.996688036564474,7,15
832.0,39.27293,-76.67423,LARCENY,0,SOUTHWESTERN,Saint Agnes,1.0,1.0,2016-10-29 19:05:00,6.342344676294127,7,1
621.0,39.33184,-76.6904,COMMON ASSAULT,1,NORTHWESTERN,Dorchester,1.0,1.0,2012-12-13 21:45:00,6.9833836158104825,8,21
911.0,39.23188,-76.59266,AGG. ASSAULT,4,SOUTHERN,Curtis Bay,0.0,0.0,2015-07-18 01:49:00,8.636491405318651,1,32
814.0,39.2976,-76.66812,AUTO THEFT,0,SOUTHWESTERN,Franklintown Road,1.0,1.0,2016-01-18 19:00:00,4.651141560346662,7,3
731.0,39.318,-76.65821,LARCENY,0,NORTHWESTERN,Mondawmin,1.0,1.0,2016-01-18 15:15:00,3.8488791505708857,6,1
414.0,39.35578,-76.59255,LARCENY,0,NORTHEASTERN,Woodbourne Heights,0.0,1.0,2011-06-24 17:30:00,5.727935577997891,6,1
232.0,39.28408,-76.56882,LARCENY FROM AUTO,0,SOUTHEASTERN,Canton,0.0,1.0,2015-02-24 16:00:00,4.794343201763693,6,2
213.0,39.28842,-76.59362,AGG. ASSAULT,4,SOUTHEASTERN,Fells Point,0.0,0.0,2013-07-11 19:25:00,2.840811465260198,7,32
911.0,39.22894,-76.59226,COMMON ASSAULT,1,SOUTHERN,Curtis Bay,1.0,1.0,2011-01-18 11:02:00,8.962808493862218,4,21
614.0,39.34781,-76.67763,COMMON ASSAULT,1,NORTHWESTERN,Central Park Heights,0.0,1.0,2015-08-02 17:10:00,6.972107020896596,6,21
632.0,39.3559,-76.69863,COMMON ASSAULT,1,NORTHWESTERN,Glen,1.0,1.0,2011-03-14 22:00:00,8.94633516540646,8,21
313.0,39.30173,-76.59709,LARCENY,0,EASTERN,Gay Street,1.0,1.0,2014-10-05 12:10:00,1.7166832205731797,5,1
231.0,39.28701,-76.56713,COMMON ASSAULT,1,SOUTHEASTERN,Highlandtown,1.0,1.0,2013-07-31 00:50:00,4.752732646273805,1,21
742.0,39.30732,-76.6455,AGG. ASSAULT,3,WESTERN,Sandtown-Winchester,1.0,1.0,2014-03-23 21:35:00,2.5727783829344926,8,32
111.0,39.29253,-76.61012,BURGLARY,0,CENTRAL,Downtown,1.0,0.0,2011-04-14 16:00:00,1.727352099103606,6,15
213.0,39.28226,-76.59658,LARCENY,0,SOUTHEASTERN,Fells Point,0.0,1.0,2015-01-28 15:40:00,3.2471142156849093,6,1
113.0,39.28624,-76.61926,COMMON ASSAULT,1,CENTRAL,Downtown West,1.0,1.0,2012-12-10 16:25:00,2.382020977819825,6,21
714.0,39.29117,-76.65307,LARCENY FROM AUTO,0,WESTERN,Penrose/Fayette Street Outreach,0.0,0.0,2014-07-10 18:40:00,3.69922961815073,7,2
541.0,39.3397,-76.64248,AUTO THEFT,0,NORTHERN,Medfield,0.0,0.0,2013-06-20 22:00:00,4.266006996302134,8,3
932.0,39.28558,-76.63741,LARCENY,0,SOUTHERN,Washington Village/Pigtown,1.0,1.0,2013-12-30 18:00:00,3.0739946924739447,7,1
621.0,39.34279,-76.69268,LARCENY FROM AUTO,0,NORTHWESTERN,West Arlington,0.0,1.0,2011-03-17 08:00:00,7.707843608177576,3,2
524.0,39.3512,-76.60454,LARCENY,0,NORTHERN,Winston-Govans,0.0,1.0,2015-06-13 20:45:00,4.956399196400363,7,1
512.0,39.33133,-76.61474,AUTO THEFT,0,NORTHERN,Oakenshawe,0.0,0.0,2014-08-21 04:22:00,2.6550740815951155,2,3
311.0,39.30153,-76.60344,LARCENY FROM AUTO,0,EASTERN,Johnston Square,0.0,1.0,2013-07-12 13:00:00,1.2380226912200498,5,2
413.0,39.34315,-76.59483,AGG. ASSAULT,3,NORTHEASTERN,New Northwood,1.0,0.0,2011-12-01 12:55:00,4.35272977161459,5,32
714.0,39.29184,-76.6509,BURGLARY,0,WESTERN,Penrose/Fayette Street Outreach,1.0,1.0,2012-03-08 03:11:00,3.4999863876351203,2,15
111.0,39.29291,-76.61975,COMMON ASSAULT,1,CENTRAL,Downtown,0.0,1.0,2011-06-01 08:00:00,1.6581012281411593,3,21
611.0,39.32022,-76.65881,BURGLARY,0,NORTHWESTERN,Burleith-Leighton,1.0,1.0,2012-04-07 08:30:00,3.979215543256594,3,15
411.0,39.32399,-76.58831,AGG. ASSAULT,4,NORTHEASTERN,Coldstream Homestead Montebello,1.0,0.0,2013-01-12 22:30:00,2.9823140331518814,8,32
442.0,39.32813,-76.56398,RAPE,2,NORTHEASTERN,Belair-Edison,0.0,0.0,2013-02-07 09:06:04,5.00163223141423,4,52
311.0,39.30737,-76.61063,LARCENY FROM AUTO,0,EASTERN,Greenmount West,0.0,1.0,2014-05-04 03:00:00,0.42840781016793433,2,2
531.0,39.3359,-76.63647,AUTO THEFT,0,NORTHERN,Hampden,0.0,0.0,2014-09-12 17:05:00,3.6363640177313243,6,3
822.0,39.29787,-76.69356,AUTO THEFT,0,SOUTHWESTERN,Hunting Ridge,0.0,1.0,2012-12-29 19:55:00,6.793742448200054,7,3
523.0,39.35465,-76.61179,BURGLARY,0,NORTHERN,Homeland,1.0,1.0,2011-07-12 06:30:00,5.258086474028052,3,15
343.0,39.31202,-76.59677,LARCENY,0,EASTERN,Oliver,1.0,1.0,2015-05-27 16:45:00,1.6982483923335294,6,1
532.0,39.34245,-76.66506,COMMON ASSAULT,1,NORTHERN,Parklane,1.0,1.0,2016-02-16 15:47:00,5.765774512809436,6,21
623.0,39.34535,-76.68698,LARCENY FROM AUTO,0,NORTHWESTERN,Woodmere,0.0,1.0,2012-02-07 18:00:00,7.447403790485365,7,2
842.0,39.29443,-76.66356,LARCENY,0,WESTERN,Penrose/Fayette Street Outreach,0.0,1.0,2013-04-01 05:40:00,4.374757910943896,2,1
812.0,39.31003,-76.67597,ASSAULT BY THREAT,0,SOUTHWESTERN,Fairmont,1.0,0.0,2011-11-14 11:20:00,5.202750401508789,4,31
513.0,39.32691,-76.60938,LARCENY,0,NORTHERN,Better Waverly,1.0,1.0,2015-01-27 14:40:00,2.2277914860510255,5,1
331.0,39.31366,-76.58858,LARCENY FROM AUTO,0,EASTERN,South Clifton Park,0.0,1.0,2013-04-09 22:30:00,2.42564763457393,8,2
413.0,39.34599,-76.58726,RAPE,2,NORTHEASTERN,Stonewood-Pentwood-Winston,1.0,0.0,2015-11-11 23:13:57,4.930104836971746,8,52
113.0,39.2865,-76.61535,LARCENY,0,CENTRAL,Downtown West,1.0,1.0,2015-01-16 13:00:00,2.3323536682074506,5,1
533.0,39.33183,-76.64455,LARCENY,0,NORTHERN,Woodberry,1.0,1.0,2016-10-03 17:00:00,3.6803385486834537,6,1
541.0,39.34459,-76.63111,ROBBERY - STREET,0,NORTHERN,Roland Park,0.0,0.0,2012-06-24 00:40:00,4.339020721339558,1,11
742.0,39.30647,-76.64443,COMMON ASSAULT,1,WESTERN,Sandtown-Winchester,1.0,1.0,2016-02-04 03:14:00,2.483138571219419,2,21
911.0,39.22558,-76.59165,AUTO THEFT,0,SOUTHERN,Curtis Bay,0.0,0.0,2013-09-29 16:00:00,9.338856499045763,6,3
413.0,39.34309,-76.59483,BURGLARY,0,NORTHEASTERN,Original Northwood,1.0,1.0,2011-07-01 15:00:00,4.346646127692463,6,15
132.0,39.30497,-76.62855,AUTO THEFT,0,CENTRAL,Madison Park,0.0,0.0,2013-08-30 22:00:00,1.1481273120779132,8,3
922.0,39.24842,-76.63996,BURGLARY,0,SOUTHERN,Cherry Hill,1.0,1.0,2015-04-27 20:50:00,6.894344121860229,7,15
833.0,39.27976,-76.69802,AUTO THEFT,0,SOUTHWESTERN,Beechfield,0.0,1.0,2015-09-05 22:30:00,7.734640317462403,8,3
424.0,39.3567,-76.53028,BURGLARY,0,NORTHEASTERN,Overlea,0.0,1.0,2012-02-12 17:00:00,9.158161419441278,6,15
823.0,39.29189,-76.70851,ROBBERY - STREET,3,SOUTHWESTERN,West Hills,0.0,0.0,2014-02-02 21:46:00,8.181973608279277,8,11
341.0,39.31733,-76.60949,COMMON ASSAULT,1,EASTERN,Barclay,1.0,1.0,2011-05-30 21:40:00,1.2166076951849267,8,21
543.0,39.32919,-76.60452,ASSAULT BY THREAT,0,NORTHERN,Waverly,0.0,0.0,2015-12-14 15:15:00,2.59752001717376,6,31
733.0,39.31446,-76.64118,COMMON ASSAULT,1,WESTERN,Penn North,0.0,1.0,2011-08-12 00:46:00,2.3341697195205344,1,21
231.0,39.28985,-76.57177,LARCENY FROM AUTO,0,SOUTHEASTERN,Highlandtown,0.0,1.0,2012-07-30 17:45:00,4.2516622401739825,6,2
743.0,39.29901,-76.64023,LARCENY,0,WESTERN,Sandtown-Winchester,0.0,1.0,2014-05-05 20:45:00,2.3187417754438138,7,1
414.0,39.35692,-76.59351,AUTO THEFT,0,NORTHEASTERN,Woodbourne Heights,0.0,1.0,2014-11-03 08:50:00,5.819547552763934,3,3
424.0,39.36207,-76.54582,BURGLARY,0,NORTHEASTERN,North Harford Road,0.0,1.0,2016-01-09 14:00:00,8.539687299141528,5,15
424.0,39.35852,-76.55604,ROBBERY - STREET,4,NORTHEASTERN,Westfield,1.0,0.0,2013-01-07 17:46:00,7.648765722770823,6,11
612.0,39.33128,-76.65836,AUTO THEFT,0,NORTHWESTERN,Park Circle,0.0,1.0,2015-01-18 14:00:00,4.533029982566802,5,3
