current_date,description,inside,weapon,post,district,neighborhood,lat,lon,common_dist
2015-07-21 21:50:00,LARCENY,0,NONE,133.0,CENTRAL,Reservoir Hill,39.31367,-76.63374,1.0
2012-10-18 01:33:00,ROBBERY - COMMERCIAL,1,NONE,232.0,SOUTHEASTERN,Canton,39.28622,-76.57662,0.0
2013-11-08 18:15:00,AGG. ASSAULT,1,HANDS,821.0,SOUTHWESTERN,Wakefield,39.31017,-76.69973,1.0
2011-11-04 16:30:00,COMMON ASSAULT,0,HANDS,111.0,CENTRAL,Downtown,39.2897,-76.61233,1.0
2014-03-26 20:10:00,LARCENY FROM AUTO,0,NONE,932.0,SOUTHERN,Washington Village/Pigtown,39.28559,-76.63716,1.0
2016-10-18 14:24:00,HOMICIDE,0,FIREARM,342.0,EASTERN,East Baltimore Midway,39.31313,-76.60529,0.0
2015-09-22 10:15:00,LARCENY,1,NONE,111.0,CENTRAL,Downtown,39.28962,-76.6121,1.0
2012-10-23 17:30:00,AGG. ASSAULT,0,KNIFE,444.0,NORTHEASTERN,Frankford,39.33772,-76.54926,0.0
2014-11-16 16:30:00,LARCENY,1,NONE,841.0,SOUTHWESTERN,Millhill,39.28126,-76.65319,1.0
2013-09-23 16:00:00,LARCENY,0,NONE,941.0,SOUTHERN,Otterbein,39.28172,-76.61746,1.0
2012-03-24 13:30:00,AUTO THEFT,0,NONE,731.0,WESTERN,Panway/Braddish Avenue,39.31298,-76.66428,1.0
2011-06-19 21:30:00,COMMON ASSAULT,1,HANDS,812.0,SOUTHWESTERN,Mount Holly,39.31146,-76.6751,1.0
2011-05-25 14:40:00,ROBBERY - STREET,1,FIREARM,522.0,NORTHERN,Glen Oaks,39.35972,-76.59442,0.0
2012-12-12 08:00:00,BURGLARY,1,NONE,842.0,SOUTHWESTERN,Saint Josephs,39.28344,-76.67339,1.0
2012-04-19 15:50:00,BURGLARY,1,NONE,943.0,SOUTHERN,Riverside,39.2736,-76.60464,1.0
2015-06-19 00:00:00,BURGLARY,1,NONE,343.0,EASTERN,Oliver,39.30718,-76.60117,1.0
2016-02-29 15:40:00,LARCENY,1,NONE,513.0,NORTHERN,Better Waverly,39.32829,-76.60813,1.0
2011-04-04 12:00:00,LARCENY,1,NONE,132.0,CENTRAL,Madison Park,39.30648,-76.62952,1.0
2014-01-11 12:15:00,COMMON ASSAULT,1,HANDS,932.0,SOUTHERN,Washington Village/Pigtown,39.28124,-76.63469,1.0
2011-08-04 14:45:00,AUTO THEFT,0,NONE,843.0,SOUTHWESTERN,Irvington,39.28293,-76.68331,1.0
2014-05-21 02:00:00,AGG. ASSAULT,0,OTHER,143.0,CENTRAL,Seton Hill,39.29615,-76.62262,0.0
2012-10-28 19:30:00,COMMON ASSAULT,1,HANDS,332.0,EASTERN,Berea,39.30844,-76.5739,1.0
2011-09-24 09:00:00,LARCENY FROM AUTO,1,NONE,112.0,CENTRAL,Inner Harbor,39.28659,-76.61203,1.0
2011-10-22 15:00:00,LARCENY FROM AUTO,0,NONE,843.0,SOUTHWESTERN,Allendale,39.29194,-76.68927,1.0
2016-02-06 17:45:00,ROBBERY - STREET,0,OTHER,922.0,SOUTHERN,Cherry Hill,39.25013,-76.63111,0.0
2015-06-10 17:25:00,LARCENY FROM AUTO,0,NONE,621.0,NORTHWESTERN,Dorchester,39.3357,-76.6847,1.0
2012-03-23 15:00:00,BURGLARY,1,NONE,934.0,SOUTHERN,Carrollton Ridge,39.28185,-76.647,1.0
2015-07-04 08:30:00,LARCENY FROM AUTO,0,NONE,222.0,SOUTHEASTERN,Patterson Park Neighborhood,39.29365,-76.57766,1.0
2013-01-04 01:26:00,COMMON ASSAULT,1,HANDS,434.0,NORTHEASTERN,Belair-Edison,39.31931,-76.5751,1.0
2011-12-15 19:00:00,COMMON ASSAULT,1,HANDS,841.0,SOUTHWESTERN,Millhill,39.27976,-76.65378,1.0
2012-05-27 01:04:00,AGG. ASSAULT,1,KNIFE,844.0,SOUTHWESTERN,Edmondson Village,39.29977,-76.68624,1.0
2014-04-09 20:30:00,COMMON ASSAULT,1,HANDS,331.0,EASTERN,Broadway East,39.31013,-76.59156,1.0
2011-03-12 21:20:00,ROBBERY - STREET,0,KNIFE,523.0,NORTHERN,Belvedere,39.35992,-76.60543,0.0
2011-06-02 20:22:00,AGG. ASSAULT,0,KNIFE,614.0,NORTHWESTERN,Central Park Heights,39.33743,-76.66574,0.0
2015-06-29 22:00:00,BURGLARY,1,NONE,843.0,SOUTHWESTERN,Lower Edmondson Village,39.29288,-76.67403,1.0
2014-10-22 15:25:00,LARCENY,1,NONE,342.0,EASTERN,East Baltimore Midway,39.31351,-76.59872,1.0
2015-01-30 16:00:00,AGG. ASSAULT,0,FIREARM,413.0,NORTHEASTERN,Stonewood-Pentwood-Winston,39.34604,-76.5884,0.0
2015-05-01 20:30:00,COMMON ASSAULT,1,HANDS,923.0,SOUTHERN,Lakeland,39.25276,-76.65192,1.0
2013-03-04 19:05:00,LARCENY,1,NONE,111.0,CENTRAL,Downtown,39.29165,-76.61961,1.0
2011-09-22 22:00:00,LARCENY FROM AUTO,0,NONE,631.0,NORTHWESTERN,Fallstaff,39.36676,-76.70652,1.0
2013-07-09 23:30:00,COMMON ASSAULT,0,HANDS,722.0,WESTERN,Harlem Park,39.29521,-76.64653,1.0
2013-03-14 14:20:00,LARCENY,0,NONE,313.0,EASTERN,Gay Street,39.3037,-76.59476,1.0
2013-07-30 22:00:00,LARCENY,0,NONE,933.0,SOUTHERN,Union Square,39.28756,-76.63852,1.0
2014-08-20 01:01:00,LARCENY,1,NONE,522.0,NORTHERN,Glen Oaks,39.36795,-76.59534,1.0
2014-05-23 15:37:00,AGG. ASSAULT,0,FIREARM,711.0,WESTERN,Franklin Square,39.28964,-76.64391,1.0
2011-06-30 10:00:00,LARCENY,0,NONE,444.0,NORTHEASTERN,Frankford,39.32318,-76.53938,1.0
2015-05-25 21:00:00,COMMON ASSAULT,1,HANDS,243.0,SOUTHEASTERN,Saint Helena,39.25984,-76.53174,1.0
2013-06-12 11:40:00,AUTO THEFT,0,NONE,443.0,NORTHEASTERN,Frankford,39.33538,-76.55551,1.0
2015-10-31 20:30:00,ROBBERY - STREET,0,KNIFE,232.0,SOUTHEASTERN,Canton,39.27842,-76.5692,0.0
2011-04-01 11:00:00,COMMON ASSAULT,1,HANDS,423.0,NORTHEASTERN,Hamilton Hills,39.36674,-76.56224,1.0
2011-07-09 06:40:00,ROBBERY - STREET,0,NONE,933.0,SOUTHERN,Union Square,39.28547,-76.64086,0.0
2011-07-04 00:00:00,COMMON ASSAULT,1,HANDS,331.0,EASTERN,Broadway East,39.30984,-76.58945,1.0
2012-09-22 02:45:00,COMMON ASSAULT,1,HANDS,224.0,SOUTHEASTERN,Ellwood Park/Monument,39.29752,-76.57212,1.0
2011-09-19 22:30:00,ROBBERY - STREET,0,FIREARM,143.0,CENTRAL,Seton Hill,39.2961,-76.62262,0.0
2013-04-23 22:40:00,COMMON ASSAULT,1,HANDS,444.0,NORTHEASTERN,Frankford,39.33801,-76.54621,1.0
2012-08-27 00:05:00,AGG. ASSAULT,0,FIREARM,641.0,NORTHWESTERN,West Forest Park,39.32003,-76.6924,0.0
2012-10-27 16:30:00,LARCENY FROM AUTO,0,NONE,743.0,WESTERN,Sandtown-Winchester,39.30247,-76.63755,0.0
2015-09-12 21:42:00,AGG. ASSAULT,0,OTHER,922.0,SOUTHERN,Cherry Hill,39.24362,-76.63099,0.0
2014-08-09 22:56:00,LARCENY,1,NONE,631.0,NORTHWESTERN,Reisterstown Station,39.35533,-76.70336,1.0
2015-09-09 21:00:00,AUTO THEFT,0,NONE,121.0,CENTRAL,Heritage Crossing,39.29514,-76.62895,0.0
2016-09-05 00:30:00,COMMON ASSAULT,1,HANDS,423.0,NORTHEASTERN,Hamilton Hills,39.35242,-76.56141,1.0
2015-06-12 05:28:00,ROBBERY - STREET,0,NONE,422.0,NORTHEASTERN,Frankford,39.33071,-76.56214,0.0
2011-05-29 19:00:00,BURGLARY,1,NONE,622.0,NORTHWESTERN,Howard Park,39.33271,-76.69004,1.0
2011-05-24 07:40:00,LARCENY FROM AUTO,1,NONE,111.0,CENTRAL,Downtown,39.29045,-76.62022,1.0
2013-06-24 20:00:00,AUTO THEFT,0,NONE,711.0,WESTERN,Franklin Square,39.28777,-76.64405,1.0
2012-06-21 00:20:00,ROBBERY - STREET,0,OTHER,221.0,SOUTHEASTERN,McElderry Park,39.29592,-76.58428,0.0
2015-11-10 15:00:00,BURGLARY,1,NONE,331.0,EASTERN,South Clifton Park,39.31361,-76.5885,1.0
2012-07-22 01:30:00,ROBBERY - STREET,0,NONE,422.0,NORTHEASTERN,Lauraville,39.34135,-76.57119,0.0
2015-01-24 08:00:00,AUTO THEFT,0,NONE,844.0,SOUTHWESTERN,Edmondson Village,39.29638,-76.68514,1.0
2014-01-30 15:05:00,ROBBERY - RESIDENCE,1,NONE,922.0,SOUTHERN,Cherry Hill,39.24585,-76.62744,0.0
2016-06-14 16:30:00,AGG. ASSAULT,0,FIREARM,131.0,CENTRAL,Druid Heights,39.30894,-76.63575,0.0
2011-05-13 17:00:00,LARCENY,1,NONE,331.0,EASTERN,Broadway East,39.31254,-76.58523,1.0
2011-11-16 12:00:00,LARCENY,1,NONE,211.0,SOUTHEASTERN,Jonestown,39.28884,-76.60091,1.0
2013-08-11 17:30:00,AUTO THEFT,0,NONE,931.0,SOUTHERN,Hollins Market,39.28887,-76.62889,0.0
2012-05-28 12:00:00,LARCENY FROM AUTO,0,NONE,424.0,NORTHEASTERN,North Harford Road,39.36854,-76.55513,1.0
2015-10-17 05:18:00,ROBBERY - STREET,0,FIREARM,222.0,SOUTHEASTERN,Patterson Park Neighborhood,39.2937,-76.57491,0.0
2011-09-25 17:31:00,ROBBERY - STREET,0,NONE,123.0,CENTRAL,Upton,39.30316,-76.63423,0.0
2015-08-13 08:30:00,COMMON ASSAULT,1,HANDS,732.0,WESTERN,Parkview/Woodbrook,39.31721,-76.65107,1.0
2014-11-30 17:34:00,AGG. ASSAULT,1,OTHER,842.0,SOUTHWESTERN,Shipley Hill,39.28332,-76.65751,1.0
2014-05-07 01:30:00,AUTO THEFT,0,NONE,641.0,NORTHWESTERN,Hanlon-Longwood,39.31726,-76.67281,1.0
2011-11-24 14:00:00,BURGLARY,1,NONE,513.0,NORTHERN,Better Waverly,39.32758,-76.60535,1.0
2014-11-22 14:00:00,BURGLARY,1,NONE,842.0,SOUTHWESTERN,Shipley Hill,39.28636,-76.65144,1.0
2012-11-11 19:00:00,AGG. ASSAULT,0,HANDS,731.0,WESTERN,Mondawmin,39.31128,-76.65494,1.0
2013-04-03 17:45:00,COMMON ASSAULT,0,HANDS,415.0,NORTHEASTERN,Loch Raven,39.35896,-76.58189,1.0
2012-11-06 02:26:00,COMMON ASSAULT,1,HANDS,721.0,WESTERN,Rosemont Homeowners/Tenants,39.29447,-76.66258,1.0
2014-08-20 00:45:00,ROBBERY - STREET,0,FIREARM,111.0,CENTRAL,Downtown,39.29238,-76.61545,0.0
2012-11-17 20:30:00,LARCENY FROM AUTO,0,NONE,212.0,SOUTHEASTERN,Dunbar-Broadway,39.29428,-76.59893,1.0
2011-08-02 00:01:00,BURGLARY,0,NONE,541.0,NORTHERN,Tuscany-Canterbury,39.33906,-76.62455,1.0
2014-03-09 19:00:00,AUTO THEFT,0,NONE,711.0,WESTERN,Franklin Square,39.29088,-76.63972,1.0
2015-02-08 01:00:00,COMMON ASSAULT,1,HANDS,313.0,EASTERN,Gay Street,39.30063,-76.59632,1.0
2014-10-12 15:30:00,LARCENY FROM AUTO,0,NONE,414.0,NORTHEASTERN,Idlewood,39.36846,-76.58888,1.0
2016-02-22 15:30:00,LARCENY,1,NONE,0.2,CENTRAL,Mount Vernon,41.56772,-76.60124,1.0
2016-06-11 11:30:00,LARCENY FROM AUTO,1,NONE,331.0,EASTERN,Broadway East,39.31259,-76.58373,1.0
2015-02-12 09:58:00,LARCENY,0,NONE,424.0,NORTHEASTERN,North Harford Road,39.37197,-76.54445,1.0
2011-10-29 18:00:00,LARCENY FROM AUTO,0,NONE,111.0,CENTRAL,Downtown,39.29125,-76.61248,1.0
2016-02-26 12:48:00,COMMON ASSAULT,1,HANDS,642.0,NORTHWESTERN,Forest Park,39.32187,-76.67444,1.0
2011-11-18 19:08:00,AUTO THEFT,1,NONE,444.0,NORTHEASTERN,Frankford,39.33876,-76.54511,1.0
2011-10-31 20:00:00,COMMON ASSAULT,1,HANDS,641.0,NORTHWESTERN,Windsor Hills,39.31748,-76.69055,1.0
2016-10-21 13:49:42,RAPE,1,OTHER,633.0,NORTHWESTERN,Pimlico Good Neighbors,39.35282,-76.67954,0.0
2011-05-06 16:00:00,BURGLARY,1,NONE,414.0,NORTHEASTERN,Idlewood,39.36937,-76.59125,1.0
2012-07-28 16:30:00,LARCENY FROM AUTO,0,NONE,942.0,SOUTHERN,South Baltimore,39.27228,-76.61314,1.0
2014-04-08 19:15:00,BURGLARY,1,NONE,641.0,NORTHWESTERN,Hanlon-Longwood,39.31609,-76.66902,1.0
2013-07-28 14:30:00,BURGLARY,1,NONE,423.0,NORTHEASTERN,Hamilton Hills,39.36925,-76.56321,1.0
2014-10-24 19:15:00,AUTO THEFT,0,NONE,622.0,NORTHWESTERN,Howard Park,39.32907,-76.69249,1.0
2015-11-21 17:50:00,LARCENY,1,NONE,142.0,CENTRAL,Mount Vernon,39.29809,-76.61296,1.0
2012-05-19 02:05:00,COMMON ASSAULT,1,HANDS,831.0,SOUTHWESTERN,Morrell Park,39.26664,-76.65245,1.0
2011-06-03 12:00:00,LARCENY,1,NONE,213.0,SOUTHEASTERN,Fells Point,39.28359,-76.59254,1.0
2013-03-05 18:00:00,LARCENY,0,NONE,932.0,SOUTHERN,Washington Village/Pigtown,39.27992,-76.6283,1.0
2013-11-30 14:00:00,LARCENY,1,NONE,142.0,CENTRAL,Mount Vernon,39.29922,-76.62002,1.0
2015-02-02 23:20:00,COMMON ASSAULT,1,HANDS,932.0,SOUTHERN,Washington Village/Pigtown,39.2816,-76.63209,1.0
2011-08-26 23:00:00,AUTO THEFT,0,NONE,433.0,NORTHEASTERN,Armistead Gardens,39.30458,-76.54938,1.0
2013-01-29 07:00:00,AUTO THEFT,1,NONE,812.0,SOUTHWESTERN,Mount Holly,39.31293,-76.67996,1.0
2013-01-06 07:34:00,AGG. ASSAULT,0,OTHER,541.0,NORTHERN,Medfield,39.34285,-76.64578,0.0
2015-02-09 19:58:00,BURGLARY,1,NONE,623.0,NORTHWESTERN,Grove Park,39.34123,-76.70341,1.0
2016-07-06 16:25:00,COMMON ASSAULT,1,HANDS,112.0,CENTRAL,Inner Harbor,39.285,-76.61309,1.0
2011-08-30 18:00:00,LARCENY FROM AUTO,0,NONE,623.0,NORTHWESTERN,Woodmere,39.34708,-76.68944,1.0
2014-02-08 14:00:00,BURGLARY,0,NONE,444.0,NORTHEASTERN,Frankford,39.32726,-76.54068,1.0
2016-11-12 12:05:00,COMMON ASSAULT,0,HANDS,333.0,EASTERN,Orangeville,39.29765,-76.56099,1.0
2015-12-09 21:00:00,LARCENY FROM AUTO,0,NONE,221.0,SOUTHEASTERN,Patterson Place,39.29192,-76.5846,1.0
2011-10-25 18:01:00,AUTO THEFT,0,NONE,631.0,NORTHWESTERN,Reisterstown Station,39.35915,-76.70644,1.0
2014-01-29 00:18:00,SHOOTING,0,FIREARM,842.0,SOUTHWESTERN,Shipley Hill,39.28755,-76.66183,0.0
2011-09-30 05:00:00,BURGLARY,1,NONE,442.0,NORTHEASTERN,Parkside,39.32134,-76.5532,1.0
2016-01-16 13:30:00,LARCENY,1,NONE,434.0,NORTHEASTERN,Belair-Edison,39.31793,-76.57787,1.0
2011-05-16 00:01:00,AGG. ASSAULT,1,OTHER,643.0,NORTHWESTERN,Ashburton,39.32569,-76.67546,0.0
2013-05-10 19:30:00,ROBBERY - STREET,0,KNIFE,143.0,CENTRAL,Seton Hill,39.2967,-76.62151,0.0
2011-06-06 07:00:00,COMMON ASSAULT,1,HANDS,942.0,SOUTHERN,South Baltimore,39.27019,-76.61167,1.0
2012-06-04 02:10:00,COMMON ASSAULT,1,HANDS,411.0,NORTHEASTERN,Coldstream Homestead Montebello,39.32384,-76.59004,1.0
2016-04-03 20:20:00,BURGLARY,1,NONE,742.0,WESTERN,Sandtown-Winchester,39.30701,-76.64416,1.0
2013-09-28 02:09:00,COMMON ASSAULT,1,HANDS,711.0,WESTERN,Franklin Square,39.292,-76.64646,1.0
2013-10-16 17:00:00,AUTO THEFT,0,NONE,721.0,WESTERN,Evergreen Lawn,39.29557,-76.65527,1.0
2011-09-17 19:00:00,LARCENY FROM AUTO,0,NONE,212.0,SOUTHEASTERN,Butcher's Hill,39.29174,-76.58902,1.0
2011-03-14 20:35:00,COMMON ASSAULT,0,HANDS,223.0,SOUTHEASTERN,Baltimore Highlands,39.29189,-76.56768,1.0
2015-10-14 00:02:00,AGG. ASSAULT,1,OTHER,123.0,CENTRAL,Upton,39.30015,-76.62631,0.0
2015-07-29 15:30:00,LARCENY,1,NONE,533.0,NORTHERN,Sabina-Mattfeldt,39.36789,-76.64938,1.0
2011-06-24 23:00:00,LARCENY,1,NONE,443.0,NORTHEASTERN,Frankford,39.32644,-76.54474,1.0
2016-03-16 08:20:00,LARCENY,0,NONE,212.0,SOUTHEASTERN,Washington Hill,39.29296,-76.5941,1.0
2011-08-09 00:01:00,LARCENY FROM AUTO,0,NONE,942.0,SOUTHERN,Federal Hill,39.27968,-76.61117,1.0
2016-09-05 20:20:00,LARCENY FROM AUTO,0,NONE,523.0,NORTHERN,Chinquapin Park,39.36235,-76.60419,1.0
2013-10-26 17:30:00,LARCENY FROM AUTO,0,NONE,141.0,CENTRAL,Charles North,39.30889,-76.61645,1.0
2012-09-08 00:00:00,LARCENY,1,NONE,342.0,EASTERN,East Baltimore Midway,39.31524,-76.59965,1.0
2014-10-25 18:30:00,LARCENY,1,NONE,342.0,EASTERN,East Baltimore Midway,39.31351,-76.59872,1.0
2016-08-28 22:40:00,ARSON,0,NONE,631.0,NORTHWESTERN,Reisterstown Station,39.34783,-76.69322,0.0
2011-12-21 08:25:00,BURGLARY,1,NONE,921.0,SOUTHERN,Westport,39.26313,-76.64131,1.0
2012-03-13 16:40:00,BURGLARY,1,NONE,241.0,SOUTHEASTERN,Eastwood,39.29134,-76.53106,1.0
2011-08-20 10:00:00,LARCENY,1,NONE,923.0,SOUTHERN,Lakeland,39.25429,-76.65155,1.0
2012-11-13 21:00:00,LARCENY,1,NONE,113.0,CENTRAL,Downtown West,39.28486,-76.61341,1.0
2013-05-06 20:30:00,BURGLARY,1,NONE,531.0,NORTHERN,Hampden,39.33121,-76.63084,1.0
2016-07-31 12:09:00,COMMON ASSAULT,1,HANDS,533.0,NORTHERN,Central Park Heights,39.33987,-76.66478,1.0
2011-10-01 08:15:00,LARCENY FROM AUTO,0,NONE,415.0,NORTHEASTERN,Perring Loch,39.35101,-76.58162,1.0
2011-02-16 10:00:00,BURGLARY,1,NONE,424.0,NORTHEASTERN,North Harford Road,39.36751,-76.55155,1.0
2013-06-06 07:11:00,HOMICIDE,0,FIREARM,411.0,NORTHEASTERN,Coldstream Homestead Montebello,39.32251,-76.60023,0.0
2013-05-31 10:15:00,ROBBERY - STREET,0,NONE,111.0,CENTRAL,Downtown,39.29282,-76.62056,0.0
2012-06-03 17:03:00,AGG. ASSAULT,0,OTHER,742.0,WESTERN,Sandtown-Winchester,39.30574,-76.6448,1.0
2012-07-20 16:30:00,LARCENY FROM AUTO,0,NONE,232.0,SOUTHEASTERN,Canton,39.27832,-76.57622,1.0
2015-12-22 00:05:00,AGG. ASSAULT,1,KNIFE,142.0,CENTRAL,Mount Vernon,39.30061,-76.61589,0.0
2014-06-18 11:50:00,LARCENY,1,NONE,831.0,SOUTHWESTERN,Morrell Park,39.26449,-76.65493,1.0
2016-08-14 00:00:00,LARCENY FROM AUTO,0,NONE,331.0,EASTERN,Broadway East,39.30944,-76.58505,1.0
2013-05-01 21:00:00,LARCENY FROM AUTO,0,NONE,533.0,NORTHERN,Sabina-Mattfeldt,39.37067,-76.65037,1.0
2012-05-31 03:16:00,AUTO THEFT,0,NONE,514.0,NORTHERN,Charles North,39.31329,-76.61593,0.0
2012-05-16 15:30:00,AGG. ASSAULT,0,FIREARM,434.0,NORTHEASTERN,Belair-Edison,39.31705,-76.57806,0.0
2013-08-21 23:00:00,LARCENY FROM AUTO,0,NONE,444.0,NORTHEASTERN,Frankford,39.34089,-76.53428,1.0
2015-04-11 04:41:00,BURGLARY,1,NONE,531.0,NORTHERN,Hampden,39.3341,-76.63592,1.0
2016-03-17 14:30:00,AGG. ASSAULT,1,OTHER,922.0,SOUTHERN,Cherry Hill,39.25197,-76.62298,0.0
2015-02-24 15:15:00,AUTO THEFT,0,NONE,213.0,SOUTHEASTERN,Fells Point,39.2813,-76.59028,0.0
2012-02-05 00:45:00,LARCENY FROM AUTO,1,NONE,842.0,SOUTHWESTERN,Penrose/Fayette Street Outreach,39.29235,-76.66192,1.0
2012-01-20 09:00:00,AGG. ASSAULT,0,OTHER,121.0,CENTRAL,Heritage Crossing,39.29858,-76.62437,0.0
2012-11-08 14:45:00,COMMON ASSAULT,0,HANDS,513.0,NORTHERN,Harwood,39.32282,-76.61088,1.0
2016-04-10 14:30:00,AUTO THEFT,0,NONE,213.0,SOUTHEASTERN,Fells Point,39.28338,-76.59353,0.0
2014-12-13 17:49:00,BURGLARY,1,NONE,523.0,NORTHERN,Cameron Village,39.3547,-76.60212,1.0
2012-02-24 15:00:00,AUTO THEFT,0,NONE,241.0,SOUTHEASTERN,Pulaski Industrial Area,39.30245,-76.5378,0.0
2011-07-10 02:50:00,COMMON ASSAULT,1,HANDS,131.0,CENTRAL,Druid Heights,39.30742,-76.63387,1.0
2016-03-30 03:07:00,LARCENY FROM AUTO,0,NONE,611.0,NORTHWESTERN,Liberty Square,39.31947,-76.6559,1.0
2011-07-06 16:30:00,LARCENY,1,NONE,432.0,NORTHEASTERN,Belair-Edison,39.32283,-76.57198,1.0
2012-03-16 19:40:00,COMMON ASSAULT,0,HANDS,631.0,NORTHWESTERN,Reisterstown Station,39.3539,-76.69917,1.0
2013-02-26 13:50:00,COMMON ASSAULT,1,HANDS,842.0,SOUTHWESTERN,Carroll-South Hilton,39.28631,-76.67118,1.0
2013-07-22 21:20:00,AGG. ASSAULT,1,OTHER,711.0,WESTERN,Franklin Square,39.28871,-76.63819,1.0
2012-03-08 04:00:00,AUTO THEFT,0,NONE,223.0,SOUTHEASTERN,Baltimore Highlands,39.2923,-76.56749,0.0
2013-03-27 01:00:00,COMMON ASSAULT,1,HANDS,941.0,SOUTHERN,Carroll - Camden Industrial Area,39.27513,-76.64235,1.0
2012-03-08 08:00:00,AUTO THEFT,0,NONE,222.0,SOUTHEASTERN,Patterson Park Neighborhood,39.2919,-76.57123,0.0
2014-04-02 20:00:00,LARCENY,0,NONE,632.0,NORTHWESTERN,Cheswolde,39.37031,-76.66971,1.0
2014-09-22 02:30:00,BURGLARY,1,NONE,942.0,SOUTHERN,South Baltimore,39.27328,-76.6141,1.0
2012-07-27 12:00:00,LARCENY FROM AUTO,0,NONE,213.0,SOUTHEASTERN,Fells Point,39.28561,-76.59334,1.0
2015-09-29 11:00:00,LARCENY,1,NONE,111.0,CENTRAL,Downtown,39.29122,-76.61237,1.0
2014-11-18 21:20:00,BURGLARY,1,NONE,532.0,NORTHERN,Levindale,39.35115,-76.66694,1.0
2014-01-16 15:35:00,LARCENY,1,NONE,531.0,NORTHERN,Hampden,39.33052,-76.63692,1.0
2016-10-30 14:00:00,COMMON ASSAULT,0,HANDS,823.0,SOUTHWESTERN,West Hills,39.29507,-76.70451,1.0
2013-08-17 07:00:00,AUTO THEFT,0,NONE,711.0,WESTERN,Franklin Square,39.28842,-76.63959,1.0
2014-01-26 21:17:00,COMMON ASSAULT,0,HANDS,423.0,NORTHEASTERN,Hamilton Hills,39.37021,-76.56478,1.0
2013-12-07 23:57:00,ROBBERY - STREET,0,FIREARM,712.0,WESTERN,Poppleton,39.2924,-76.63696,0.0
2013-10-23 12:30:00,AGG. ASSAULT,0,OTHER,221.0,SOUTHEASTERN,McElderry Park,39.2947,-76.57639,0.0
2016-07-02 20:46:00,LARCENY,0,NONE,942.0,SOUTHERN,Sharp-Leadenhall,39.27559,-76.61707,1.0
2012-11-09 15:00:00,LARCENY FROM AUTO,0,NONE,622.0,NORTHWESTERN,Howard Park,39.33402,-76.69127,1.0
2015-09-05 17:00:00,LARCENY,0,NONE,224.0,SOUTHEASTERN,Ellwood Park/Monument,39.29595,-76.57355,1.0
2015-06-07 21:30:00,BURGLARY,1,NONE,935.0,SOUTHERN,New Southwest/Mount Clare,39.28458,-76.63812,1.0
2012-06-13 13:00:00,ASSAULT BY THREAT,0,NONE,643.0,NORTHWESTERN,Ashburton,39.33411,-76.67366,0.0
2011-04-15 22:44:00,BURGLARY,1,NONE,732.0,WESTERN,Parkview/Woodbrook,39.31711,-76.64981,1.0
2014-05-07 07:10:00,AUTO THEFT,0,NONE,443.0,NORTHEASTERN,Frankford,39.33206,-76.55267,1.0
2012-10-14 02:28:00,BURGLARY,1,NONE,641.0,NORTHWESTERN,Windsor Hills,39.31369,-76.68365,1.0
2012-03-14 01:05:00,AGG. ASSAULT,0,OTHER,722.0,WESTERN,Midtown-Edmondson,39.29517,-76.64745,1.0
2014-08-10 04:09:00,COMMON ASSAULT,0,HANDS,123.0,CENTRAL,Upton,39.30428,-76.63568,1.0
2011-06-18 13:15:00,AUTO THEFT,0,NONE,813.0,SOUTHWESTERN,Rosemont,39.30344,-76.66644,1.0
2012-11-18 10:00:00,LARCENY,1,NONE,434.0,NORTHEASTERN,Four By Four,39.31527,-76.57924,1.0
2013-06-05 07:44:00,LARCENY FROM AUTO,0,NONE,312.0,EASTERN,Oldtown,39.29509,-76.60179,1.0
2016-06-07 14:00:00,BURGLARY,1,NONE,913.0,SOUTHERN,Brooklyn,39.22905,-76.6002,1.0
2014-01-20 16:00:00,LARCENY,0,NONE,935.0,SOUTHERN,Carroll Park,39.27224,-76.64612,1.0
2016-05-29 22:10:00,BURGLARY,1,NONE,232.0,SOUTHEASTERN,Canton,39.278,-76.578,1.0
2013-09-25 20:49:00,LARCENY FROM AUTO,0,NONE,223.0,SOUTHEASTERN,Baltimore Highlands,39.29041,-76.56435,1.0
2011-09-06 09:00:00,LARCENY,1,NONE,622.0,NORTHWESTERN,Seton Business Park,39.34483,-76.70096,1.0
2011-03-07 23:15:00,ROBBERY - RESIDENCE,1,NONE,841.0,SOUTHWESTERN,Millhill,39.28025,-76.65602,0.0
2011-05-25 16:22:00,LARCENY,1,NONE,514.0,NORTHERN,Old Goucher,39.31645,-76.61687,1.0
2011-01-10 11:30:00,COMMON ASSAULT,1,HANDS,412.0,NORTHEASTERN,Ednor Gardens-Lakeside,39.33255,-76.58896,1.0
2012-07-06 10:00:00,LARCENY FROM AUTO,1,NONE,111.0,CENTRAL,Downtown,39.28862,-76.6095,1.0
2012-10-16 18:50:00,COMMON ASSAULT,0,HANDS,414.0,NORTHEASTERN,Woodbourne Heights,39.35689,-76.59075,1.0
2014-07-19 10:27:00,COMMON ASSAULT,1,HANDS,321.0,EASTERN,Dunbar-Broadway,39.29529,-76.59129,1.0
2015-07-28 04:00:00,LARCENY FROM AUTO,1,NONE,445.0,NORTHEASTERN,Cedmont,39.34811,-76.53267,1.0
2013-05-12 00:15:00,COMMON ASSAULT,1,HANDS,631.0,NORTHWESTERN,Fallstaff,39.3642,-76.70985,1.0
2014-12-14 22:11:00,LARCENY,1,NONE,943.0,SOUTHERN,Riverside,39.27154,-76.59896,1.0
