current_date,inside,weapon,post,lat,lon,dist_center,day_period,crime_type,neighborhood_lat,neighborhood_lon,district_lat,district_lon,common_dist
2013-07-29 16:40:00,1,0,831.0,39.25601,-76.66042,6.90250195669315,6,1,39.2760466359447,-76.65405405529953,39.290191818719975,-76.67458630780087,1.0
2016-08-18 17:00:00,0,0,622.0,39.33095,-76.70351,8.002139028258586,6,1,39.33153779874214,-76.69892716981133,39.340550095447526,-76.68238401277931,1.0
2013-03-25 12:30:00,1,0,213.0,39.28624,-76.59348,3.033533396723264,5,1,39.28431501347709,-76.59348733153638,39.28954494317715,-76.57517554868063,1.0
2011-10-19 12:30:00,0,0,643.0,39.32607,-76.67633,5.620026948909154,5,1,39.32829303797469,-76.67125810126579,39.340550095447526,-76.68238401277931,1.0
2015-04-22 21:15:00,1,2,921.0,39.26307,-76.64442,5.526284551291091,8,32,39.26164384615384,-76.64428743589745,39.26376186739272,-76.62165641425072,0.0
2011-09-24 23:00:00,1,0,111.0,39.28938,-76.61977,2.0435884582046664,8,2,39.29085047974414,-76.615084445629,39.29873684383431,-76.620764340225,1.0
2016-02-26 18:00:00,0,0,241.0,39.28896,-76.53915,6.895343293138361,7,2,39.28884345679012,-76.54162839506174,39.28954494317715,-76.57517554868063,1.0
2013-09-14 21:30:00,0,0,112.0,39.28076,-76.61259,2.9820128979394664,8,2,39.28535731843575,-76.60809446927375,39.29873684383431,-76.620764340225,1.0
2011-06-04 16:00:00,0,0,922.0,39.24927,-76.61762,6.475527604451764,6,1,39.25916242352941,-76.62636630588236,39.26376186739272,-76.62165641425072,1.0
2014-08-03 19:00:00,0,0,425.0,39.35587,-76.53995,8.446774405670649,7,3,39.35539420289855,-76.53785,39.33762689962533,-76.5666633515134,1.0
2015-05-15 00:05:00,0,0,931.0,39.28681,-76.63133,2.666737773255153,1,2,39.28707966666666,-76.63360373333335,39.26376186739272,-76.62165641425072,1.0
2016-05-17 22:00:00,0,0,642.0,39.33329,-76.68165,6.367342028081357,8,2,39.33161255813953,-76.6803234883721,39.340550095447526,-76.68238401277931,1.0
2011-10-19 03:30:00,1,2,911.0,39.20254,-76.55649,12.733071581381244,2,32,39.204078,-76.56175250000001,39.26376186739272,-76.62165641425072,0.0
2012-08-25 22:15:00,1,1,631.0,39.36319,-76.70922,10.1621207179001,8,21,39.36369537735849,-76.70630509433963,39.340550095447526,-76.68238401277931,1.0
2014-01-05 23:00:00,1,1,213.0,39.28459,-76.58941,3.399988724630756,8,21,39.28431501347709,-76.59348733153638,39.28954494317715,-76.57517554868063,1.0
2015-02-25 02:42:38,1,2,413.0,39.34599,-76.58726,4.930104836971746,1,52,39.34714047619048,-76.58838904761906,39.33762689962533,-76.5666633515134,0.0
2014-07-20 21:00:00,0,0,842.0,39.2856,-76.65821,4.400489025167306,8,3,39.28633765306122,-76.65671071428571,39.290191818719975,-76.67458630780087,1.0
2014-07-26 20:15:00,1,0,823.0,39.29254,-76.7046,7.837720691838518,7,15,39.29589428571429,-76.70653510204082,39.290191818719975,-76.67458630780087,1.0
2013-11-18 23:15:00,0,4,423.0,39.3632,-76.56235,7.708154008384689,8,11,39.36313693009118,-76.56598340425532,39.33762689962533,-76.5666633515134,0.0
2012-12-15 19:30:00,0,0,942.0,39.27471,-76.61593,3.64371452826162,7,2,39.276630638297874,-76.61686744680851,39.26376186739272,-76.62165641425072,1.0
2011-02-19 15:00:00,1,0,941.0,39.27199,-76.62815,4.091216552435514,6,1,39.27471564285714,-76.63073878571429,39.26376186739272,-76.62165641425072,1.0
2015-10-23 01:10:00,1,1,922.0,39.24779,-76.62906,6.73813403736678,1,21,39.25916242352941,-76.62636630588236,39.26376186739272,-76.62165641425072,1.0
2015-10-29 01:00:00,1,0,844.0,39.30274,-76.68671,6.142112420230004,1,14,39.31645140495869,-76.68323966942148,39.290191818719975,-76.67458630780087,0.0
2012-11-19 04:00:00,0,0,842.0,39.28849,-76.67362,5.421316552461576,2,41,39.28514728395061,-76.67507185185185,39.290191818719975,-76.67458630780087,0.0
