cases,deaths,population,high_risk_2w,current_date,country,first_date
4.615597921415432,2.126789522933623,0.2915539912282239,True,2020-10-11,MA,03/03/2020
-0.21659969380015537,-0.20560872310430772,-0.3830495062365213,True,2020-10-23,TN,03/03/2020
-0.1183557690063444,-0.20560872310430772,-0.6749541595675831,True,2020-05-18,DJ,19/03/2020
0.21848054457243601,-0.09454213995964436,-0.6749541595675831,True,2020-05-21,DJ,19/03/2020
1.3188125022631187,2.459989272367613,-0.3830495062365213,True,2020-11-26,TN,03/03/2020
4.618404890695255,2.2378561060782864,0.2915539912282239,True,2020-10-10,MA,03/03/2020
-0.15624985428395718,-0.20560872310430772,-0.6864880696121228,True,2020-08-23,CV,21/03/2020
10.017610300435123,16.732045206456856,0.8929021673871884,True,2020-08-08,ZA,06/03/2020
-0.1183557690063444,-0.15007543153197606,-0.6864880696121228,True,2020-09-28,CV,21/03/2020
-0.08467213764846636,-0.15007543153197606,-0.6864880696121228,True,2020-09-12,CV,21/03/2020
-0.18151257780236574,-0.15007543153197606,-0.6749541595675831,True,2020-05-16,DJ,19/03/2020
1.8072251569523505,1.4048567324933112,-0.3830495062365213,True,2020-10-22,TN,03/03/2020
12.09617105214418,9.401650718909075,0.8929021673871884,True,2020-07-06,ZA,06/03/2020
1.494248082252067,0.34972419261900917,-0.3830495062365213,True,2020-09-24,TN,03/03/2020
1.1924988846710762,0.23865760947434578,-0.5169317424261667,True,2020-11-07,LY,25/03/2020
8.998680451859313,7.569052097022129,0.2915539912282239,True,2020-11-24,MA,03/03/2020
11.249869814277496,10.623383133500372,0.8929021673871884,True,2020-07-22,ZA,06/03/2020
5.3804970501672456,3.792788270103574,0.2915539912282239,True,2020-10-28,MA,03/03/2020
1.9293283206246583,5.125587267839535,-0.3830495062365213,True,2020-11-12,TN,03/03/2020
-0.21659969380015537,-0.20560872310430772,-0.6864880696121228,True,2020-11-29,CV,21/03/2020
1.1265351065952316,0.571857358908336,-0.5169317424261667,True,2020-10-21,LY,25/03/2020
-0.10432092260722854,-0.15007543153197606,-0.6864880696121228,True,2020-11-11,CV,21/03/2020
-0.10011046868749379,-0.20560872310430772,-0.6864880696121228,True,2020-09-30,CV,21/03/2020
-0.21659969380015537,-0.20560872310430772,-0.6645418911748852,True,2020-07-20,GQ,15/03/2020
1.2935497787447103,0.07205773475735071,-0.5169317424261667,True,2020-10-10,LY,25/03/2020
7.383269631321078,4.348121185826891,0.2915539912282239,True,2020-11-18,MA,03/03/2020
1.6107373073647284,1.5159233156379746,-0.3830495062365213,True,2020-11-01,TN,03/03/2020
4.955241204274036,3.8483215616759057,0.2915539912282239,True,2020-10-24,MA,03/03/2020
0.07813208058127752,-0.15007543153197606,-0.6749541595675831,True,2020-06-03,DJ,19/03/2020
0.8767148406909695,0.23865760947434578,-0.5169317424261667,True,2020-10-09,LY,25/03/2020
3.380531438293237,1.626989898782638,0.2915539912282239,True,2020-10-12,MA,03/03/2020
-0.09168956084802428,-0.15007543153197606,-0.6864880696121228,True,2020-10-23,CV,21/03/2020
-0.10432092260722854,-0.15007543153197606,-0.6864880696121228,True,2020-11-11,CV,21/03/2020
3.3047432677380115,2.293389397650618,-0.3830495062365213,True,2020-10-05,TN,03/03/2020
6.23381571123349,3.959388144820569,0.2915539912282239,True,2020-11-09,MA,03/03/2020
1.4226703656165762,2.626589147084608,-0.3830495062365213,True,2020-11-27,TN,03/03/2020
-0.1183557690063444,-0.15007543153197606,-0.6864880696121228,True,2020-09-28,CV,21/03/2020
1.2303929699486889,0.1275910263296824,-0.5169317424261667,True,2020-10-07,LY,25/03/2020
1.6107373073647284,1.5159233156379746,-0.3830495062365213,True,2020-11-01,TN,03/03/2020
-0.21659969380015537,-0.20560872310430772,-0.6749541595675831,True,2020-05-20,DJ,19/03/2020
6.26890282723128,2.7376557302292714,0.8929021673871884,True,2020-06-22,ZA,06/03/2020
7.10116921869885,3.626188395386579,0.2915539912282239,True,2020-11-11,MA,03/03/2020
4.010696041613539,3.7372549785312423,0.2915539912282239,True,2020-11-17,MA,03/03/2020
-0.14081152324492976,-0.20560872310430772,-0.6864880696121228,True,2020-08-24,CV,21/03/2020
-0.10151395332740538,-0.20560872310430772,-0.6864880696121228,True,2020-11-22,CV,21/03/2020
2.1286231394921034,3.6817216869589107,-0.3830495062365213,True,2020-11-15,TN,03/03/2020
5.975574537489758,2.5710558555122764,0.2915539912282239,True,2020-11-29,MA,03/03/2020
3.7145607825921942,2.9597888965185986,0.8929021673871884,True,2020-06-17,ZA,06/03/2020
3.894206816500877,2.4044559807952814,0.2915539912282239,True,2020-10-09,MA,03/03/2020
1.4998620208117133,3.6817216869589107,-0.3830495062365213,True,2020-11-20,TN,03/03/2020
-0.21659969380015537,-0.20560872310430772,-0.6645418911748852,True,2020-07-24,GQ,15/03/2020
2.9187849917623256,1.6825231903549698,-0.3830495062365213,True,2020-10-15,TN,03/03/2020
-0.12116273828616757,-0.20560872310430772,-0.6864880696121228,True,2020-08-20,CV,21/03/2020
-0.16046030820369195,-0.15007543153197606,-0.6864880696121228,True,2020-11-19,CV,21/03/2020
-0.08607562228837794,-0.20560872310430772,-0.6864880696121228,True,2020-10-09,CV,21/03/2020
7.383269631321078,4.348121185826891,0.2915539912282239,True,2020-11-18,MA,03/03/2020
0.9721517962049573,0.6829239420529993,-0.5169317424261667,True,2020-09-22,LY,25/03/2020
1.4760027819332164,3.5706551038142473,-0.3830495062365213,True,2020-11-22,TN,03/03/2020
