cases,deaths,population,current_day,current_month,nr_months,ratio,cases_per_100k,avg_total,sum_total,sum_100k,avg_100k,high_risk_2w,current_year,current_risk,current_date,first_date,country,Season
2.27188429460952,2.2848003348001042,2.963967694128912,0.6702841929890256,1.121514878137434,2.0783919887473132,-0.08877645640507369,0.7486395170532615,5.684341886080802e-14,2.4449602416728635,2.4449602416728635,0.0,True,2020.0,False,2020-10-22,2019-12-31,BR,Autumn
6.986129148822862,4.944540542580719,4.83947799287911,0.6702841929890256,-0.03405869977855651,0.9440751790848613,-0.12718104663477886,1.7996727539909942,5.684341886080802e-14,5.502581914141719,5.502581914141719,0.0,True,2020.0,False,2020-07-22,2019-12-31,US,Summer
0.09263153360931067,0.5698499988068791,0.12661048644785447,-1.0281766338926908,-0.03405869977855651,-0.1902416305775906,0.13172357431977536,0.48133866059091107,5.684341886080802e-14,0.12978081717386808,0.12978081717386808,0.0,True,2020.0,False,2020-07-07,2020-03-07,PE,Summer
-0.036328965049246126,-0.03015873493487582,-0.20708126559424314,-0.4620230249321186,0.351132492860107,0.18786397264322668,-0.053630487352836216,1.0541009441411338,5.684341886080802e-14,-0.22401766471176876,-0.22401766471176876,0.0,True,2020.0,False,2020-08-12,2020-03-12,BO,Summer
1.0385747579027647,0.8564213343253293,0.4099501018573759,0.33059202761268236,0.351132492860107,0.18786397264322668,-0.10587657837280236,2.0963723927544864,5.684341886080802e-14,0.2793817377740089,0.2793817377740089,0.0,True,2020.0,False,2020-08-19,2020-03-07,CO,Summer
0.46374231844871794,0.41760897681270254,0.12661048644785447,-1.2546380774769197,0.7363236854987706,0.565969575864044,-0.0920820529091364,1.6672711960357898,5.684341886080802e-14,0.12978081717386808,0.12978081717386808,0.0,True,2020.0,False,2020-09-05,2020-03-07,PE,Summer
2.47540631996927,7.304276383490457,4.83947799287911,1.2364378019495978,-1.1896322776945472,-0.1902416305775906,0.14035807760843946,0.37556087682111206,5.684341886080802e-14,5.502581914141719,5.502581914141719,0.0,True,2020.0,False,2020-04-27,2019-12-31,US,Spring
-0.19892699315666795,-0.24956491369118922,-0.3838586753297294,-0.6884844685163475,0.7363236854987706,0.565969575864044,-0.21939110360523317,1.2331812211914637,5.684341886080802e-14,-0.28333359098593386,-0.28333359098593386,0.0,True,2020.0,False,2020-09-10,2020-03-16,BS,Summer
-0.20441679766612667,-0.24956491369118922,-0.3874512869028935,-0.6884844685163475,0.7363236854987706,0.565969575864044,-0.21939110360523317,0.10029959133594958,5.684341886080802e-14,-0.2855535152427416,-0.2855535152427416,0.0,True,2020.0,False,2020-09-10,2020-03-13,CW,Summer
-0.20072365645067264,-0.24060955945623763,-0.3838449286794116,0.10413058402845352,1.121514878137434,0.9440751790848613,0.0296175240037358,0.7512258077657293,5.684341886080802e-14,-0.28409187766211935,-0.28409187766211935,0.0,True,2020.0,False,2020-10-17,2020-03-24,BZ,Autumn
0.0640845501601255,-0.11075692304943992,0.20449083861857756,1.4628992455338266,1.121514878137434,2.0783919887473132,-0.15361001746770264,0.2773411923682145,5.684341886080802e-14,-0.12640674731227483,-0.12640674731227486,0.0,True,2020.0,False,2020-10-29,2019-12-31,CA,Autumn
3.3407991399148487,9.09534723048077,4.83947799287911,-0.575253746724233,-1.1896322776945472,-0.1902416305775906,0.11704774948841727,0.648780101336234,5.684341886080802e-14,5.502581914141719,5.502581914141719,0.0,True,2020.0,False,2020-04-11,2019-12-31,US,Spring
0.2826785842640259,0.18476976670396178,0.20449083861857756,1.009976358365369,1.5067060707760978,2.4564975919681302,-0.10576086261615365,0.8843822924905317,5.684341886080802e-14,-0.12640674731227483,-0.12640674731227486,0.0,True,2020.0,False,2020-11-25,2019-12-31,CA,Autumn
-0.10400328245675503,0.0728278387670672,-0.20708126559424314,0.5570534711969112,0.351132492860107,0.18786397264322668,0.18687321887797143,0.4434246221800379,5.684341886080802e-14,-0.22401766471176876,-0.22401766471176876,0.0,True,2020.0,False,2020-08-21,2020-03-12,BO,Summer
-0.12326750555358279,-0.1689667255766251,-0.27809444284153934,1.1232070801574834,0.7363236854987706,0.565969575864044,-0.09397799918903711,0.7392155678382452,5.684341886080802e-14,-0.25114641952274946,-0.25114641952274946,0.0,True,2020.0,False,2020-09-26,2020-03-08,PY,Autumn
-0.0884322005753813,-0.18687743404652823,-0.30983216876445197,-0.3487923031400042,1.5067060707760978,1.3221807823056786,-0.15091904716621696,1.934953590472383,5.684341886080802e-14,-0.22727444758969262,-0.22727444758969265,0.0,True,2020.0,False,2020-11-13,2020-03-07,CR,Autumn
-0.06956723598833235,0.14894834976415552,-0.20708126559424314,-1.4810995210611484,0.351132492860107,0.18786397264322668,0.15540349986209,0.7541669983991797,5.684341886080802e-14,-0.22401766471176876,-0.22401766471176876,0.0,True,2020.0,False,2020-08-03,2020-03-12,BO,Summer
1.424158663721654,1.711657663763204,0.32160970891676116,0.7835149147811401,1.121514878137434,0.9440751790848613,-0.06573028188806604,3.309598831034472,5.684341886080802e-14,0.32714471450592525,0.32714471450592525,0.0,True,2020.0,False,2020-10-23,2020-03-04,AR,Autumn
-0.19633181284310566,-0.24956491369118922,-0.3838586753297294,0.21736130582056795,0.7363236854987706,0.565969575864044,-0.21939110360523317,1.9254189024213388,5.684341886080802e-14,-0.28333359098593386,-0.28333359098593386,0.0,True,2020.0,False,2020-09-18,2020-03-16,BS,Summer
