cases,deaths,population,high_risk_2w,current_date,country,first_date
2.27188429460952,2.2848003348001042,2.963967694128912,True,2020-10-22,BR,31/12/2019
6.986129148822862,4.944540542580719,4.83947799287911,True,2020-07-22,US,31/12/2019
0.09263153360931067,0.5698499988068791,0.12661048644785447,True,2020-07-07,PE,07/03/2020
-0.036328965049246126,-0.03015873493487582,-0.20708126559424314,True,2020-08-12,BO,12/03/2020
1.0385747579027647,0.8564213343253293,0.4099501018573759,True,2020-08-19,CO,07/03/2020
0.46374231844871794,0.41760897681270254,0.12661048644785447,True,2020-09-05,PE,07/03/2020
2.47540631996927,7.304276383490457,4.83947799287911,True,2020-04-27,US,31/12/2019
-0.19892699315666795,-0.24956491369118922,-0.3838586753297294,True,2020-09-10,BS,16/03/2020
-0.20441679766612667,-0.24956491369118922,-0.3874512869028935,True,2020-09-10,CW,13/03/2020
-0.20072365645067264,-0.24060955945623763,-0.3838449286794116,True,2020-10-17,BZ,24/03/2020
0.0640845501601255,-0.11075692304943992,0.20449083861857756,True,2020-10-29,CA,31/12/2019
3.3407991399148487,9.09534723048077,4.83947799287911,True,2020-04-11,US,31/12/2019
0.2826785842640259,0.18476976670396178,0.20449083861857756,True,2020-11-25,CA,31/12/2019
-0.10400328245675503,0.0728278387670672,-0.20708126559424314,True,2020-08-21,BO,12/03/2020
-0.12326750555358279,-0.1689667255766251,-0.27809444284153934,True,2020-09-26,PY,08/03/2020
-0.0884322005753813,-0.18687743404652823,-0.30983216876445197,True,2020-11-13,CR,07/03/2020
-0.06956723598833235,0.14894834976415552,-0.20708126559424314,True,2020-08-03,BO,12/03/2020
1.424158663721654,1.711657663763204,0.32160970891676116,True,2020-10-23,AR,04/03/2020
-0.19633181284310566,-0.24956491369118922,-0.3838586753297294,True,2020-09-18,BS,16/03/2020
-0.03622915042180142,0.17581441246901022,-0.08886113763083357,True,2020-10-17,CL,04/03/2020
-0.11697918402456647,-0.15553369422419774,-0.27809444284153934,True,2020-10-03,PY,08/03/2020
-0.14213247014063174,-0.21822117386885873,-0.3225636488213599,True,2020-10-06,PA,10/03/2020
0.45126549001813,0.7355240521534832,0.4099501018573759,True,2020-07-20,CO,07/03/2020
-0.14333024566996816,-0.1421006628717704,-0.27809444284153934,True,2020-10-21,PY,08/03/2020
-0.06337872908676075,-0.20478814251643138,-0.30983216876445197,True,2020-11-19,CR,07/03/2020
0.5859154224410349,0.5967160615117338,0.4099501018573759,True,2020-09-20,CO,07/03/2020
0.21460500834673824,0.16238138111658287,-0.08886113763083357,True,2020-06-06,CL,04/03/2020
1.363571184862719,1.4564300680670843,0.32160970891676116,True,2020-10-24,AR,04/03/2020
-0.20242050511723259,-0.24956491369118922,-0.38937476907001656,True,2020-08-13,SX,03/03/2020
-0.20501568543079488,-0.24956491369118922,-0.3883864405344531,True,2020-06-30,VI,24/03/2020
0.6500962278879792,0.5205955505146456,0.4099501018573759,True,2020-10-23,CO,07/03/2020
-0.19333737401976459,-0.23165420522128607,-0.3434305236729769,True,2020-09-23,PR,28/03/2020
-0.20212106123489848,-0.24508723657371342,-0.3838449286794116,True,2020-08-15,BZ,24/03/2020
-0.20331883676423493,-0.24508723657371342,-0.38835893134173627,True,2020-10-23,AW,13/03/2020
-0.13813988504284358,-0.19135511116400403,-0.27809444284153934,True,2020-11-15,PY,08/03/2020
0.10740409847112678,0.23850189211367118,-0.08886113763083357,True,2020-07-10,CL,04/03/2020
3.6897510774615316,4.546027279125375,2.963967694128912,True,2020-07-12,BR,31/12/2019
0.31781333312456156,-0.007770349347496903,0.32160970891676116,True,2020-08-03,AR,04/03/2020
-0.20381790990145843,-0.24956491369118922,-0.38937476907001656,True,2020-11-18,SX,03/03/2020
0.146032359292227,-0.11075692304943992,-0.08886113763083357,True,2020-05-20,CL,04/03/2020
0.21889703732686047,0.028051067592309364,0.32160970891676116,True,2020-07-17,AR,04/03/2020
-0.05010338363661519,0.12208228705930081,-0.20708126559424314,True,2020-08-01,BO,12/03/2020
-0.076753889164351,-0.18687743404652823,-0.3225636488213599,True,2020-11-22,PA,10/03/2020
4.316786567069158,5.365442191623442,2.963967694128912,True,2020-07-08,BR,31/12/2019
-0.01187438132529379,-0.061502474757206306,-0.20708126559424314,True,2020-07-17,BO,12/03/2020
0.012879646280992653,-0.12418995440186727,0.12661048644785447,True,2020-04-27,PE,07/03/2020
0.4665371280171696,0.5385062589845487,0.4099501018573759,True,2020-09-24,CO,07/03/2020
-0.20431698303868195,-0.24956491369118922,-0.38937476907001656,True,2020-10-15,SX,03/03/2020
7.673452673407089,3.547505281928275,4.83947799287911,True,2020-11-01,US,31/12/2019
0.09183301658975304,0.16685905823405864,0.12661048644785447,True,2020-10-15,PE,07/03/2020
-0.12835805155326266,-0.23613188233876187,-0.3434305236729769,True,2020-11-04,PR,28/03/2020
-0.06896834822366414,-0.0032926722300211197,-0.20708126559424314,True,2020-07-22,BO,12/03/2020
-0.19832810539199974,-0.24508723657371342,-0.38835893134173627,True,2020-09-06,AW,13/03/2020
5.956641081358191,5.32514309756616,4.83947799287911,True,2020-07-29,US,31/12/2019
0.014077421810329093,0.16238138111658287,-0.08886113763083357,True,2020-07-27,CL,04/03/2020
4.127837477316335,3.5788490217506057,2.963967694128912,True,2020-08-29,BR,31/12/2019
0.0007022617327388383,0.3728322056379447,-0.08886113763083357,True,2020-07-09,CL,04/03/2020
-0.1178775156715688,-0.10180156881448835,-0.20708126559424314,True,2020-06-22,BO,12/03/2020
