current_date,cases,deaths,country,population,first_date,high_risk_2w,day,month,year,season,weekday,holiday,nr_months,ratio,cases_100k,current_risk,avg_2weeks,avg_2w_100k,sum_2weeks,sum_2w_100k
2022-03-07,30498.0,10.0,AT,8901064,2020-03-07,,7,3,2022,1,0,False,24,3049.8,342.6331953123806,True,28894.875,324.62270802681564,462318.0,5193.96332842905
2022-03-06,26960.0,13.0,AT,8901064,2020-03-07,,6,3,2022,1,6,False,23,2073.85,302.8851382261716,True,28361.875,318.6346598563947,453790.0,5098.154557702315
2022-03-05,28015.0,24.0,AT,8901064,2020-03-07,,5,3,2022,1,5,False,23,1167.29,314.73765383554144,True,28298.25,317.9198576709481,452772.0,5086.717722735169
2022-03-04,32108.0,23.0,AT,8901064,2020-03-07,,4,3,2022,1,4,False,23,1396.0,360.72092055511564,True,28470.125,319.8508066001997,455522.0,5117.612905603195
2022-03-03,32534.0,26.0,AT,8901064,2020-03-07,,3,3,2022,1,3,False,23,1251.31,365.5068652466716,True,28402.9375,319.0959811096741,454447.0,5105.535697754785
2022-03-02,32112.0,26.0,AT,8901064,2020-03-07,,2,3,2022,1,2,False,23,1235.08,360.7658590029237,True,28808.625,323.65372274595484,460938.0,5178.459563935277
2022-03-01,41987.0,31.0,AT,8901064,2020-03-07,,1,3,2022,1,1,False,23,1354.42,471.70765202901583,True,28466.75,319.8128897848617,455468.0,5117.006236557787
2022-02-28,27874.0,24.0,AT,8901064,2020-03-07,,28,2,2022,1,0,False,23,1161.42,313.1535735503081,True,27357.9375,307.35581161982435,437727.0,4917.69298591719
2022-02-27,21561.0,27.0,AT,8901064,2020-03-07,,27,2,2022,1,6,False,23,798.56,242.22946829727323,True,27188.625,305.45365138369976,435018.0,4887.258422139196
2022-02-26,22590.0,26.0,AT,8901064,2020-03-07,,26,2,2022,1,5,False,23,868.85,253.78988399589082,True,27713.875,311.35463131149265,443422.0,4981.674100983882
2022-02-25,25565.0,33.0,AT,8901064,2020-03-07,,25,2,2022,1,4,False,23,774.7,287.2128545531186,True,28385.125,318.8958645842789,454162.0,5102.333833348463
2022-02-24,30412.0,26.0,AT,8901064,2020-03-07,,24,2,2022,1,3,False,23,1169.69,341.6670186845078,True,28999.625,325.79953362878865,463994.0,5212.792538060618
2022-02-23,28973.0,23.0,AT,8901064,2020-03-07,,23,2,2022,1,2,False,23,1259.7,325.5004120855664,True,29596.5625,332.5058948008912,473545.0,5320.094316814259
2022-02-22,35654.0,26.0,AT,8901064,2020-03-07,,22,2,2022,1,1,False,23,1371.31,400.55885453694077,True,29590.25,332.4349763129442,473444.0,5318.959621007107
2022-02-21,23962.0,27.0,AT,8901064,2020-03-07,True,21,2,2022,1,0,False,23,887.48,269.2037715940476,True,28987.9375,325.66822910159954,463807.0,5210.691665625593
2022-02-20,21513.0,19.0,AT,8901064,2020-03-07,True,20,2,2022,1,6,False,23,1132.26,241.69020692357677,True,29369.1875,329.9514249083031,469907.0,5279.22279853285
2022-02-19,21970.0,22.0,AT,8901064,2020-03-07,True,19,2,2022,1,5,False,23,998.64,246.82442458564503,True,30103.5625,338.20184306055995,481657.0,5411.229488968959
2022-02-18,25942.0,19.0,AT,8901064,2020-03-07,True,18,2,2022,1,4,False,23,1365.37,291.4483032590261,True,31039.375,348.7153333578997,496630.0,5579.445333726395
2022-02-17,30765.0,25.0,AT,8901064,2020-03-07,True,17,2,2022,1,3,False,23,1230.6,345.63283670356714,True,31527.25,354.19641966398626,504436.0,5667.14271462378
2022-02-16,31033.0,21.0,AT,8901064,2020-03-07,True,16,2,2022,1,2,False,23,1477.76,348.6437127067056,True,32364.1875,363.59908770457105,517827.0,5817.585403273137
2022-02-15,39025.0,26.0,AT,8901064,2020-03-07,True,15,2,2022,1,1,False,23,1500.96,438.43073142716423,True,32166.0,361.3725280483322,514656.0,5781.960448773315
2022-02-14,26642.0,28.0,AT,8901064,2020-03-07,True,14,2,2022,1,0,False,23,951.5,299.31253162543265,True,31368.1875,352.4094142003698,501891.0,5638.5506272059165
2022-02-13,24246.0,18.0,AT,8901064,2020-03-07,True,13,2,2022,1,6,False,23,1347.0,272.39440138841826,True,31519.3125,354.1072449316172,504309.0,5665.715918905875
2022-02-12,25165.0,30.0,AT,8901064,2020-03-07,True,12,2,2022,1,5,False,23,838.83,282.71900977231485,True,32110.8125,360.7525179012307,513773.0,5772.040286419691
2022-02-11,29965.0,29.0,AT,8901064,2020-03-07,True,11,2,2022,1,4,False,23,1033.28,336.6451471419597,True,32910.4375,369.73599448335614,526567.0,5915.775911733698
2022-02-10,33330.0,21.0,AT,8901064,2020-03-07,True,10,2,2022,1,3,False,23,1587.14,374.44961636047105,True,33280.4375,373.8928009055996,532487.0,5982.284814489593
2022-02-09,35397.0,15.0,AT,8901064,2020-03-07,True,9,2,2022,1,2,False,23,2359.8,397.67155926527437,True,33587.8125,377.34603975434845,537405.0,6037.536636069575
2022-02-08,39963.0,14.0,AT,8901064,2020-03-07,True,8,2,2022,1,1,False,23,2854.5,448.96879743814895,True,33048.0,371.28145579000443,528768.0,5940.503292640071
2022-02-07,28872.0,23.0,AT,8901064,2020-03-07,True,7,2,2022,1,0,False,23,1255.3,324.36571627841346,True,32128.125,360.94701712064983,514050.0,5775.152273930397
2022-02-06,26017.0,17.0,AT,8901064,2020-03-07,True,6,2,2022,1,6,False,22,1530.41,292.2908991554268,True,31788.0625,357.12654689371965,508609.0,5714.024750299514
2022-02-05,30062.0,21.0,AT,8901064,2020-03-07,True,5,2,2022,1,5,False,22,1431.52,337.7349045013046,True,31833.3125,357.6349130845481,509333.0,5722.158609352769
2022-02-04,33263.0,16.0,AT,8901064,2020-03-07,True,4,2,2022,1,4,False,22,2078.94,373.69689735968643,True,31813.4375,357.4116251720019,509015.0,5718.58600275203
2022-02-03,36943.0,22.0,AT,8901064,2020-03-07,True,3,2,2022,1,3,False,22,1679.23,415.0402693430808,True,31309.6875,351.7521894011772,500955.0,5628.035030418835
2022-02-02,33748.0,17.0,AT,8901064,2020-03-07,True,2,2,2022,1,2,False,22,1985.18,379.14568415641094,True,30762.75,345.60755882667513,492204.0,5529.720941226802
2022-02-01,44156.0,11.0,AT,8901064,2020-03-07,True,1,2,2022,1,1,False,22,4014.18,496.0755253529241,True,29801.5625,334.80899025105316,476825.0,5356.943844016851
2022-01-31,27862.0,11.0,AT,8901064,2020-03-07,True,31,1,2022,1,0,False,22,2532.91,313.01875820688406,True,28053.75,315.1729950486818,448860.0,5042.767920778909
2022-01-30,26260.0,15.0,AT,8901064,2020-03-07,True,30,1,2022,1,6,False,22,1750.67,295.0209098597651,True,27246.9375,306.1087696931513,435951.0,4897.740315090421
2022-01-29,29060.0,12.0,AT,8901064,2020-03-07,True,29,1,2022,1,5,False,22,2421.67,326.4778233253912,True,26676.1875,299.69661492154194,426819.0,4795.145838744671
2022-01-28,33710.0,18.0,AT,8901064,2020-03-07,True,28,1,2022,1,4,False,22,1872.78,378.7187689022346,True,25922.25,291.2264196729739,414756.0,4659.622714767583
2022-01-27,37959.0,15.0,AT,8901064,2020-03-07,True,27,1,2022,1,3,False,22,2530.6,426.45463508632224,True,24870.1875,279.4069057362131,397923.0,4470.51049177941
2022-01-26,35885.0,9.0,AT,8901064,2020-03-07,True,26,1,2022,1,2,False,22,3987.22,403.1540498978549,True,23532.25,264.3756971076716,376516.0,4230.011153722746
2022-01-25,38248.0,10.0,AT,8901064,2020-03-07,True,25,1,2022,1,1,False,22,3824.8,429.70143794045293,True,22083.5,248.0995530421981,353336.0,3969.5928486751695
2022-01-24,26760.0,12.0,AT,8901064,2020-03-07,True,24,1,2022,1,0,False,22,2230.0,300.63821583576976,True,20376.8125,228.92558125635318,326029.0,3662.809300101651
2022-01-23,25245.0,15.0,AT,8901064,2020-03-07,True,23,1,2022,1,6,False,22,1683.0,283.6177787284756,True,19374.625,217.66639359069882,309994.0,3482.662297451181
2022-01-22,23431.0,8.0,AT,8901064,2020-03-07,True,22,1,2022,1,5,False,22,2928.88,263.2381926475307,True,18237.9375,204.89615061749922,291807.0,3278.3384098799875
2022-01-21,26741.0,14.0,AT,8901064,2020-03-07,True,21,1,2022,1,4,False,22,1910.07,300.42475820868157,True,17329.8125,194.69371863858075,277277.0,3115.099498217292
2022-01-20,29744.0,5.0,AT,8901064,2020-03-07,True,20,1,2022,1,3,False,22,5948.8,334.1622979005656,True,16208.25,182.09339917115526,259332.0,2913.494386738484
2022-01-19,25203.0,11.0,AT,8901064,2020-03-07,True,19,1,2022,1,2,False,22,2291.18,283.1459250264912,True,14979.5625,168.2895718983708,239673.0,2692.633150373933
2022-01-18,28192.0,5.0,AT,8901064,2020-03-07,True,18,1,2022,1,1,False,22,5638.4,316.7261801510471,True,13779.375,154.8059310662186,220470.0,2476.8948970594975
2022-01-17,18369.0,5.0,AT,8901064,2020-03-07,True,17,1,2022,1,0,False,22,3673.8,206.36858694645943,True,12235.5625,137.4617967020572,195769.0,2199.388747232915
2022-01-16,16191.0,9.0,AT,8901064,2020-03-07,True,16,1,2022,1,6,False,22,1799.0,181.8996021149831,True,11275.125,126.67165408539923,180402.0,2026.7464653663876
2022-01-15,14953.0,8.0,AT,8901064,2020-03-07,True,15,1,2022,1,5,False,22,1869.12,167.99115251839555,True,10494.625,117.90303945685595,167914.0,1886.4486313096952
2022-01-14,17128.0,11.0,AT,8901064,2020-03-07,True,14,1,2022,1,4,False,22,1557.09,192.42643351401586,True,9798.5,110.08234521176345,156776.0,1761.3175233882152
2022-01-13,16997.0,4.0,AT,8901064,2020-03-07,True,13,1,2022,1,3,False,22,4249.25,190.95469934830263,True,8926.875,100.28997656909331,142830.0,1604.639625105493
2022-01-12,16877.0,8.0,AT,8901064,2020-03-07,True,12,1,2022,1,2,False,22,2109.62,189.6065459140615,True,8073.375,90.70123526805335,129174.0,1451.2197642888536
2022-01-11,16552.0,9.0,AT,8901064,2020-03-07,True,11,1,2022,1,1,False,22,1839.11,185.95529702965848,True,7181.375,80.67996140686103,114902.0,1290.8793825097764
2022-01-10,12705.0,11.0,AT,8901064,2020-03-07,True,10,1,2022,1,0,False,22,1155.0,142.73574485027856,True,6255.3125,70.27600857605339,100085.0,1124.4161372168542
2022-01-09,10941.0,12.0,AT,8901064,2020-03-07,True,9,1,2022,1,6,False,22,911.75,122.9178893669341,True,5563.375,62.50235926850992,89014.0,1000.0377482961587
2022-01-08,10725.0,7.0,AT,8901064,2020-03-07,True,8,1,2022,1,5,False,22,1532.14,120.4912131853001,True,5011.875,56.306470776976774,80190.0,900.9035324316284
2022-01-07,7058.0,9.0,AT,8901064,2020-03-07,True,7,1,2022,1,4,False,22,784.22,79.29389115728188,False,4483.3125,50.36827619709284,71733.0,805.8924191534854
2022-01-06,8901.0,6.0,AT,8901064,2020-03-07,True,6,1,2022,1,3,True,21,1483.5,99.99928098483507,False,4177.375,46.93118710302499,66838.0,750.8989936483998
2022-01-05,8796.0,8.0,AT,8901064,2020-03-07,True,5,1,2022,1,2,False,21,1099.5,98.8196467298741,False,3797.125,42.659225908273434,60754.0,682.547614532375
2022-01-04,10085.0,10.0,AT,8901064,2020-03-07,True,4,1,2022,1,1,False,21,1008.5,113.30106153601412,False,3369.25,37.852216319307445,53908.0,605.6354611089191
2022-01-03,6000.0,16.0,AT,8901064,2020-03-07,True,3,1,2022,1,0,False,21,375.0,67.407671712056,False,2856.875,32.095882020396665,45710.0,513.5341123263466
2022-01-02,3491.0,10.0,AT,8901064,2020-03-07,True,2,1,2022,1,6,False,21,349.1,39.22003032446458,False,2606.1875,29.279505236677323,41699.0,468.4720837868372
2022-01-01,3002.0,8.0,AT,8901064,2020-03-07,True,1,1,2022,1,5,True,21,375.25,33.72630507993202,False,2534.8125,28.477634808602655,40557.0,455.6421569376425
2021-12-31,3703.0,11.0,AT,8901064,2020-03-07,True,31,12,2021,1,4,False,21,336.64,41.60176805829056,False,2515.9375,28.26558150800848,40255.0,452.2493041281357
2021-12-30,3815.0,24.0,AT,8901064,2020-03-07,True,30,12,2021,1,3,False,21,158.96,42.86004459691561,False,2467.875,27.72561797106503,39486.0,443.6098875370405
2021-12-29,3182.0,14.0,AT,8901064,2020-03-07,True,29,12,2021,1,2,False,21,227.29,35.748535231293694,False,2487.625,27.947501557117217,39802.0,447.1600249138755
2021-12-28,3341.0,16.0,AT,8901064,2020-03-07,True,28,12,2021,1,1,False,21,208.81,37.53483853166318,False,2472.1875,27.774067235108074,39555.0,444.3850757617292
2021-12-27,2605.0,18.0,AT,8901064,2020-03-07,True,27,12,2021,1,0,False,21,144.72,29.26616413498431,False,2467.3125,27.719298501842026,39477.0,443.5087760294724
2021-12-26,1735.0,15.0,AT,8901064,2020-03-07,True,26,12,2021,1,6,True,21,115.67,19.492051736736194,False,2508.875,28.186237061097415,40142.0,450.97979297755865
2021-12-25,1634.0,14.0,AT,8901064,2020-03-07,True,25,12,2021,1,5,True,21,116.71,18.35735592958325,False,2702.0625,30.35662365757622,43233.0,485.7059785212195
2021-12-24,2117.0,9.0,AT,8901064,2020-03-07,True,24,12,2021,1,4,False,21,235.22,23.783673502403758,False,2795.25,31.403549058854086,44724.0,502.4567849416654
2021-12-23,2268.0,17.0,AT,8901064,2020-03-07,True,23,12,2021,1,3,False,21,133.41,25.480099907157168,False,2932.6875,32.94760603900837,46923.0,527.1616966241339
2021-12-22,2163.0,15.0,AT,8901064,2020-03-07,True,22,12,2021,1,2,False,21,144.2,24.300465652196188,False,3171.375,35.6291674793036,50742.0,570.0666796688575
2021-12-21,2817.0,21.0,AT,8901064,2020-03-07,True,21,12,2021,1,1,False,21,134.14,31.64790186881029,False,3313.125,37.22167372350092,53010.0,595.5467795760147
2021-12-20,1950.0,18.0,AT,8901064,2020-03-07,True,20,12,2021,4,0,False,21,108.33,21.9074933064182,False,3403.9375,38.24191692139277,54463.0,611.8706707422843
2021-12-19,1887.0,28.0,AT,8901064,2020-03-07,True,19,12,2021,4,6,False,21,67.39,21.19971275344161,False,3614.25,40.60469624754973,57828.0,649.6751399607957
2021-12-18,1989.0,23.0,AT,8901064,2020-03-07,True,18,12,2021,4,5,False,21,86.48,22.345643172546563,False,3888.0,43.680171269412284,62208.0,698.8827403105965
2021-12-17,2349.0,25.0,AT,8901064,2020-03-07,True,17,12,2021,4,4,False,21,93.96,26.39010347526992,False,4217.5,47.38197590759936,67480.0,758.1116145215898
2021-12-16,2700.0,26.0,AT,8901064,2020-03-07,True,16,12,2021,4,3,False,21,103.85,30.333452270425198,False,4619.0625,51.89337476957811,73905.0,830.2939963132497
2021-12-15,2934.0,29.0,AT,8901064,2020-03-07,True,15,12,2021,4,2,False,21,101.17,32.96235146719538,False,5135.6875,57.69745616928493,82171.0,923.1592987085589
2021-12-14,4131.0,41.0,AT,8901064,2020-03-07,True,14,12,2021,4,1,False,21,100.76,46.410181973750554,False,5459.125,61.33115097251295,87346.0,981.2984155602072
2021-12-13,2935.0,40.0,AT,8901064,2020-03-07,True,13,12,2021,4,0,False,21,73.38,32.973586079147395,False,5700.1875,64.0393946161942,91203.0,1024.6303138591072
2021-12-12,3263.0,34.0,AT,8901064,2020-03-07,True,12,12,2021,4,6,False,21,95.97,36.65853879940645,False,6118.125,68.7347602488871,97890.0,1099.7561639821936
2021-12-11,3270.0,32.0,AT,8901064,2020-03-07,True,11,12,2021,4,5,False,21,102.19,36.73718108307052,False,6667.5,74.90677519002223,106680.0,1198.5084030403557
2021-12-10,4826.0,44.0,AT,8901064,2020-03-07,True,10,12,2021,4,4,False,21,109.68,54.21823728039704,False,7221.0625,81.1258350687064,115537.0,1298.0133610993023
2021-12-09,3125.0,44.0,AT,8901064,2020-03-07,True,9,12,2021,4,3,False,21,71.02,35.10816235002917,False,7823.3125,87.89188011680402,125173.0,1406.2700818688643
2021-12-08,4316.0,51.0,AT,8901064,2020-03-07,True,8,12,2021,4,2,True,21,84.63,48.48858518487228,False,8535.3125,95.89092382663466,136565.0,1534.2547812261546
2021-12-07,6087.0,54.0,AT,8901064,2020-03-07,True,7,12,2021,4,1,False,21,112.72,68.3850829518808,False,9014.1875,101.27089862515312,144227.0,1620.33437800245
2021-12-06,4431.0,45.0,AT,8901064,2020-03-07,True,6,12,2021,4,0,False,20,98.47,49.780565559353356,False,9361.125,105.16860680925336,149778.0,1682.6977089480538
2021-12-05,4270.0,42.0,AT,8901064,2020-03-07,True,5,12,2021,4,6,False,20,101.67,47.97179303507985,False,9965.6875,111.96063189749,159451.0,1791.37011035984
2021-12-04,5315.0,51.0,AT,8901064,2020-03-07,True,4,12,2021,4,5,False,20,104.22,59.7119625249296,False,10578.5,118.84534253433073,169256.0,1901.5254805492916
2021-12-03,6267.0,59.0,AT,8901064,2020-03-07,True,3,12,2021,4,4,False,20,106.22,70.40731310324249,False,11176.9375,125.56855562436131,178831.0,2009.096889989781
2021-12-02,7261.0,59.0,AT,8901064,2020-03-07,True,2,12,2021,4,3,False,20,123.07,81.57451738353977,False,11724.4375,131.7195056680864,187591.0,2107.5120906893826
2021-12-01,8774.0,62.0,AT,8901064,2020-03-07,True,1,12,2021,4,2,False,20,141.52,98.57248526692989,False,12300.1875,138.1878334994558,196803.0,2211.0053359912927
2021-11-30,10966.0,39.0,AT,8901064,2020-03-07,True,30,11,2021,4,1,False,20,281.18,123.19875466573434,True,12438.125,139.73750778558608,199010.0,2235.800124569377
2021-11-29,8109.0,66.0,AT,8901064,2020-03-07,True,29,11,2021,4,0,False,20,122.86,91.10146831884369,False,12453.0,139.90462263837222,199248.0,2238.4739622139555
2021-11-28,7988.0,56.0,AT,8901064,2020-03-07,True,28,11,2021,4,6,False,20,142.64,89.74208027265055,False,12661.1875,142.24352841413116,202579.0,2275.8964546260986
2021-11-27,9622.0,47.0,AT,8901064,2020-03-07,True,27,11,2021,4,5,False,20,204.72,108.0994362022338,False,12953.25,145.52473726736488,207252.0,2328.395796277838
2021-11-26,12053.0,65.0,AT,8901064,2020-03-07,True,26,11,2021,4,4,False,20,185.43,135.4107778575685,True,13013.8125,146.20513345370844,208221.0,2339.282135259335
2021-11-25,12127.0,60.0,AT,8901064,2020-03-07,True,25,11,2021,4,3,False,20,202.12,136.24213914201718,True,13087.0,147.02736661594614,209392.0,2352.437865855138
2021-11-24,14462.0,48.0,AT,8901064,2020-03-07,True,24,11,2021,4,2,False,20,301.29,162.47495804995899,True,13077.625,146.92204212889604,209242.0,2350.7526740623366
2021-11-23,14517.0,53.0,AT,8901064,2020-03-07,True,23,11,2021,4,1,False,20,273.91,163.09286170731949,True,12658.75,142.21614404749815,202540.0,2275.4583047599704
2021-11-22,11978.0,55.0,AT,8901064,2020-03-07,True,22,11,2021,4,0,False,20,217.78,134.5681819611678,True,12252.875,137.65629592147636,196046.0,2202.5007347436217
2021-11-21,11638.0,54.0,AT,8901064,2020-03-07,True,21,11,2021,4,6,False,20,215.52,130.74841389748462,True,12012.125,134.95156309403012,192194.0,2159.225009504482
2021-11-20,14104.0,39.0,AT,8901064,2020-03-07,True,20,11,2021,4,5,False,20,361.64,158.45296697113963,True,11891.5625,133.59709019056598,190265.0,2137.5534430490557
2021-11-19,14075.0,50.0,AT,8901064,2020-03-07,True,19,11,2021,4,4,False,20,281.5,158.12716322453136,True,11621.625,130.56444712677046,185946.0,2089.0311540283274
2021-11-18,14890.0,44.0,AT,8901064,2020-03-07,True,18,11,2021,4,3,False,20,338.41,167.28337196541898,True,11302.5,126.97920158758548,180840.0,2031.6672254013677
2021-11-17,15027.0,46.0,AT,8901064,2020-03-07,True,17,11,2021,4,2,False,20,326.67,168.82251380284424,True,10783.3125,121.14633149475164,172533.0,1938.3413039160262
2021-11-16,16473.0,38.0,AT,8901064,2020-03-07,True,16,11,2021,4,1,False,20,433.5,185.06776268544974,True,10174.5625,114.30726146896596,162793.0,1828.9161835034554
2021-11-15,10981.0,37.0,AT,8901064,2020-03-07,True,15,11,2021,4,0,False,20,296.78,123.36727384501448,True,9444.8125,106.10880339698714,151117.0,1697.7408543517943
2021-11-14,11204.0,41.0,AT,8901064,2020-03-07,True,14,11,2021,4,6,False,20,273.27,125.87259231031257,True,9110.6875,102.35503867852204,145771.0,1637.6806188563526
2021-11-13,11440.0,48.0,AT,8901064,2020-03-07,True,13,11,2021,4,5,False,20,238.33,128.52396073098677,True,8784.25,98.68764003943798,140548.0,1579.0022406310077
2021-11-12,12661.0,45.0,AT,8901064,2020-03-07,True,12,11,2021,4,4,False,20,281.36,142.24142192439015,True,8440.4375,94.82504001768777,135047.0,1517.2006402830043
2021-11-11,10591.0,51.0,AT,8901064,2020-03-07,True,11,11,2021,4,3,False,20,207.67,118.98577518373084,False,7918.625,88.9626790684799,126698.0,1423.4028650956784
2021-11-10,13224.0,25.0,AT,8901064,2020-03-07,True,10,11,2021,4,2,False,20,528.96,148.56650845337143,True,7537.1875,84.67737677203534,120595.0,1354.8380283525655
2021-11-09,11977.0,29.0,AT,8901064,2020-03-07,True,9,11,2021,4,1,False,20,413.0,134.5569473492158,True,6926.0625,77.81162454286364,110817.0,1244.9859926858182
2021-11-08,7760.0,27.0,AT,8901064,2020-03-07,True,8,11,2021,4,0,False,20,287.41,87.18058874759242,False,6352.3125,71.36576593539829,101637.0,1141.8522549663726
2021-11-07,8023.0,19.0,AT,8901064,2020-03-07,True,7,11,2021,4,6,False,20,422.26,90.13529169097087,False,6088.1875,68.39842405357382,97411.0,1094.374784857181
2021-11-06,8126.0,21.0,AT,8901064,2020-03-07,True,6,11,2021,4,5,False,19,386.95,91.29245672202784,False,5818.5625,65.36929180601331,93097.0,1045.908668896213
2021-11-05,9709.0,27.0,AT,8901064,2020-03-07,True,5,11,2021,4,4,False,19,359.59,109.07684744205861,False,5528.5,62.1105521766836,88456.0,993.7688348269376
2021-11-04,9785.0,21.0,AT,8901064,2020-03-07,True,4,11,2021,4,3,False,19,465.95,109.93067795041132,False,5147.9375,57.83508016569704,82367.0,925.3612826511527
2021-11-03,8969.0,25.0,AT,8901064,2020-03-07,True,3,11,2021,4,2,False,19,358.76,100.76323459757171,False,4785.1875,53.75972468010566,76563.0,860.1555948816906
2021-11-02,6583.0,17.0,AT,8901064,2020-03-07,True,2,11,2021,4,1,False,19,387.24,73.95745048007744,False,4395.0,49.376119529081016,70320.0,790.0179124652963
2021-11-01,5287.0,20.0,AT,8901064,2020-03-07,True,1,11,2021,4,0,True,19,264.35,59.39739339027334,False,4108.375,46.15599887833634,65734.0,738.4959820533815
2021-10-31,4797.0,13.0,AT,8901064,2020-03-07,True,31,10,2021,4,6,False,19,369.0,53.89243353378877,False,3912.3125,43.953312772495515,62597.0,703.2530043599282
2021-10-30,5635.0,16.0,AT,8901064,2020-03-07,True,30,10,2021,4,5,False,19,352.19,63.30703834957259,False,3761.3125,42.256886367742105,60181.0,676.1101818838737
2021-10-29,5981.0,10.0,AT,8901064,2020-03-07,True,29,10,2021,4,4,False,19,598.1,67.19421408496783,False,3558.75,39.981175284213215,56940.0,639.6988045474114
2021-10-28,5939.0,11.0,AT,8901064,2020-03-07,True,28,10,2021,4,3,False,19,539.91,66.72236038298342,False,3317.125,37.26661217130896,53074.0,596.2657947409433
2021-10-27,4312.0,15.0,AT,8901064,2020-03-07,True,27,10,2021,4,2,False,19,287.47,48.44364673706424,False,3116.0,35.007050842461084,49856.0,560.1128134793773
2021-10-26,4488.0,17.0,AT,8901064,2020-03-07,True,26,10,2021,4,1,True,19,264.0,50.42093844061789,False,2946.1875,33.099273300360494,47139.0,529.5883728057679
2021-10-25,3446.0,10.0,AT,8901064,2020-03-07,True,25,10,2021,4,0,False,19,344.6,38.714472786624164,False,2746.8125,30.859372542428634,43949.0,493.74996067885814
2021-10-24,2797.0,15.0,AT,8901064,2020-03-07,True,24,10,2021,4,6,False,19,186.47,31.423209629770103,False,2630.375,29.55124241326655,42086.0,472.8198786122648
2021-10-23,3534.0,11.0,AT,8901064,2020-03-07,True,23,10,2021,4,5,False,19,321.27,39.70311863840098,False,2572.875,28.90525222602601,41166.0,462.4840356164162
2021-10-22,3709.0,8.0,AT,8901064,2020-03-07,True,22,10,2021,4,4,False,19,463.62,41.669175730002614,False,2467.75,27.72421364457103,39484.0,443.5874183131365
2021-10-21,3485.0,11.0,AT,8901064,2020-03-07,True,21,10,2021,4,3,False,19,316.82,39.15262265275253,False,2363.25,26.550196695586056,37812.0,424.8031471293769
2021-10-20,3620.0,10.0,AT,8901064,2020-03-07,True,20,10,2021,4,2,False,19,362.0,40.669295266273785,False,2312.9375,25.984955281750587,37007.0,415.7592845080094
2021-10-19,3981.0,11.0,AT,8901064,2020-03-07,True,19,10,2021,4,1,False,19,361.91,44.724990180949156,False,2177.8125,24.466878341735324,34845.0,391.4700534677652
2021-10-18,2726.0,6.0,AT,8901064,2020-03-07,True,18,10,2021,4,0,False,19,454.33,30.62555218117744,False,2014.75,22.634934430310803,32236.0,362.15895088497285
2021-10-17,1997.0,15.0,AT,8901064,2020-03-07,True,17,10,2021,4,6,False,19,133.13,22.43552006816264,False,1941.8125,21.81550992106112,31069.0,349.04815873697794
2021-10-16,2150.0,16.0,AT,8901064,2020-03-07,True,16,10,2021,4,5,False,19,134.38,24.154415696820067,False,1930.0,21.682801067378012,30880.0,346.9248170780482
2021-10-15,2381.0,7.0,AT,8901064,2020-03-07,True,15,10,2021,4,4,False,19,340.14,26.74961105773422,False,1904.3125,21.394211972860774,30469.0,342.3073915657724
2021-10-14,2394.0,10.0,AT,8901064,2020-03-07,True,14,10,2021,4,3,False,19,239.4,26.89566101311034,False,1875.8125,21.074025532228507,30013.0,337.1844085156561
2021-10-13,2115.0,6.0,AT,8901064,2020-03-07,True,13,10,2021,4,2,False,19,352.5,23.76120427849974,False,1889.625,21.229203609815634,30234.0,339.66725775705015
2021-10-12,2721.0,12.0,AT,8901064,2020-03-07,True,12,10,2021,4,1,False,19,226.75,30.569379121417395,False,1856.8125,20.86056790514033,29709.0,333.76908648224526
2021-10-11,1595.0,11.0,AT,8901064,2020-03-07,True,11,10,2021,4,0,False,19,145.0,17.919206063454887,False,1773.25,19.92177564390055,28372.0,318.7484103024088
2021-10-10,1298.0,8.0,AT,8901064,2020-03-07,True,10,10,2021,4,6,False,19,162.25,14.582526313708113,False,1760.1875,19.775023525277426,28163.0,316.4003764044388
2021-10-09,1583.0,9.0,AT,8901064,2020-03-07,True,9,10,2021,4,5,False,19,175.89,17.784390720030775,False,1793.25,20.146467882940737,28692.0,322.3434861270518
2021-10-08,1877.0,5.0,AT,8901064,2020-03-07,True,8,10,2021,4,4,False,19,375.4,21.08736663392152,False,1807.875,20.310774082738874,28926.0,324.972385323822
2021-10-07,1852.0,10.0,AT,8901064,2020-03-07,True,7,10,2021,4,3,False,19,185.2,20.806501335121283,False,1805.5625,20.284794042599852,28889.0,324.55670468159764
2021-10-06,2037.0,7.0,AT,8901064,2020-03-07,True,6,10,2021,4,2,False,18,291.0,22.88490454624301,False,1821.625,20.465249997079002,29146.0,327.44399995326404
2021-10-05,2680.0,13.0,AT,8901064,2020-03-07,True,5,10,2021,4,1,False,18,206.15,30.10876003138501,False,1780.5,20.003226580552617,28488.0,320.0516252888419
2021-10-04,1458.0,7.0,AT,8901064,2020-03-07,True,4,10,2021,4,0,False,18,208.29,16.380064226029607,False,1696.5625,19.060221339830832,27145.0,304.9635414372933
2021-10-03,1372.0,7.0,AT,8901064,2020-03-07,True,3,10,2021,4,6,False,18,196.0,15.413887598156805,False,1694.75,19.039858605667817,27116.0,304.63773769068507
2021-10-02,1559.0,12.0,AT,8901064,2020-03-07,True,2,10,2021,4,5,False,18,129.92,17.51476003318255,False,1735.75,19.500477695700198,27772.0,312.00764313120317
2021-10-01,1808.0,8.0,AT,8901064,2020-03-07,True,1,10,2021,4,4,False,18,226.0,20.312178409232875,False,1776.5,19.95828813274458,28424.0,319.3326101239133
